Gene = Tbrg1
index = 1061
Annotated 5SS: [ 315 2291 3097 4280 4698 6023 6364 7282]
Annotated 3SS: [2219 2875 4142 4550 5924 6252 7138 7808]
SMsplice 5SS: [ 315 2291 3097 4280 6023 6364 7282]
SMsplice 3SS: [2219 2950 4142 5924 6252 7138 8152]
top_k =  500
Partition function (log Z): 11.523806315208779

Sorted 5' Splice Sites (High to Low Probability):
Position 6023: 0.9935150158065744
Position 2291: 0.976422327392985
Position 4280: 0.957167554343515
Position 3097: 0.9467222920390299
Position 315: 0.924115987855523
Position 6364: 0.8437100217269805
Position 7282: 0.8158821510831187
Position 4698: 0.44459017398256134
Position 4414: 0.13314252268107504
Position 6528: 0.10822511785088164
Position 3454: 0.08127077076873891
Position 6391: 0.05573209024179184
Position 1967: 0.05392236182824287
Position 2658: 0.05005101375825773
Position 2714: 0.04123842810232861
Position 4904: 0.03982582547425084
Position 8080: 0.03832244911519789
Position 5694: 0.03446877874920575
Position 309: 0.027905604624371264
Position 5142: 0.02014165223932561
Position 7498: 0.017788221790780812
Position 5317: 0.017016683635324582
Position 6837: 0.01643235372256913
Position 1835: 0.013952143924174923
Position 263: 0.012622681127661881
Position 827: 0.01195559842718706
Position 3706: 0.01097095745577667
Position 275: 0.010851711211544142
Position 6470: 0.010775266032486665
Position 331: 0.010400315997362415
Position 4992: 0.009521244757956076
Position 3474: 0.006799899381298241
Position 5811: 0.006121727732495457
Position 325: 0.005854852269242891
Position 6395: 0.005673700791551437
Position 6370: 0.0047746129792563
Position 2747: 0.004476395682094174
Position 853: 0.0041651616145782526
Position 1398: 0.003538337524178414
Position 160: 0.003250170273126215
Position 8255: 0.0031413746277535884
Position 4182: 0.0025511391561043643
Position 8065: 0.0025049574798798016
Position 1043: 0.0023963656978198424
Position 1055: 0.002254183102450346
Position 5763: 0.002231538577457153
Position 6180: 0.0021824405549343167
Position 4622: 0.002083416470279132
Position 7929: 0.002057622306527984
Position 6118: 0.0019726670323377067
Position 5532: 0.001900547030091031
Position 4262: 0.0016722152616624583
Position 1133: 0.0014399654123058642
Position 6063: 0.0014055160972535033
Position 7328: 0.0013911826296291
Position 1858: 0.0013728743545929364
Position 3341: 0.0012552300164680704
Position 4254: 0.0011228785747561438
Position 42: 0.0011210847317029492
Position 5834: 0.000968812843887587
Position 5752: 0.0009470208254987482
Position 6832: 0.0009437872508035763
Position 3486: 0.0008904128461645452
Position 4284: 0.0008878644332291237
Position 311: 0.0008467485344611735
Position 4196: 0.0006677644302309288
Position 4980: 0.0006645557440051135
Position 6905: 0.0006450240806205134
Position 2318: 0.0006236891933983165
Position 829: 0.0006042104199831011
Position 92: 0.0005769796825900025
Position 319: 0.0005756789717475501
Position 385: 0.0005490396380012595
Position 2686: 0.0005278779850766807
Position 2793: 0.0005039302016788872
Position 875: 0.0004962005507381207
Position 3959: 0.0004541457250993281
Position 1406: 0.00044919230102056476
Position 1997: 0.0004111274598573053
Position 6068: 0.0004099818052221832
Position 66: 0.00035568205998554205
Position 899: 0.00034922642696426966
Position 176: 0.0003273520257116077
Position 3275: 0.00032550735416401273
Position 2346: 0.00030774833985783225
Position 3156: 0.00027706265265474753
Position 3611: 0.00027665486264094455
Position 978: 0.00023115837310587044
Position 3782: 0.00021716619936732137
Position 687: 0.00020167860846017073
Position 3423: 0.00018424437640538916
Position 1385: 0.0001831081192267531
Position 1117: 0.00016454172306495297
Position 2770: 0.00014352931215007295
Position 751: 0.0001331271848573199
Position 985: 0.0001300924757343111
Position 2020: 0.00011533341765967795
Position 36: 0.00011466836737314557
Position 1067: 0.00011324673060395031
Position 6285: 9.642387194532125e-05
Position 3478: 8.763514854267122e-05
Position 1087: 8.090071371591601e-05
Position 3441: 7.506067879325892e-05
Position 3321: 6.414700475114192e-05
Position 652: 5.9832167891330835e-05
Position 4078: 5.600634986242766e-05
Position 584: 5.0373941256734685e-05
Position 1084: 4.7343859765715955e-05
Position 3115: 4.5548064828800516e-05
Position 378: 4.538141242395092e-05
Position 4684: 4.522895628539237e-05
Position 1109: 4.40603505355298e-05
Position 1784: 4.2743688399434584e-05
Position 2370: 4.2494212296442155e-05
Position 643: 3.9916264176078686e-05
Position 3316: 3.9469987885147896e-05
Position 3596: 3.583410944638288e-05
Position 1931: 3.4717613166130933e-05
Position 3187: 3.289372440268655e-05
Position 722: 3.2311555146275015e-05
Position 1229: 3.0010630558377884e-05
Position 1210: 2.749001524356512e-05
Position 111: 2.5174197480793704e-05
Position 29: 2.2874392279612105e-05
Position 7299: 2.1291788695296948e-05
Position 7606: 1.701649585688257e-05
Position 7351: 1.635377609106618e-05
Position 2782: 1.3752622568904739e-05
Position 2789: 1.0722288030108233e-05
Position 4658: 1.0645937404410236e-05
Position 4686: 1.0228083817505685e-05
Position 2768: 9.339822595037847e-06
Position 7567: 8.913507253927273e-06
Position 7486: 6.670873889628557e-06
Position 3121: 1.7394568128956711e-06
Position 6301: 8.833510395633763e-07
Position 522: 8.179232856843781e-07
Position 340: 5.87077366512027e-07
Position 389: 4.790265034092776e-07
Position 618: 4.16820766094961e-07
Position 4456: 3.1118975130043276e-07
Position 212: 2.510728765028977e-07
Position 2312: 2.3004035864245172e-07
Position 498: 1.647745309760605e-07
Position 442: 7.065230707270716e-08
Position 430: 2.9805890605624336e-08
Position 174: 2.75626490771663e-08
Position 538: 2.4279938556882076e-09
Position 4501: 8.492230679499045e-10
Position 540: 3.1741089107794e-10
Position 477: 1.6938011831328255e-10
Position 411: 1.5129451064762122e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4142: 0.977009453772513
Position 2219: 0.9607127042952579
Position 6252: 0.9551690394073541
Position 5924: 0.8252817587307173
Position 7138: 0.6969298530790488
Position 2950: 0.5351740666735496
Position 8152: 0.4071071919625878
Position 7808: 0.39113584237603216
Position 4550: 0.20143868651001967
Position 2875: 0.18256736210968946
Position 4612: 0.13902429822192997
Position 4357: 0.13069322537834416
Position 3002: 0.12187205959312512
Position 7174: 0.1192143794934425
Position 5943: 0.09614723830255918
Position 2983: 0.09172972323941431
Position 2586: 0.058603688074176256
Position 5979: 0.047868113309238285
Position 3353: 0.044256709389499466
Position 7420: 0.044062859985923866
Position 3207: 0.043567388472710376
Position 4786: 0.041649639680939786
Position 2632: 0.03622310875276364
Position 4434: 0.03524613531719597
Position 5673: 0.027263322411398113
Position 7077: 0.025681219110396773
Position 1834: 0.023827669419978673
Position 7927: 0.023716329597356086
Position 4413: 0.022731965625902528
Position 6692: 0.02258360025036454
Position 7350: 0.021450141869131047
Position 4929: 0.02140563560836522
Position 7861: 0.021303351886531516
Position 1725: 0.02121458033167516
Position 6221: 0.019400331322129406
Position 6433: 0.01868984291932727
Position 6904: 0.01550106545561954
Position 6490: 0.01518003521612567
Position 7455: 0.01465209638770563
Position 6394: 0.014245764915871524
Position 8350: 0.013159983121656438
Position 1768: 0.012779884006220437
Position 8177: 0.011670985151826963
Position 5608: 0.010208932150887615
Position 5047: 0.010157562999635267
Position 5787: 0.010030830176335026
Position 1887: 0.009524808383094868
Position 5954: 0.009440772735339949
Position 4472: 0.0076027672933501106
Position 750: 0.007495529497610896
Position 2068: 0.00703667644057729
Position 5453: 0.006972201100413231
Position 4531: 0.00649821724328929
Position 8474: 0.005928699449002428
Position 5215: 0.005850669566965143
Position 728: 0.005845193793149491
Position 8078: 0.0057134594145195824
Position 8453: 0.005567347838136066
Position 2956: 0.0052718126498368595
Position 4129: 0.005199877027787841
Position 5396: 0.005054469416112956
Position 2192: 0.0050504772937969246
Position 3539: 0.004852206944187326
Position 4387: 0.004814299882519465
Position 6523: 0.004661856337333373
Position 984: 0.004509103336289278
Position 8286: 0.0042665518409416995
Position 4518: 0.004059491204632627
Position 7906: 0.003723084730658624
Position 7751: 0.0036055630506323104
Position 8106: 0.003552568562780824
Position 3363: 0.00337112379755171
Position 7193: 0.0033594630544825847
Position 7108: 0.0033357953457225442
Position 2657: 0.0031099473097714278
Position 7081: 0.002823597768201194
Position 6254: 0.00277126741628813
Position 4954: 0.002628877606886494
Position 694: 0.0023613475217846847
Position 7865: 0.0023413028797143118
Position 3481: 0.0023049533416808605
Position 639: 0.0020755836251085116
Position 2108: 0.002073007348519216
Position 5190: 0.0020504667837773793
Position 4491: 0.0020245193006471116
Position 6202: 0.001938080568591352
Position 5653: 0.0019039126725285123
Position 5822: 0.0018349753453250767
Position 5819: 0.001809006174476837
Position 7660: 0.0017347477767368882
Position 2930: 0.0017085355581057209
Position 1864: 0.0016331674564827674
Position 3512: 0.001591199363658247
Position 7145: 0.001563076074096875
Position 7759: 0.001559786258849848
Position 4815: 0.0015385285625112656
Position 2274: 0.0015256643349796258
Position 3016: 0.001379766683125661
Position 4150: 0.0013628618383300353
Position 2811: 0.0013294738717584634
Position 7440: 0.001295712104283239
Position 7203: 0.0012819643806537794
Position 4670: 0.0012108876803475334
Position 7792: 0.0012075288969486861
Position 8126: 0.0011715617342826883
Position 1243: 0.0011374381761607647
Position 3006: 0.0011343047995273745
Position 7184: 0.0011222584609240972
Position 3557: 0.0010888693010653917
Position 7008: 0.0010767269095543278
Position 5864: 0.0010611288591852804
Position 8301: 0.0010471001393893868
Position 6946: 0.0009879128670121072
Position 8483: 0.00098762173514008
Position 4418: 0.0009205085193041311
Position 4630: 0.0009124280631919508
Position 4223: 0.0008996996049345115
Position 7178: 0.0008956671306757376
Position 7834: 0.0008907624472202091
Position 6109: 0.0008323269468012997
Position 2641: 0.0008295378069871134
Position 2789: 0.0008164663901758623
Position 217: 0.0008134280303231741
Position 1269: 0.0008012511215251914
Position 6968: 0.0007822105064431063
Position 5109: 0.0007495683683360113
Position 8531: 0.0007400710997397709
Position 7238: 0.0006843613041944367
Position 4398: 0.0006174211726440009
Position 8407: 0.0006149665120936175
Position 6659: 0.0006099327788409519
Position 7692: 0.0006064381703081365
Position 2919: 0.0005960212913572145
Position 1021: 0.0005910242065947537
Position 8425: 0.0005710661651725283
Position 856: 0.0005604245641435093
Position 1189: 0.0005265372463249837
Position 4760: 0.0005191936468301058
Position 4537: 0.0005022080245472313
Position 7030: 0.0004968428831855571
Position 2900: 0.00048621269749940017
Position 1042: 0.00046811926200448096
Position 1342: 0.00042302817619589814
Position 8288: 0.0003851375016215731
Position 3826: 0.0003804030576016589
Position 3406: 0.0003747335306291266
Position 7281: 0.0003391887358271909
Position 4480: 0.00031136101294858834
Position 6087: 0.0003074449803608939
Position 1680: 0.0003066757148800043
Position 1806: 0.0002973412797846576
Position 4525: 0.00026745370333624733
Position 3609: 0.0002664019695993586
Position 4583: 0.000263142018077051
Position 2258: 0.000262552951099838
Position 6334: 0.00026065789630024384
Position 2731: 0.00025694412395596105
Position 4844: 0.00025642864477164965
Position 221: 0.00023155916030328938
Position 6723: 0.0002241344329427888
Position 3926: 0.00019506800262920573
Position 6699: 0.00019142851248285763
