Gene = Cd2bp2
index = 236
Annotated 5SS: [  72  640  978 1257 1798 1986]
Annotated 3SS: [ 538  841 1098 1358 1878 2069]
SMsplice 5SS: [  86  978 1257 1798 1986 2177]
SMsplice 3SS: [ 841 1160 1358 1878 2069 2917]
top_k =  500
Partition function (log Z): 4.41037681708695

Sorted 5' Splice Sites (High to Low Probability):
Position 978: 0.9699020008953947
Position 1986: 0.9474340760512434
Position 1798: 0.8619953917310389
Position 2177: 0.8573500571475516
Position 1257: 0.6980823495403934
Position 640: 0.6162755116159109
Position 86: 0.5373333735584
Position 1299: 0.2232670935017534
Position 214: 0.1205450647050742
Position 72: 0.09762033800727904
Position 2464: 0.058693500544507775
Position 226: 0.04560276473709941
Position 2366: 0.039159768799322474
Position 262: 0.03484301243032276
Position 1426: 0.029830849976846655
Position 1601: 0.025746727616486345
Position 4122: 0.022126954670846993
Position 155: 0.021268453990982865
Position 1636: 0.013700129999389818
Position 235: 0.012142858068198134
Position 732: 0.011756449710502033
Position 1259: 0.01061147125786861
Position 3316: 0.010168600871225498
Position 3888: 0.009210072609938792
Position 248: 0.006627692639999966
Position 199: 0.0064379747052735435
Position 1359: 0.005669173285035046
Position 4096: 0.005227236652325215
Position 1661: 0.004478284744715186
Position 166: 0.004457197126443656
Position 2076: 0.004031470143286232
Position 3279: 0.0037538299468693878
Position 2259: 0.0036535531697365633
Position 1478: 0.0033384699170987023
Position 608: 0.0031658497251193223
Position 1040: 0.00261735244782472
Position 1033: 0.0024188467867843066
Position 1328: 0.002119378730948919
Position 3945: 0.0019024144271038014
Position 2749: 0.0014021088298370253
Position 3160: 0.0012304629008615597
Position 395: 0.0011651142525633633
Position 2928: 0.0011247223699918122
Position 461: 0.0011226402052835656
Position 2987: 0.0009652359486517874
Position 1762: 0.0009454600522134398
Position 1395: 0.0008433406754798908
Position 1099: 0.0007908385872210821
Position 1494: 0.0007218800339828191
Position 278: 0.0006579338044631301
Position 1293: 0.0006210218122358135
Position 2842: 0.0005276756979263157
Position 3355: 0.0005005140513072153
Position 1472: 0.00046330286587714154
Position 238: 0.0004491856320771817
Position 1475: 0.00044095494420520975
Position 755: 0.0004372363487812734
Position 16: 0.0004220756659602777
