Gene = Zpr1
index = 1206
Annotated 5SS: [ 304  576 1083 1664 2387 2790 3184 3415 3799 4672 5351 6692 6918]
Annotated 3SS: [ 413  991 1592 2299 2666 3135 3347 3727 4581 5239 6604 6851 7973]
SMsplice 5SS: [ 304  576 1083 2387 2790 3184 3799 4672 5351 6692 6918]
SMsplice 3SS: [ 413  991 2299 2666 3135 3727 4581 5239 6604 6807 7973]
top_k =  500
Partition function (log Z): 23.296010710794835

Sorted 5' Splice Sites (High to Low Probability):
Position 304: 0.9981282894220154
Position 2790: 0.9830566633587818
Position 6692: 0.9691226135983622
Position 6918: 0.9577875001530424
Position 1083: 0.9273727902259306
Position 5351: 0.9136817934548023
Position 576: 0.837942027163313
Position 3799: 0.7179784941992063
Position 1664: 0.6738942437136173
Position 3184: 0.670654042928296
Position 2387: 0.6583959693356908
Position 4672: 0.6100121379541309
Position 3523: 0.4532853523188653
Position 4532: 0.31844894501099036
Position 2489: 0.28002645426119016
Position 596: 0.13092409578787603
Position 3228: 0.09898266686022428
Position 4490: 0.09757075054056487
Position 4913: 0.055950550673876165
Position 3594: 0.053935101465766584
Position 1100: 0.04176101779539974
Position 8018: 0.03142905016317723
Position 3582: 0.02932764654583556
Position 4031: 0.028173482619868507
Position 8236: 0.028020937579120428
Position 2182: 0.027547073388658697
Position 7045: 0.022243262603554144
Position 3415: 0.02123340527579946
Position 2534: 0.020967368237943085
Position 1991: 0.01969516401088921
Position 1109: 0.0192463657115748
Position 561: 0.01781289392212899
Position 1464: 0.017160905608880967
Position 3249: 0.015124630283045757
Position 4105: 0.014440802557215103
Position 5405: 0.014281449726230116
Position 7395: 0.013749666126634308
Position 4828: 0.013257101851156838
Position 3275: 0.012944972706702008
Position 1225: 0.01111013854946868
Position 3224: 0.010326616384781271
Position 8105: 0.01026435724089447
Position 8010: 0.009931809677835362
Position 3309: 0.00928948636221342
Position 2419: 0.00765243590310296
Position 1860: 0.007559644210710962
Position 8502: 0.0075012083222172204
Position 5006: 0.006844716929030607
Position 7367: 0.006213345439892914
Position 2460: 0.0055824114893908835
Position 4582: 0.0052896725200871405
Position 5934: 0.004701747306474504
Position 7258: 0.004269918215793886
Position 7417: 0.0042342569341120885
Position 3803: 0.004008857661004568
Position 4102: 0.003769646619350433
Position 3770: 0.003440940372179256
Position 1773: 0.003119808948243831
Position 3819: 0.0028448429155945023
Position 3221: 0.0018845073157242435
Position 3437: 0.0017502844004442094
Position 543: 0.0013830180310735582
Position 801: 0.0013271042962857843
Position 3411: 0.0012600336619363528
Position 3348: 0.001224084858245347
Position 3191: 0.0011422808223896515
Position 76: 0.001140834461930471
Position 1883: 0.0011082752124700521
Position 2022: 0.0010786613465028432
Position 628: 0.0010770510055806526
Position 465: 0.0010541193040652331
Position 3466: 0.001019712806169278
Position 3590: 0.0010186695810249914
Position 1998: 0.0010107370930561342
Position 3244: 0.000980797494209785
