Gene = Mospd3
index = 689
Annotated 5SS: [ 303  774 1068 1451 3894]
Annotated 3SS: [ 500  991 1220 3728 3990]
SMsplice 5SS: [ 303  774 1068 1451 3894]
SMsplice 3SS: [ 692  991 1250 3728 3990]
top_k =  500
Partition function (log Z): -2.0688515781052823

Sorted 5' Splice Sites (High to Low Probability):
Position 3894: 0.8862453167040795
Position 774: 0.7304176742264541
Position 1451: 0.7057219498621825
Position 303: 0.6627281978562037
Position 1068: 0.6238617109845868
Position 321: 0.22529900077610499
Position 811: 0.16881119661589422
Position 602: 0.14992732517316973
Position 1843: 0.07818344896102147
Position 1727: 0.06025750060151693
Position 2455: 0.030504387984831488
Position 1080: 0.02702624207932773
Position 156: 0.024022431957412216
Position 54: 0.01735716291014101
Position 1182: 0.009147035894331038
Position 1972: 0.008271133114693704
Position 1021: 0.005552410501846371
Position 606: 0.005157517263573387
Position 145: 0.004827502478911787
Position 326: 0.004399827879621719
Position 3911: 0.00405176803385549
Position 3602: 0.0030705790397091417
Position 2711: 0.002717984770063653
Position 221: 0.0026852664561455596
Position 1769: 0.002321589795290324
Position 377: 0.002282931763844698
Position 2025: 0.0021414827869080553
Position 1356: 0.0017759343759050493
Position 3624: 0.001097616614257578
Position 2918: 0.0010419983036362456
Position 3854: 0.0007281614252519843
Position 179: 0.0007230561813795996
Position 2658: 0.0006114447568165882
Position 3845: 0.0005936835565807083
Position 2010: 0.0005333096399947545
Position 1868: 0.00042522635572990854
Position 815: 0.00034410226879189976
Position 237: 0.0002687457489284231
Position 1850: 0.000259063051653857
Position 2862: 0.00023563651453139647
Position 1053: 0.00020330694181910005
Position 436: 0.00016668545409329716
Position 66: 0.0001507561345685894
Position 882: 0.00014543237814193153
Position 3875: 0.0001446550637228665
Position 309: 0.000132044177971768
Position 628: 0.0001232782989904002
Position 183: 0.0001097462136671659
Position 218: 6.399449733835973e-05
Position 975: 5.557361663847636e-05
Position 1072: 5.424750132419235e-05
Position 1042: 4.835559780779608e-05
Position 1112: 4.7119182760660054e-05
Position 913: 3.883433505672694e-05
Position 1152: 3.782344141949447e-05
Position 422: 3.455693099358841e-05
Position 1473: 3.4354487255244944e-05
Position 838: 3.3911625965009896e-05
Position 1315: 3.343715855094254e-05
Position 548: 3.1532498697564264e-05
Position 576: 2.1763445774944547e-05
Position 1475: 2.165867315720912e-05
Position 836: 1.974985511115567e-05
Position 900: 1.9449455943739208e-05
Position 668: 1.9306209563625592e-05
Position 78: 1.6459411196509693e-05
Position 26: 9.976650652245677e-06
Position 1477: 7.555175956338543e-06
Position 1479: 6.334780826150796e-06
Position 1471: 6.183888737920076e-06
Position 473: 5.971910747346204e-06
Position 433: 3.0077984182308086e-06
Position 19: 2.1500042934258586e-07
Position 493: 1.0839019702305389e-11
Position 523: 6.687050068848023e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3990: 0.7935720682605082
Position 3728: 0.73217042476144
Position 991: 0.6322757497795037
Position 692: 0.5817886334991972
Position 1250: 0.398035656730379
Position 653: 0.3004851415234309
Position 1220: 0.2142360832843694
Position 3779: 0.17763098444181274
Position 4063: 0.11841770215129067
Position 1594: 0.055928416883882094
Position 1608: 0.04884768704450774
Position 500: 0.04662231141447747
Position 3817: 0.04483053491411576
Position 533: 0.029566816615970062
Position 2364: 0.028624137454116703
Position 1644: 0.02430815039926852
Position 1354: 0.022894022427699254
Position 1348: 0.022511206225734593
Position 1821: 0.02168359753432178
Position 1003: 0.018217495874159998
Position 1266: 0.017392075493724575
Position 404: 0.01505619317514066
Position 1271: 0.01348085972491368
Position 699: 0.010747238725312346
Position 3417: 0.009532403059167764
Position 964: 0.008256546796105066
Position 1374: 0.007609182397538733
Position 1137: 0.0069437296628838165
Position 561: 0.005039809400632232
Position 514: 0.003480839375572988
Position 1720: 0.00324525530711434
Position 1700: 0.0027556627186208636
Position 417: 0.0027256820865120815
Position 2533: 0.0024060911334240036
Position 4067: 0.0022858340390839948
Position 2337: 0.0021817341062566166
Position 231: 0.0020319089219666855
Position 1033: 0.001993121914553093
Position 3705: 0.001927382563543749
Position 589: 0.001908001743292931
Position 260: 0.0018229998248513934
Position 1368: 0.0015629237018829766
Position 1402: 0.0014803232654320105
Position 709: 0.0013839825381512837
Position 4030: 0.0012875301204059361
Position 2599: 0.001250916254603234
Position 155: 0.0011425595331466909
Position 3657: 0.0011217466162410155
Position 1327: 0.0010413540784781129
Position 2414: 0.0009817044867291276
Position 1773: 0.0009657376771950828
Position 3107: 0.0008851267785436758
Position 2756: 0.0007438401356105428
Position 177: 0.0007262686243219517
Position 2826: 0.0006752138604172533
Position 1284: 0.0006089016765113158
Position 429: 0.0005634700902955269
Position 727: 0.0003936222183362913
Position 160: 0.0003904558844263781
Position 3739: 0.00037386420663859465
Position 1900: 0.00036434891510401016
Position 3753: 0.0003506945976943931
Position 3893: 0.0002848504039363852
Position 4327: 0.0002699379029560837
Position 368: 0.00024539277590894586
Position 4370: 0.00024346900702986913
Position 445: 0.00022736415860234437
Position 179: 0.000167954563145793
Position 433: 0.0001563814480617586
Position 949: 0.00014860731788336257
Position 926: 0.00012899302226748412
Position 4338: 0.0001281417997740577
Position 376: 0.00011665347750624258
Position 940: 0.00011137369422752867
Position 595: 0.00010517816423752885
Position 563: 8.029321789334887e-05
Position 860: 8.000613382637182e-05
Position 711: 7.973964254320373e-05
Position 773: 7.851549792621514e-05
Position 172: 7.574237493818623e-05
Position 225: 6.881612022534745e-05
Position 197: 6.699973680993128e-05
Position 215: 6.603618119476426e-05
Position 298: 6.017182227404248e-05
Position 187: 5.423940989604834e-05
Position 3461: 5.0902544770950865e-05
Position 1305: 4.972276337727651e-05
Position 125: 4.0583557171636215e-05
Position 848: 3.729265155080433e-05
Position 1166: 3.697442554115174e-05
Position 346: 3.46137992953192e-05
Position 867: 3.437620210629477e-05
Position 1293: 3.432754185447847e-05
Position 714: 3.4081996475903705e-05
Position 204: 2.940932780900415e-05
Position 3432: 2.8363766124719724e-05
Position 373: 2.7529525637498487e-05
Position 132: 2.181960496304968e-05
Position 190: 2.1520283978636644e-05
Position 2751: 2.13777913815796e-05
Position 1322: 2.035564804883013e-05
Position 2446: 1.741295362812368e-05
Position 361: 1.6751258403029344e-05
Position 120: 1.5162238490915416e-05
Position 1296: 1.4416446753511645e-05
Position 1035: 1.2450241578983339e-05
Position 1420: 1.1764349361807485e-05
Position 1604: 9.405783023854253e-06
Position 1790: 6.214871976232565e-06
Position 174: 5.924066916508973e-06
Position 1152: 5.554303808482004e-06
Position 1072: 4.808350025819827e-06
Position 875: 4.447498363027804e-06
Position 282: 4.264936173828591e-06
Position 862: 4.158361186593846e-06
Position 302: 2.3249553196742916e-06
Position 1662: 2.2528348421599315e-06
Position 1727: 2.164665787097754e-06
Position 371: 1.271788121465654e-06
Position 1053: 8.993176939259219e-07
Position 1047: 8.64259199123038e-07
