Gene = Henmt1
index = 537
Annotated 5SS: [  348  1333  2772 12840 13851 17711 18636]
Annotated 3SS: [ 1184  2642 12726 13715 17530 18457 19825]
SMsplice 5SS: [  348  1333  2237  2772 12840 13851 17711 18636]
SMsplice 3SS: [ 1184  2084  2642 12726 13715 17530 18457 19825]
top_k =  500
Partition function (log Z): -5.694381089522818

Sorted 5' Splice Sites (High to Low Probability):
Position 12840: 0.9982703574127282
Position 2772: 0.9048365664331378
Position 17711: 0.8961931488755862
Position 1333: 0.890708868301419
Position 2237: 0.8691046149127005
Position 18636: 0.6272055557575362
Position 13851: 0.503961317393087
Position 9726: 0.49588124675544826
Position 348: 0.3936751823490145
Position 8847: 0.3230856425994134
Position 334: 0.25983020787680766
Position 86: 0.2453777368203136
Position 1997: 0.1590599509167549
Position 6203: 0.1498730485117707
Position 17959: 0.13381509645020767
Position 10146: 0.10530246152963113
Position 506: 0.09965021117258191
Position 19361: 0.03559332409965947
Position 103: 0.019294358487733004
Position 2271: 0.01834846366539374
Position 18507: 0.015581384560605425
Position 158: 0.013843738353807426
Position 18680: 0.01339089176215304
Position 19163: 0.010960431408566201
Position 2222: 0.006077494508341978
Position 1680: 0.0052422024036336765
Position 145: 0.004941600259271203
Position 3479: 0.004142855965504442
Position 4730: 0.003948225638480189
Position 4745: 0.0038945776026145917
Position 2159: 0.0035688040518692446
Position 1488: 0.0029597854338839
Position 1502: 0.002935367437824516
Position 815: 0.0020701752952350713
Position 943: 0.0018221580381108276
Position 388: 0.0018120614996688304
Position 9243: 0.001577548125875769
Position 1958: 0.0014599678838788876
Position 428: 0.0013459616764182564
Position 1867: 0.0010126317238604006
Position 627: 0.0008645901284175799
Position 1003: 0.0007779635025207381
Position 1021: 0.0007759015920130171
Position 70: 0.000717062601001729
Position 443: 0.0006203055700456937
Position 361: 0.0004656257854132967
Position 2407: 0.0004109345279030246
Position 1860: 0.0003708243378114967
Position 1081: 0.00034048158445487144
Position 399: 0.0002960554026179249
Position 1775: 0.0002683978446462955
Position 9672: 0.0002267280688953853
Position 9701: 0.0002139011041541451
Position 127: 0.00020703439334052572
Position 1027: 0.00018602188042577655
Position 1411: 0.00017697120434641557
Position 115: 0.00017541158086973243
Position 1662: 0.00016469499581003597
Position 791: 0.00016417677126257934
Position 1639: 0.00016210978364945245
Position 1038: 0.00016088241188174718
Position 1789: 0.00016006501369667344
Position 1590: 0.0001560505188699027
Position 1808: 0.00015583451311687553
Position 133: 0.0001414230555667998
Position 1499: 0.00010835126248334304
Position 782: 9.825814201100725e-05
Position 835: 9.078863655148004e-05
Position 1581: 8.832226413781564e-05
Position 2217: 8.474225667364224e-05
Position 130: 7.91402146010661e-05
Position 487: 7.65523085763581e-05
Position 57: 7.405492532856287e-05
Position 591: 7.393143805307101e-05
Position 416: 7.041200665931721e-05
Position 510: 6.94444243552192e-05
Position 862: 5.7799535556424126e-05
Position 709: 5.519157019480554e-05
Position 871: 5.4000434679208736e-05
Position 2691: 5.373179645658244e-05
Position 8867: 5.365346543584953e-05
Position 2163: 4.733808633205899e-05
Position 2109: 4.583165193683901e-05
Position 168: 4.56087243547591e-05
Position 864: 3.803262646222159e-05
Position 2726: 3.78725346182793e-05
Position 759: 3.160399696724567e-05
Position 3874: 2.982439259974787e-05
Position 687: 2.8059079524764388e-05
Position 663: 2.8000292399632853e-05
Position 3203: 2.4832501336180972e-05
Position 522: 2.0688841828521686e-05
Position 51: 1.6352315443705877e-05
Position 657: 1.552366162134284e-05
Position 630: 1.3537154894413235e-05
Position 4006: 8.429909034857733e-06
Position 892: 7.90851768056885e-06
Position 907: 6.197494008017368e-06
Position 3622: 5.771221556527914e-06
Position 5410: 4.422144487185941e-06
Position 3194: 4.3493891441277e-06
Position 7004: 3.817612177430977e-06
Position 1378: 2.467096800244994e-06
Position 6653: 1.8926031482447894e-06
Position 3139: 1.6122809572551908e-06
Position 2655: 1.6043559075160217e-06
Position 4734: 9.886636814478067e-07
Position 39: 8.703815501036538e-07
Position 1365: 8.262070388197725e-07
Position 1376: 2.235223730540977e-07
Position 1506: 1.103440802343891e-07
Position 195: 1.059763228434715e-07
Position 1226: 7.743677771588685e-08
Position 1194: 6.904152264441922e-08
Position 2676: 1.1213231998160893e-08
