Gene = Cdcp1
index = 240
Annotated 5SS: [  211 26118 30986 32582 33874 36054 38351 40304]
Annotated 3SS: [25907 30622 32212 33651 35672 37984 40218 42111]
SMsplice 5SS: [  211 12553 23817 26118 33734 36054 40304]
SMsplice 3SS: [12432 23656 25907 33651 35927 40218 44122]
top_k =  500
Partition function (log Z): -28.352766391908705

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.967587955058338
Position 6490: 0.3566810614470591
Position 12569: 0.07805994928365291
Position 12577: 0.0586695424030239
Position 12710: 0.051434086118601785
Position 2868: 0.05084543218329551
Position 2498: 0.0467625884111841
Position 5312: 0.038100167199387344
Position 10163: 0.029414317490362364
Position 1488: 0.02803238154789459
Position 13: 0.02705259945577195
Position 2780: 0.025226362051433443
Position 4225: 0.022634862961651504
Position 862: 0.01835485222783834
Position 688: 0.01833661438958105
Position 5668: 0.014163366062966644
Position 5361: 0.01389151244260596
Position 9428: 0.012908527231882176
Position 6337: 0.008768428186217994
Position 8914: 0.0076679242913875395
Position 1316: 0.0071676672886135636
Position 538: 0.006886475370698609
Position 1506: 0.006231191025175256
Position 6094: 0.00484606962191534
Position 4002: 0.0034808850754365094
Position 3246: 0.0034128181950608175
Position 369: 0.0030480487148612746
Position 714: 0.0023616947911498025
Position 2539: 0.0018505200009608438
Position 5593: 0.001720966359964478
Position 1345: 0.0015380933946425983
Position 576: 0.0011527209796065676
Position 1093: 0.0008189952276495052
Position 240: 0.00045868817568647547
Position 250: 6.664290561233949e-05
Position 1635: 4.334908854078147e-05
Position 304: 3.2218423142776164e-05
Position 2243: 1.757213311417374e-05
Position 286: 1.2794832472961918e-05
Position 594: 7.121648488687032e-06
Position 452: 4.456513521711016e-06
Position 348: 2.9859678480577665e-06
Position 314: 2.527191336918431e-06
Position 1050: 1.925532140434735e-06
Position 1165: 1.7390184354804575e-06
Position 149: 1.563305419668073e-06
Position 902: 8.711435229783866e-07
Position 51: 6.309146809294492e-07
Position 875: 4.650165622268131e-07
Position 992: 2.506931172919742e-07
Position 267: 1.2049108847781917e-07
Position 259: 1.1521593211567434e-07
Position 93: 1.0911090226755253e-07
Position 126: 7.209747172676127e-08
Position 356: 6.271564623370648e-08
Position 45: 5.769049603315033e-08
Position 2109: 1.7087779385101914e-08
Position 156: 9.895154453469861e-09
Position 294: 9.738647413313315e-09
Position 224: 8.826525680074597e-09
Position 257: 6.6696847338082025e-09
Position 96: 5.376820567298904e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12432: 0.6657867286549998
Position 6336: 0.36761113182752003
Position 15227: 0.34964767299076044
Position 5227: 0.0538624883007789
Position 2758: 0.04498383342226737
Position 6970: 0.035328310049064664
Position 9936: 0.024799591604786193
Position 2419: 0.024761238220631365
Position 4156: 0.021302041296237126
Position 2347: 0.020532779416618747
Position 11324: 0.017923677918347224
Position 2709: 0.0177478619695846
Position 6252: 0.01623755376845096
Position 9912: 0.014167771740764236
Position 587: 0.013245372112390876
Position 9315: 0.012908527231882176
Position 6928: 0.012450095527547268
Position 713: 0.010807882703107539
Position 1232: 0.010510321008715321
Position 5507: 0.01046865929721584
Position 8815: 0.009455073191869728
Position 1407: 0.007903989804176694
Position 2640: 0.00633809918393746
Position 1450: 0.006329754303093517
Position 1291: 0.005935795146797526
Position 7345: 0.005931298245033387
Position 7624: 0.00553501301531534
Position 8518: 0.005504151916036083
Position 3892: 0.005500653714159254
Position 472: 0.005319850644780964
Position 6356: 0.005214235073474025
Position 9765: 0.005107565146725149
Position 1092: 0.0049810912229698665
Position 575: 0.004630333552614935
Position 12439: 0.003766186319153111
Position 2582: 0.0036301922990626973
Position 7897: 0.0034450574688040646
Position 5482: 0.0030519207051918308
Position 5400: 0.002772200003722522
Position 991: 0.0027652221563998457
Position 3021: 0.002728555793409032
Position 5978: 0.0026193402845057783
Position 6373: 0.0025942775154382037
Position 7008: 0.0025445734831147327
Position 6871: 0.0024858381134540268
Position 1337: 0.002430040283336791
Position 1186: 0.0024033913771299284
Position 7550: 0.002261115195052859
Position 104: 0.0021596319675991683
Position 753: 0.0020786194783421826
Position 7046: 0.0020063099227446866
Position 5542: 0.001972912691340716
Position 6015: 0.001965659123107776
Position 2293: 0.0019420616669521254
Position 6228: 0.001869374013644204
Position 2654: 0.00174218801430798
Position 10567: 0.0017233861951698184
Position 8938: 0.0015469489078352773
Position 2448: 0.001531546388362128
Position 1364: 0.0014852891862125156
Position 5424: 0.0014808544729809645
Position 10499: 0.0014718137463105494
Position 2425: 0.0013936155784713645
Position 5974: 0.0013820267742016069
Position 2197: 0.00133177728896367
Position 4545: 0.001296874178917762
Position 80: 0.001291644905866099
Position 3105: 0.0012843722239242268
Position 5262: 0.001226849474861069
Position 9886: 0.001084274495719243
Position 7740: 0.0007384493385262996
Position 825: 0.0007288821487602005
Position 4836: 0.00068428916152505
Position 9494: 0.0006430916617846114
Position 533: 0.0006218444556547248
Position 619: 0.0006203474441240488
Position 432: 0.0005908511934519654
Position 387: 0.0005346507584519683
Position 8741: 0.0004986636096028461
Position 3133: 0.00044434766293873645
Position 156: 0.0004433374984660315
Position 4342: 0.0004246617159348293
Position 626: 0.0004232671027640317
Position 289: 0.0004225557602620159
Position 7934: 0.00040551542956512236
Position 1313: 0.00038851869809828656
Position 799: 0.00038278463618570687
Position 86: 0.0003824597215072065
Position 2856: 0.0003600714403695381
Position 5028: 0.00035490954192935083
Position 4614: 0.00033971159521572873
Position 3179: 0.0003325468912060377
Position 6273: 0.0003286170786644588
Position 3232: 0.0003283585445388752
Position 5844: 0.0002986841988879903
Position 3679: 0.0002979261468196154
Position 5332: 0.0002678314500639292
Position 2313: 0.00026685145046852595
Position 1685: 0.0002539498395052959
Position 4580: 0.00023159056639036522
Position 6303: 0.00016945081157741814
Position 336: 0.00016094586127383736
Position 2765: 0.00015308498636057454
Position 1190: 0.00015221287865459628
Position 114: 0.00015183178832810874
Position 4282: 0.00015069272327760788
Position 5826: 0.00014879608830869708
Position 436: 0.00012973052743129202
Position 6551: 0.00011704415584550055
Position 1377: 0.00010725615025663071
Position 2908: 0.00010673988722533481
Position 535: 0.00010613307671317719
Position 3791: 0.00010602206549018227
Position 343: 0.00010300744893116108
Position 4894: 9.61907310399862e-05
Position 1701: 9.445631800280338e-05
Position 687: 7.868119201908821e-05
Position 2985: 7.538219654590785e-05
Position 789: 7.40347166736601e-05
Position 93: 7.084769874569381e-05
Position 4416: 6.68188725210497e-05
Position 411: 6.633116539321595e-05
Position 4371: 5.8571555898285546e-05
Position 3074: 5.408248525605524e-05
Position 3654: 4.889960725447334e-05
Position 2003: 4.476482184879219e-05
Position 4212: 4.394760065917448e-05
Position 2382: 3.969669647561387e-05
Position 2524: 3.9349118577208916e-05
Position 3706: 3.168597082866913e-05
Position 2866: 3.0286891488347866e-05
Position 1634: 3.00061119535537e-05
Position 2938: 2.9875862957521184e-05
