Gene = Ecrg4
index = 356
Annotated 5SS: [ 362 6646 8116]
Annotated 3SS: [ 6597  7957 11642]
SMsplice 5SS: [ 362 6665 8116]
SMsplice 3SS: [ 6597  7957 11642]
top_k =  500
Partition function (log Z): -5.143305157112306

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9557979730843914
Position 6665: 0.7292606330747823
Position 8116: 0.4594658132075207
Position 1062: 0.35129688852804364
Position 8981: 0.29852503784231793
Position 8068: 0.2750592798209152
Position 6646: 0.14274249073323161
Position 10426: 0.12361187898623283
Position 8631: 0.09938114971468201
Position 2950: 0.06558099576616026
Position 4342: 0.0601131555091741
Position 6683: 0.04850712115354918
Position 2004: 0.04593767864895789
Position 11411: 0.04506249133338359
Position 508: 0.04137784971692997
Position 10304: 0.03802664820231812
Position 2784: 0.03154801071167494
Position 8627: 0.028325771720189668
Position 9644: 0.027868673246491928
Position 6807: 0.023796432273645418
Position 5585: 0.022021221330808097
Position 11257: 0.02153082520523536
Position 6783: 0.020899686706124434
Position 4428: 0.020852127105919625
Position 3650: 0.01946014124356645
Position 1935: 0.01752847035634882
Position 7391: 0.013984835563378385
Position 10282: 0.010395141155033169
Position 2074: 0.00801014954557017
Position 5016: 0.005283857897456614
Position 2830: 0.0052654891201497
Position 10343: 0.005048729766247052
Position 5459: 0.004859427149095482
Position 179: 0.004337253641114295
Position 8054: 0.003751114372649456
Position 4248: 0.0031666302150199378
Position 9017: 0.0025215490304609308
Position 11008: 0.0024016394412641694
Position 11390: 0.002069372699693304
Position 6534: 0.00184668570836535
Position 8985: 0.001410129766655941
Position 9104: 0.0013302658563956247
Position 5388: 0.0012964947394326662
Position 8079: 0.0010942426350898527
Position 9855: 0.0005641454571730168
Position 9771: 0.0005265846538476344
Position 599: 0.00046547655820903616
Position 167: 0.0002363070973933616
Position 1705: 0.0002072782369752097
Position 846: 0.0001852750493436482
Position 112: 0.00016842181714322042
Position 122: 0.00016042423796965453
Position 1055: 0.0001487614845479861
Position 1406: 0.00014705580006371883
Position 1289: 0.00014127805494267064
Position 183: 0.0001365838685868106
Position 27: 0.00011127067626766978
Position 1480: 8.006744935745616e-05
Position 1880: 6.344857586304366e-05
Position 423: 5.839184781980228e-05
Position 396: 5.052469052400962e-05
Position 659: 4.378443733735206e-05
Position 780: 4.022654093709337e-05
Position 539: 3.861839210732664e-05
Position 2770: 3.7272058393149675e-05
Position 2352: 3.628084634807197e-05
Position 1687: 3.4573110387201844e-05
Position 2494: 2.8723973160989915e-05
Position 804: 2.7772463131786672e-05
Position 17: 2.4924848287625182e-05
Position 356: 2.3623572687295644e-05
Position 114: 2.216090982014506e-05
Position 1228: 2.086313776528606e-05
Position 493: 1.632355801964807e-05
Position 1861: 1.2883693418239973e-05
Position 978: 1.2304798491257516e-05
Position 488: 1.0472696177704637e-05
Position 277: 1.0323870163569202e-05
Position 1527: 1.0277926048121934e-05
Position 459: 9.38250000292463e-06
Position 1093: 8.831100685018702e-06
Position 1503: 7.696755631132393e-06
Position 387: 6.031474885155261e-06
Position 1356: 5.621544967226351e-06
