Gene = Gtf2h1
index = 525
Annotated 5SS: [  186  5738  7907  9021 10727 12584 12777 16457 16647 18102 19315 20372
 20910 23112]
Annotated 3SS: [ 5568  7713  8857 10632 12433 12696 16328 16558 18012 19196 20280 20793
 23018 26719]
SMsplice 5SS: [  186  5738  7907 10727 12584 12777 16647 18102 19315 20372 21016 23112]
SMsplice 3SS: [ 5568  7807 10632 12521 12696 16558 18012 19196 20280 20793 23018 26719]
top_k =  500
Partition function (log Z): 15.666888480387348

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9967027014148431
Position 7907: 0.9926778045219102
Position 12584: 0.9688605301766708
Position 18102: 0.9642956417479445
Position 23112: 0.9576456700965472
Position 10727: 0.9299232413992212
Position 12777: 0.9221056526004032
Position 20372: 0.9103657021075606
Position 16647: 0.9087243578786733
Position 5738: 0.7443284105030674
Position 19315: 0.5718483839750175
Position 13561: 0.43130555226579165
Position 21016: 0.3345459624287634
Position 20910: 0.32247765605589934
Position 9021: 0.3156471481420195
Position 16982: 0.2780587179140223
Position 8462: 0.2645614667462618
Position 5626: 0.1997419263849083
Position 12017: 0.1731961867847832
Position 10501: 0.15809387550214413
Position 17870: 0.14397659517772846
Position 1363: 0.13485001099036825
Position 3836: 0.12846943578378472
Position 17150: 0.10530640741423712
Position 23250: 0.10322307676171073
Position 16457: 0.10265869670690651
Position 26307: 0.0944772351092476
Position 20959: 0.09235226356410561
Position 12115: 0.08528381518089803
Position 17173: 0.08089865093648754
Position 9967: 0.0777505748529669
Position 11916: 0.058699425013416864
Position 16582: 0.05251766750776461
Position 21045: 0.051534409445472926
Position 26827: 0.044114015256913594
Position 8418: 0.04388821750906629
Position 13390: 0.03958416369998186
Position 4793: 0.0362853343149663
Position 23293: 0.03579333620935653
Position 4047: 0.034991846620565925
Position 14699: 0.033432075185292696
Position 20562: 0.03031769129437264
Position 7595: 0.030285877709791558
Position 13947: 0.021473932470404727
Position 20834: 0.02100276625379667
Position 3604: 0.018067813782165747
Position 13435: 0.015156785180153209
Position 661: 0.014884978063207318
Position 20379: 0.01446501975602102
Position 434: 0.014422367466898478
Position 15684: 0.01160533807506948
Position 2769: 0.011197964921474395
Position 344: 0.010784964937628818
Position 18171: 0.009731358620397233
Position 20415: 0.009313747531136228
Position 17883: 0.009072481429157163
Position 8817: 0.009010293336209063
Position 12050: 0.00821087512352458
Position 13411: 0.008067353151632813
Position 16409: 0.008026417233536207
Position 4043: 0.00790648323799802
Position 23595: 0.007883343318771137
Position 11164: 0.006760669807736581
Position 14953: 0.006080642585866387
Position 20251: 0.006039094994005175
Position 5721: 0.005786479746195655
Position 15570: 0.005721030580788437
Position 26225: 0.005590079052080613
Position 19370: 0.005012760502910449
Position 9001: 0.00455320552177765
Position 17860: 0.004526300558632696
Position 2824: 0.004470674823678122
Position 19367: 0.004387941932711707
Position 20596: 0.0040636200025100985
Position 23922: 0.0038755466280290685
Position 25499: 0.003453693560644941
Position 11780: 0.003369886257423476
Position 20945: 0.003151314075957388
Position 900: 0.0031145222410090857
Position 16692: 0.002984913681794436
Position 26817: 0.0029580902787889832
Position 1164: 0.002807376012243335
Position 812: 0.0027671124390776566
Position 467: 0.002719019157798228
Position 20483: 0.0027148804909873344
Position 13351: 0.002645097537929128
Position 6425: 0.002485186972042987
Position 15626: 0.002483534216392289
Position 7074: 0.0023953086538722104
Position 4446: 0.002306549472586469
Position 5161: 0.0021882252470843988
Position 3794: 0.002175804172419182
Position 7366: 0.0021181844462858134
Position 8237: 0.002076398280226068
Position 26723: 0.0019951470802656705
Position 2776: 0.0019615635954173555
Position 818: 0.001801809558975556
Position 8125: 0.0017529626694760868
Position 1375: 0.001735384622973484
Position 11587: 0.0017069362934534528
Position 13618: 0.001608465243185443
Position 20883: 0.0014724452869156258
Position 20923: 0.001440790444935273
Position 19703: 0.0013290068104269417
Position 3516: 0.0012275141467141721
Position 10781: 0.0012014421883891969
Position 13570: 0.0010719683180705208
Position 17225: 0.0010632960654007842
Position 26832: 0.0009773728657700438
Position 25011: 0.0009770752327040225
Position 8195: 0.0008831173086019691
Position 20365: 0.0006697801224666855
Position 20996: 0.0005836732208741082
Position 20870: 0.0005136832701546415
Position 23797: 0.0005109370478904715
Position 25035: 0.000472871740695676
Position 10997: 0.0004255358405942705
Position 10226: 0.0004166220273529415
Position 8135: 0.0002458029285303223
Position 3445: 0.0002452323079960743
Position 110: 0.00019755081746801635
Position 20606: 0.00015484623869219523
Position 966: 0.00014630713057792335
Position 20376: 0.00014408451416903116
Position 20580: 0.00014299747332177396
Position 20544: 0.00014176018947048701
Position 2982: 0.00013951856975484607
Position 20520: 0.0001227321159616433
Position 172: 0.00011970235994772607
Position 778: 0.00011576928690073792
Position 1025: 9.89434108291271e-05
Position 8059: 9.563722569148592e-05
Position 503: 8.88726371230738e-05
Position 23096: 8.132868999550708e-05
Position 12928: 8.014260075706004e-05
Position 13589: 7.85755257210994e-05
Position 886: 6.229512229497166e-05
Position 312: 4.933904824368239e-05
Position 909: 4.83092940858624e-05
Position 13646: 4.786514729504505e-05
Position 1136: 3.660880578112855e-05
Position 381: 3.510020353690421e-05
Position 25049: 3.208510663371335e-05
Position 13760: 3.108515133046097e-05
Position 8187: 3.054418080442363e-05
Position 190: 2.8034171708083746e-05
Position 1140: 2.5986481045995882e-05
Position 1528: 2.3760988904550017e-05
Position 282: 2.2823009622548013e-05
Position 209: 2.2263374482773547e-05
Position 635: 2.188441701316722e-05
Position 1182: 2.1035018900848376e-05
Position 13067: 2.0074417014599526e-05
Position 3334: 1.8330386925204495e-05
Position 3325: 1.733336396210865e-05
Position 1085: 1.6065319677543662e-05
Position 3322: 1.5427846376359264e-05
Position 3475: 1.505047555454947e-05
Position 665: 1.4791692024990481e-05
Position 3685: 1.4248963036668355e-05
Position 12956: 1.3667027072179955e-05
Position 512: 1.3284713258388616e-05
Position 640: 1.2835927708272573e-05
Position 630: 1.1672006865112134e-05
Position 889: 1.1410472362064896e-05
Position 858: 8.547031171659222e-06
Position 13237: 7.977620877892217e-06
Position 891: 6.240717222489422e-06
Position 8099: 4.159482114826972e-06
Position 13108: 4.0998956676100145e-06
Position 13004: 3.3789293677987363e-06
Position 23379: 2.760163550807168e-06
Position 227: 1.978563918625058e-06
Position 7865: 1.585133228236444e-06
Position 7966: 1.5597355215357258e-06
Position 7070: 9.204025330012441e-07
Position 5655: 9.051175630986378e-07
Position 85: 6.088582773819284e-07
Position 61: 2.7670014529982603e-07
Position 99: 2.699979376224826e-07
Position 279: 2.4310847482230084e-07
Position 5933: 1.264876288856578e-07
Position 276: 7.219334653043252e-08
Position 220: 2.2043836963387642e-08
Position 307: 1.0949540801400325e-08
Position 3: 7.131752045251689e-09
Position 309: 3.066644049075596e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 23018: 0.9861462834814712
Position 16558: 0.9555742541559965
Position 20280: 0.9553541777009953
Position 10632: 0.8736272492454581
Position 18012: 0.8421400649446156
Position 12696: 0.8401484748910448
Position 20793: 0.8231802796937081
Position 26719: 0.8063438097822081
Position 5568: 0.7590408440848432
Position 12521: 0.532052944480792
Position 19196: 0.47565715526673225
Position 12433: 0.36149953623878606
Position 7807: 0.3156631555443418
Position 13471: 0.31426580633720075
Position 8857: 0.2811340274772331
Position 7773: 0.27123257018023267
Position 7713: 0.2571767899949069
Position 16730: 0.24249873938740232
Position 8311: 0.2372009395588332
Position 11821: 0.21488918711631896
Position 17060: 0.18478719695635956
Position 10417: 0.18013779155337248
Position 23198: 0.1561666584719774
Position 17744: 0.15260865693088796
Position 5515: 0.1284112709300756
Position 17975: 0.1278833799528905
Position 1293: 0.12487989986142635
Position 13309: 0.12033493766569256
Position 16328: 0.11788272167749088
Position 11943: 0.10889544351998381
Position 7658: 0.10415254409380999
Position 3553: 0.09453819442958832
Position 19224: 0.08013431763839515
Position 12720: 0.07348920634397882
Position 13513: 0.059312681891710684
Position 26109: 0.05705028111607276
Position 12504: 0.054811227831169373
Position 9812: 0.05325241952263262
Position 24875: 0.04357122333389595
Position 3595: 0.04115507622468454
Position 5578: 0.03970087797807971
Position 14601: 0.03755880450422385
Position 26158: 0.03510424311430823
Position 4676: 0.03458419086439266
Position 8355: 0.033962806805356294
Position 3934: 0.03268647403309506
Position 23454: 0.027681651722469072
Position 12475: 0.02401063167360298
Position 16782: 0.023377952264833864
Position 26256: 0.02326794174000227
Position 8058: 0.02109884459999872
Position 13813: 0.02098631720332014
Position 299: 0.02032154936834436
Position 8795: 0.020222176538468983
Position 15486: 0.019809902872250217
Position 25198: 0.018887443885005815
Position 7502: 0.017693119027164646
Position 19271: 0.017414077217611904
Position 27673: 0.017285329064814607
Position 20101: 0.015892836311160577
Position 9911: 0.015618092034198514
Position 23720: 0.01556657835973956
Position 5599: 0.015502921904714088
Position 10363: 0.015029205129175539
Position 7696: 0.014371186450745276
Position 10567: 0.013252593600354221
Position 26917: 0.01282221966158197
Position 8326: 0.011642824810192652
Position 7815: 0.01066167900911675
Position 26424: 0.010165436143011726
Position 2610: 0.009894210962655739
Position 7757: 0.009588616292555207
Position 8732: 0.009454250429802531
Position 7482: 0.009304345546211594
Position 3890: 0.007517501107489633
Position 10505: 0.007171719561394143
Position 16495: 0.007033672463169776
Position 19233: 0.006960094899621299
Position 17711: 0.006911686939493907
Position 26936: 0.00663494315201687
Position 3259: 0.006351163182525343
Position 27242: 0.006171315902421062
Position 24834: 0.006170210442591705
Position 9863: 0.005998390374936189
Position 1244: 0.00563042157410098
Position 509: 0.00561595233329274
Position 8627: 0.005457601436213825
Position 8307: 0.0051312959646062
Position 2624: 0.005090507530694483
Position 20487: 0.0049231207998122846
Position 27332: 0.004821825298116266
Position 8898: 0.004333705257636136
Position 1109: 0.004231398652627734
Position 24356: 0.00418806916785479
Position 373: 0.003927881355859788
Position 3644: 0.003920142083498496
Position 7456: 0.0038705877937678097
Position 25758: 0.003845036331896588
Position 20747: 0.0038404491631643606
Position 279: 0.0037658589089889123
Position 10938: 0.0037471341824557953
Position 27316: 0.0037379715016549247
Position 8169: 0.003650609092587906
Position 7586: 0.003639555311562136
Position 13434: 0.003603145065267442
Position 5625: 0.0033448557658832794
Position 7619: 0.0033028423901249435
Position 25844: 0.0031469344643374982
Position 8967: 0.003121287670327798
Position 787: 0.0029797378458073184
Position 23357: 0.0027134669776799967
Position 20901: 0.0026888188726068105
Position 256: 0.0026247464689970724
Position 689: 0.002499938817921669
Position 9764: 0.0024597776526995604
Position 16762: 0.002356628300641061
Position 5602: 0.002260911675423645
Position 16736: 0.002199856164431227
Position 8710: 0.0021817126975886736
Position 11038: 0.002159608634328898
Position 471: 0.002065883420095942
Position 2666: 0.0020518468170573263
Position 12451: 0.00201959046741689
Position 16755: 0.0019789679198210708
Position 11649: 0.001963692900958939
Position 14783: 0.0019539132669352294
Position 3766: 0.001949386418017506
Position 3715: 0.0018310382497464096
Position 24594: 0.0017946348245962331
Position 13284: 0.00177231625480248
Position 755: 0.0017417051548780397
Position 7162: 0.001731300454470787
Position 12741: 0.0017196291904259461
Position 3984: 0.0016892503701243422
Position 1335: 0.0016865784946967222
Position 6177: 0.0016754792370926078
Position 18043: 0.0016600311784313736
Position 5622: 0.0015960394127163835
Position 7853: 0.0015207889557358658
Position 22972: 0.0015162171138781277
Position 11840: 0.0014777363058475395
Position 24565: 0.0014681585725241308
Position 4310: 0.0014578273905959183
Position 11616: 0.0014061933564645376
Position 6856: 0.0013934050709530313
Position 24788: 0.001385418470147942
Position 26223: 0.0013734989030240639
Position 5026: 0.0013648090035251444
Position 1033: 0.0012954445055118563
Position 16834: 0.0012926401079396681
Position 24706: 0.0012689622568091792
Position 17040: 0.0012564959407374162
Position 8800: 0.001227914850650058
Position 20415: 0.0012174278129025624
Position 9012: 0.0011199153370082561
Position 1311: 0.001101238272520256
Position 26826: 0.0010521355667111659
Position 380: 0.0010263487658377281
Position 3959: 0.001005104347854891
Position 6906: 0.0010028239854521783
Position 4489: 0.001002336622049856
Position 512: 0.0009795627663148636
Position 10865: 0.0008659295476090685
Position 20134: 0.0008639981430302085
Position 4303: 0.0008487220819905503
Position 8809: 0.0008274342358354082
Position 5030: 0.0008234162435592545
Position 11445: 0.0008175618586185498
Position 7594: 0.0007890465101761544
Position 23901: 0.0007356262682047351
Position 19110: 0.0007021044776943703
Position 4686: 0.0006988068285237349
Position 19548: 0.0006765009724485048
Position 19504: 0.0006525058379784364
Position 12559: 0.0006514007220501594
Position 6196: 0.0006439829258517537
Position 795: 0.0006332143181468809
Position 24155: 0.0005863932508335188
Position 8360: 0.0005741013371504046
Position 3616: 0.0005090955196395499
Position 13788: 0.00045775316882888564
Position 9883: 0.00042189526850003464
Position 17857: 0.0003985575875412662
Position 7312: 0.0003868839918150248
Position 18961: 0.0003808852784962884
Position 24385: 0.0003381124040349665
Position 2589: 0.000338046443583409
Position 2522: 0.00029392932527075804
Position 11264: 0.0002823221981930896
Position 7984: 0.0002765026897453136
Position 11488: 0.00025710138488142277
Position 12314: 0.0002291249142682741
Position 10917: 0.00021567660034549184
Position 20566: 0.00021178567092782638
Position 12650: 0.00020099202555932526
Position 13322: 0.0001950874168193987
Position 11508: 0.00019236496294696697
Position 12723: 0.00019039448393932335
Position 1006: 0.00018043719435268123
Position 698: 0.00018020839006461516
Position 6324: 0.00016572480909862467
