Gene = Mad1l1
index = 656
Annotated 5SS: [    46   6563  10958  13962  17980  18638  21119  21338  25766  60055
 127639 177633 188784 204316 216038 232923 255739]
Annotated 3SS: [  6399  10816  13781  17854  18555  20987  21222  25703  59967 127493
 177491 188726 204226 215946 232714 255547 312277]
SMsplice 5SS: [    46   6563  10958  13962  17980  18638  21119  21338  25766  30236
  31857  60055  69599 127639 139368 141849 142164 159008 168556 170589
 177633 180188 188784 204316 209634 211921 216038 226075 226274 232923
 233368 240644 243804 250856 255739 284202 298667 305013 308799 310158]
SMsplice 3SS: [  6399  10748  13781  17854  18555  20987  21222  25661  30126  31632
  59967  69521 127493 139277 141754 141984 158890 168475 170500 177491
 180072 188726 204226 209513 211780 215946 225990 226177 232714 233279
 240511 243684 250767 255547 284092 298613 304921 308673 310067 312277]
top_k =  500
Partition function (log Z): -143.47417988044748

Sorted 5' Splice Sites (High to Low Probability):
Position 6563: 0.9991666006606319
Position 21119: 0.9883124724668982
Position 13962: 0.9852992151213337
Position 17980: 0.9826506041668688
Position 21338: 0.9125944189675141
Position 31857: 0.8944241256056945
Position 18638: 0.8915870142161192
Position 10958: 0.874127637268404
Position 46: 0.8598621609140551
Position 25766: 0.7169313261943392
Position 30236: 0.6642500241457358
Position 14985: 0.4385142945322978
Position 18806: 0.4253440466980118
Position 13581: 0.42472253872830645
Position 4418: 0.30907829497997114
Position 414: 0.3072990775610538
Position 8063: 0.30059021292146376
Position 25770: 0.2684144888597921
Position 1569: 0.2502475711716391
Position 15499: 0.24386948097536443
Position 15561: 0.2381243457101796
Position 2881: 0.22241781486335976
Position 2869: 0.18780647718209775
Position 2112: 0.18102056383825382
Position 11764: 0.11574346618148842
Position 24520: 0.10656435154051111
Position 3698: 0.10630861316350587
Position 7383: 0.10500783930634378
Position 29797: 0.0912634456165866
Position 21349: 0.0874031474927289
Position 9235: 0.07904842651647499
Position 15032: 0.0783668703636427
Position 11768: 0.07779535549118606
Position 12635: 0.07027978512971834
Position 15177: 0.067962924772105
Position 2997: 0.06684112407021009
Position 25192: 0.051561781554341705
Position 8260: 0.04454071255123755
Position 15147: 0.043440393889300634
Position 987: 0.04298699480472468
Position 1307: 0.0388335901150161
Position 13524: 0.034728476104560535
Position 1210: 0.033937334930213545
Position 3565: 0.03093369323631697
Position 14630: 0.027082448452552744
Position 31414: 0.024799041861333235
Position 8316: 0.02427447121936957
Position 18444: 0.02314412536209453
Position 13676: 0.022352719222909993
Position 3067: 0.020659168997085354
Position 2217: 0.01881078071550104
Position 16831: 0.014574251882856073
Position 14005: 0.01442683759507932
Position 30260: 0.013776711458566324
Position 26163: 0.012311801100161467
Position 16777: 0.011927553087435774
Position 21079: 0.01134725951141118
Position 16791: 0.010669747872955266
Position 30571: 0.008731018623637005
Position 1718: 0.008636011005040814
Position 15326: 0.008215001918945175
Position 19783: 0.007934653255441305
Position 12131: 0.007798956321920682
Position 105: 0.007130160633436122
Position 17915: 0.006952849569325181
Position 6079: 0.006121050019400937
Position 13202: 0.006111691689360557
Position 29739: 0.0060679885694856425
Position 34945: 0.006052107906968908
Position 15895: 0.005992396407852034
Position 2860: 0.005862398717476163
Position 15198: 0.004957834743042987
Position 164: 0.004811573966963619
Position 4031: 0.004612363503334712
Position 32295: 0.004201519767255925
Position 31769: 0.004072248312045958
Position 14788: 0.0026813188511046644
Position 160: 0.0026029741189803317
Position 19056: 0.0025422425155528427
Position 1091: 0.0024196081951804137
Position 3364: 0.0022836171412496426
Position 12348: 0.0020212950346651156
Position 18684: 0.001838511824271507
Position 2130: 0.0017522864137054397
Position 11077: 0.0016325953077400836
Position 7052: 0.0015339556832435072
Position 18248: 0.0013610008697774586
Position 14957: 0.001253148684816785
Position 12440: 0.0010105009452414187
Position 18478: 0.0009079074969704731
Position 363: 0.0008878467677319975
Position 18054: 0.0008856425803871614
Position 1079: 0.0008783662441168294
Position 11466: 0.0006961179473519668
Position 6979: 0.0006637448734371396
Position 18818: 0.0006098376237432669
Position 19074: 0.0005726824407830273
Position 18074: 0.0005364531665396048
Position 20357: 0.0004998669979774187
Position 387: 0.000499428050172256
Position 169: 0.00045636672434346795
Position 766: 0.0004428947889399191
Position 20381: 0.000420955165475611
Position 351: 0.00033187157744882933
Position 192: 0.00031142835280462654
Position 640: 0.00030969859291312784
Position 17921: 0.0002929275909889549
Position 355: 0.00023201658390054983
Position 228: 0.00018904397225154082
Position 1820: 0.00018183016834579337
Position 21154: 0.00016079101072725548
Position 1585: 0.00014634123067779707
Position 14515: 0.00014248034367431774
Position 21150: 0.00011306524847745433
Position 6544: 0.00010931979918909462
Position 1200: 0.00010120882613603513
Position 241: 0.00010067559165013261
Position 7056: 0.0001005011682756402
Position 7009: 9.959743711576764e-05
Position 18659: 7.854917884181679e-05
Position 13911: 6.367681251093695e-05
Position 7984: 4.592195275172635e-05
Position 15064: 4.2344459956974295e-05
Position 58: 4.010499202245283e-05
Position 201: 2.043781255743292e-05
Position 263: 1.61948063041429e-05
Position 129: 1.383693785711844e-05
Position 324: 1.248796281416673e-05
Position 444: 1.180049601839273e-05
Position 21033: 9.172405809736414e-06
Position 345: 5.126517803268058e-06
Position 21047: 1.8447070715147477e-06
Position 243: 1.4343355439639189e-06
Position 450: 1.3021507709755206e-06
Position 452: 1.2177872622149954e-06
Position 448: 1.132789208101888e-06
Position 454: 1.0105312549136417e-06
Position 199: 6.053240811286971e-07
Position 446: 2.7863080545728435e-07
Position 4316: 2.69385256728278e-07
Position 456: 2.1767069157206668e-07
Position 604: 2.056025846624928e-07
Position 432: 1.3293349042065408e-07
Position 367: 8.93861094594285e-08
Position 314: 7.802142990274802e-08
Position 458: 1.064252662791664e-08
Position 425: 9.377372510585854e-09
Position 460: 6.592912539199631e-09
Position 462: 6.0983739667932425e-09
Position 464: 5.672880772824723e-09
Position 401: 4.80640906698951e-09
Position 466: 4.633069112157217e-09
Position 602: 2.208536700669706e-09
Position 634: 1.0661543996349179e-09
Position 395: 6.46621180039611e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21222: 0.9931581104976935
Position 13781: 0.9918644816469935
Position 17854: 0.9913184770740987
Position 20987: 0.9830493469738945
Position 6399: 0.9776517485267764
Position 18555: 0.9610954371302761
Position 25661: 0.8995702733305491
Position 10748: 0.7938864462071494
Position 31632: 0.7313398372822817
Position 41322: 0.7030462671198631
Position 30126: 0.6789255158980803
Position 14882: 0.490099398944465
Position 2779: 0.35804511709834946
Position 18724: 0.32515221335237765
Position 13471: 0.3134471161779095
Position 4319: 0.30907829497997247
Position 7881: 0.24856577197489035
Position 1993: 0.18460297748162707
Position 254: 0.18335950736570644
Position 15236: 0.16927233090629304
Position 13430: 0.16835661787787504
Position 11595: 0.14996045630469274
Position 31687: 0.14094043778669527
Position 3490: 0.13190053911139216
Position 1470: 0.11176885008391464
Position 15397: 0.1026619318456252
Position 15058: 0.09903759407821444
Position 15358: 0.09898330931692739
Position 31824: 0.09278334692690163
Position 7291: 0.08356626416125917
Position 1443: 0.07762454720492691
Position 29652: 0.07197141556451392
Position 8139: 0.05957028456819078
Position 2714: 0.05931799873346147
Position 25703: 0.0527444823289394
Position 24254: 0.05123168022116454
Position 9180: 0.048725930380730996
Position 15265: 0.04780557056164215
Position 32214: 0.047217513884424696
Position 35628: 0.04442268077553938
Position 2986: 0.0440134522621208
Position 24412: 0.04296376362568822
Position 34681: 0.03785195207509095
Position 15461: 0.03724994274418324
Position 16716: 0.03717155284324743
Position 37155: 0.03514851195449338
Position 10816: 0.03403589363426499
Position 1164: 0.03392306716191827
Position 12504: 0.0332620049586067
Position 25145: 0.033153314524698746
Position 25610: 0.03311421579522415
Position 1396: 0.03194708675951494
Position 10693: 0.029930149678818924
Position 7904: 0.0288969146732835
Position 29738: 0.02667825660877338
Position 31265: 0.02573867112269989
Position 18777: 0.025126557078101533
Position 14624: 0.024657340956603855
Position 1413: 0.023097700651719483
Position 6402: 0.02162417193304054
Position 7294: 0.0213049770934508
Position 34734: 0.02047499551058216
Position 18340: 0.01990587735480734
Position 15061: 0.018220160807210298
Position 904: 0.01816758946119853
Position 14452: 0.01806094725491437
Position 10677: 0.01790774305590763
Position 15101: 0.01767154918100071
Position 1010: 0.017521430837769438
Position 11598: 0.017256150655484876
Position 12347: 0.0171078522200322
Position 34712: 0.016696509367934535
Position 32398: 0.01609478107166531
Position 9034: 0.014881684767771087
Position 15400: 0.014656591031540787
Position 24876: 0.013033257106115354
Position 20937: 0.012568647084053482
Position 24305: 0.01238899818632007
Position 12535: 0.012291887219797858
Position 11669: 0.012224491057588481
Position 8991: 0.01214629214766424
Position 1137: 0.011785477683051108
Position 2927: 0.011324526138480792
