Gene = Haus3
index = 532
Annotated 5SS: [ 138 2123 3612 6005]
Annotated 3SS: [ 1083  3171  5775 15420]
SMsplice 5SS: [ 138 2123 6005]
SMsplice 3SS: [ 1937  5775 15420]
top_k =  500
Partition function (log Z): -5.249316381214145

Sorted 5' Splice Sites (High to Low Probability):
Position 6005: 0.9964108456205861
Position 2123: 0.6740666898127631
Position 138: 0.668297638814796
Position 277: 0.20059619127966605
Position 757: 0.16483724557682236
Position 3612: 0.14730543782226177
Position 14310: 0.07016818644182896
Position 149: 0.04725212493777424
Position 3280: 0.035014549698985487
Position 13082: 0.029704617419356774
Position 3375: 0.02448421059906056
Position 9995: 0.019835573413091313
Position 14218: 0.017781511425554862
Position 10989: 0.013455304170863283
Position 265: 0.011258874666606926
Position 4567: 0.011105700951751465
Position 75: 0.00934609623608569
Position 4514: 0.008502157865894939
Position 11477: 0.008361560893261939
Position 2058: 0.007443643316493001
Position 2758: 0.007322515187776346
Position 14720: 0.005602370470360388
Position 11494: 0.004790487457301399
Position 5179: 0.0038990363300650194
Position 5152: 0.0038845121321883346
Position 5341: 0.0035311673543877292
Position 3616: 0.003239674847975175
Position 10980: 0.002841397376665675
Position 3218: 0.002829725895426151
Position 11482: 0.0024812918386192036
Position 233: 0.0024711900143213525
Position 302: 0.002340445482086652
Position 212: 0.002139218250941427
Position 9181: 0.00190772586321168
Position 97: 0.0018266414753951336
Position 7057: 0.0016780845366530708
Position 1133: 0.0016082078669340596
Position 6673: 0.001545532081899314
Position 6226: 0.001448202990892255
Position 3316: 0.001298307685495455
Position 629: 0.0010942417838804492
Position 421: 0.0010854703971458976
Position 5968: 0.0009659544294960815
Position 55: 0.0009018029760229594
Position 5897: 0.0008745989168098342
Position 4597: 0.0008641573786098293
Position 2574: 0.0008380544270669888
Position 1352: 0.0007727641585990976
Position 3313: 0.0007277429709749452
Position 5355: 0.0006646772156890796
Position 306: 0.0006411900330845424
Position 5159: 0.0006330858357038283
Position 1701: 0.0005732075206511069
Position 3908: 0.0005566798922805893
Position 3985: 0.0004900394117256437
Position 2592: 0.000341858489760657
Position 3265: 0.00031317212737602055
Position 969: 0.00030323765979664764
Position 993: 0.0002943474998758699
Position 574: 0.00027557024202935824
Position 2079: 0.0002479422348535747
Position 2074: 0.0002457523743052853
Position 2019: 0.0002220689783040266
Position 726: 0.00021140067697779784
Position 2155: 0.00018895736096511445
Position 529: 6.214666427375126e-05
Position 2479: 5.118102703838715e-05
Position 580: 2.7452374123490452e-05
Position 990: 2.6241515534079715e-05
Position 235: 2.554402352276722e-05
Position 61: 2.043376989091771e-05
Position 118: 1.871533334873125e-05
Position 589: 1.6901174976466218e-05
Position 2692: 1.5988896800759088e-05
Position 366: 1.4415669029706574e-05
Position 288: 1.3571280148253378e-05
Position 563: 1.3276543728296667e-05
Position 568: 1.3194998900603923e-05
Position 44: 1.0981511828226073e-05
Position 160: 7.576932324932415e-06
Position 5876: 6.548955077792723e-06
Position 2603: 6.068228805165396e-06
Position 41: 5.246358295071121e-06
Position 577: 4.252672592237655e-06
Position 281: 3.911655482013878e-06
Position 153: 3.773547235768173e-06
Position 4545: 3.671263500390769e-06
Position 4698: 3.496476152920058e-06
Position 6208: 1.1177467516769072e-06
Position 816: 2.3759906954278252e-07
Position 830: 1.1167966705787375e-07
Position 677: 4.4292020219655764e-08
Position 144: 2.2313938328289232e-08
Position 392: 1.1617635252302344e-08
Position 651: 3.5034132711269503e-09
Position 737: 2.6722076708445613e-09
Position 256: 1.602703763022233e-11
Position 429: 9.372644838723131e-12
Position 437: 7.536132939501597e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5775: 0.9978323269498311
Position 15420: 0.8481463968111526
Position 1937: 0.5629961528432207
Position 3171: 0.15262861628737368
Position 672: 0.09728792918127381
Position 14099: 0.0479314000363248
Position 14209: 0.04547338409302384
Position 15368: 0.03699785865089138
Position 1804: 0.03103891058417603
Position 2032: 0.02927163725269275
Position 3339: 0.02680184012112568
Position 10861: 0.024337528005442893
Position 13013: 0.02079712141139116
Position 4455: 0.019840588505345046
Position 1885: 0.017990416170542065
Position 1980: 0.016393998351597508
Position 3525: 0.015445419181353047
Position 9795: 0.013615786862992169
Position 5057: 0.012727158376230589
Position 11362: 0.011970764977225323
Position 1970: 0.011923674713542049
Position 12861: 0.011832506774946577
Position 3500: 0.009143982704332733
Position 3478: 0.008591672385761646
Position 14854: 0.008233605193224773
Position 11350: 0.007699909172057889
Position 9870: 0.007346402136929686
Position 8241: 0.006418861565995323
Position 14573: 0.006253697983922372
Position 2038: 0.006085345953237063
Position 2453: 0.005671388158858181
Position 10360: 0.0046350338107579775
Position 689: 0.004612814182728213
Position 13943: 0.004559604850351778
Position 11777: 0.00424724351404431
Position 11858: 0.004178384191190954
Position 1755: 0.004176670614204352
Position 6139: 0.003561054354623825
Position 12442: 0.003529241055711107
Position 6528: 0.0029315987719064646
Position 9814: 0.0027523748458046994
Position 2662: 0.002428362359785499
Position 446: 0.0023119037970129805
Position 498: 0.0023113473062187245
Position 13184: 0.0022545850733370013
Position 12900: 0.002168277098304272
Position 10322: 0.00213366809594796
Position 13599: 0.0020735557562371458
Position 539: 0.0020647328923254185
Position 13480: 0.002022346017727689
Position 1770: 0.001962165110734186
Position 10792: 0.0017884515873912762
Position 5792: 0.0017800400739375023
Position 9569: 0.0017206460046587308
Position 10686: 0.0017181569514579215
Position 6998: 0.001714575180245408
Position 10497: 0.0017131703758839821
Position 10988: 0.0017072061878467242
Position 476: 0.0017000551311914319
Position 9341: 0.0016924572029408315
Position 563: 0.0016421772283085197
Position 12194: 0.0015944519700335465
Position 959: 0.0015797519468318064
Position 9147: 0.0015074118414789845
Position 13110: 0.0013970752679444555
Position 12344: 0.0013475532368846148
Position 3783: 0.0010467193040062314
Position 8425: 0.00100083025231482
Position 14958: 0.000982384650423313
Position 3426: 0.0009577106630753341
Position 574: 0.000913508825323583
Position 8166: 0.0008995630873037234
Position 8060: 0.0008934652280571427
