Gene = Triap1
index = 1140
Annotated 5SS: [193]
Annotated 3SS: [1449]
SMsplice 5SS: [193]
SMsplice 3SS: [1449]
top_k =  500
Partition function (log Z): -6.9515809968212166

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.8571956952838048
Position 1564: 0.4825920208448161
Position 1792: 0.14233849226424286
Position 87: 0.07004613134358964
Position 291: 0.06206878536295057
Position 1559: 0.029867049891816638
Position 862: 0.02967230492875989
Position 1336: 0.013086416080413797
Position 943: 0.010612373143218737
Position 183: 0.009567836837300973
Position 1800: 0.009478777098347447
Position 1036: 0.007695978745572866
Position 1787: 0.006380105332713717
Position 1752: 0.00530044231034284
Position 1133: 0.003184552835919441
Position 111: 0.0031843186526900884
Position 1630: 0.003027736874917939
Position 648: 0.002669332568795682
Position 496: 0.0021822877689137523
Position 805: 0.0019122818633733492
Position 259: 0.001093786441606181
Position 2196: 0.0010356820294877315
Position 1733: 0.0008887076281076861
Position 2160: 0.0007322262804901994
Position 1773: 0.0006556549291379213
Position 1841: 0.0005845769434346836
Position 414: 0.0005198184052164675
Position 310: 0.0005127161843453
Position 1584: 0.0004875870531164907
Position 1242: 0.0002457241356783496
Position 2039: 0.00024315376494261624
Position 1874: 0.00023712673163015825
Position 1046: 0.00021652158072330731
Position 197: 0.0001228299470685393
Position 1739: 0.00011733102874361535
Position 123: 8.892811551578827e-05
Position 642: 7.882490146679085e-05
Position 1356: 7.740227813935661e-05
Position 96: 6.060891693644196e-05
Position 1015: 5.7260164774079754e-05
Position 381: 3.2821136598842057e-05
Position 661: 3.096050268077858e-05
Position 368: 3.077418680886904e-05
Position 55: 3.055264872430426e-05
Position 318: 2.9341574514933554e-05
Position 936: 2.284046656544837e-05
Position 878: 1.8393411540267517e-05
Position 153: 1.725539515407998e-05
Position 535: 1.5651677027711125e-05
Position 580: 1.4919161532309115e-05
Position 933: 1.3294688512166351e-05
Position 1167: 1.0861514706731468e-05
Position 187: 1.0663194877852278e-05
Position 599: 4.1042532446316347e-07
Position 16: 1.5312790985942465e-07
Position 22: 1.184771549254842e-07
Position 1597: 4.158237398098547e-08
Position 362: 2.557051629812316e-08
Position 325: 2.465577414098826e-08
Position 328: 2.265640713392052e-09
Position 400: 1.3828650832001462e-10
Position 432: 1.1437765530905226e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1449: 0.7791069420818958
Position 1650: 0.41550027032275466
Position 1897: 0.29730746092093296
Position 2115: 0.06785111379420364
Position 827: 0.041016887034808165
Position 1669: 0.035878760205433645
Position 1002: 0.010964646046255848
Position 1223: 0.010558582123815241
Position 1453: 0.010447611438763089
Position 1194: 0.00906639109439431
Position 939: 0.008598901546355018
Position 1715: 0.007859648184383608
Position 218: 0.005683896940113074
Position 438: 0.005013943901963117
Position 1698: 0.004996866830932768
Position 183: 0.004786776763005297
Position 2159: 0.004091006935485947
Position 2285: 0.003843550428374311
Position 255: 0.0027410556719207183
Position 1960: 0.0026861225835885212
Position 1763: 0.0024729841525316393
Position 2057: 0.002366967060253114
Position 854: 0.002110328241564295
Position 739: 0.0019441433079903227
Position 2045: 0.0018451125410376206
Position 2066: 0.0017199772258884606
Position 494: 0.0016581611880500165
Position 1483: 0.001574154725764525
Position 180: 0.0014653218397371725
Position 1588: 0.0012630198029577315
Position 308: 0.0010331320688806004
Position 192: 0.0009454542362082492
Position 1804: 0.0009209146335780107
Position 2038: 0.0009165846618021432
Position 1112: 0.000881232357609445
Position 482: 0.0008805110587548781
Position 1629: 0.0007768701308146578
Position 221: 0.0005673652293113526
Position 542: 0.0005031195030576462
Position 1297: 0.0004195471090376658
Position 1149: 0.00040836728711764604
Position 413: 0.0004024097823231988
Position 1552: 0.0003445795332406677
Position 846: 0.00033788100706062097
Position 1428: 0.0003226104736030986
Position 770: 0.00029458071422234984
Position 1256: 0.00028193398103556463
Position 875: 0.00027829148563771847
Position 1347: 0.00026338757092413904
Position 1005: 0.00022872459198471703
Position 578: 0.00021899662931760627
Position 1470: 0.00021388291220980805
Position 959: 0.00019864172609384957
Position 1620: 0.00018078009389710235
Position 1593: 0.0001706592152697261
Position 1132: 0.00015681084764028255
Position 742: 0.00015539031514223088
Position 458: 0.00015120028770710168
Position 1723: 0.00013779246931496173
Position 1811: 0.00013763587642417688
Position 2012: 0.0001260162739597527
Position 1163: 0.00011909725183252075
Position 943: 0.00011251707390225146
Position 452: 0.00010500055537206563
Position 1515: 0.00010052961786837722
Position 506: 9.892429541210586e-05
Position 668: 7.797329486626856e-05
Position 752: 7.473736987331444e-05
Position 777: 7.052487611229502e-05
Position 1461: 6.050036018054341e-05
Position 642: 5.734380707452641e-05
Position 647: 4.2655792593939507e-05
Position 830: 4.1553595077109435e-05
Position 371: 2.317379748268678e-05
Position 861: 2.11205847236955e-05
Position 603: 1.916260554680883e-05
Position 368: 1.4547641301824231e-05
Position 1045: 1.4164008127660044e-05
Position 1411: 1.362168415916685e-05
Position 1361: 1.0848038288384409e-05
Position 197: 1.0363568037272807e-05
Position 1356: 1.0006493561048184e-05
Position 1510: 7.641944327928027e-06
Position 448: 6.939930061361421e-06
Position 525: 6.352059212849967e-06
Position 2008: 6.207697599433563e-07
Position 585: 4.480026093237836e-07
Position 746: 4.10847742840491e-07
Position 779: 3.849820809143646e-07
Position 310: 2.7222752081337e-07
Position 511: 2.060815433920884e-07
Position 1052: 1.845121256704475e-07
Position 123: 1.8115206697377153e-07
Position 1015: 1.5992198630497212e-07
Position 655: 1.548778583887968e-07
Position 496: 1.4767462228150688e-07
Position 515: 5.801158000920922e-08
Position 500: 2.619467190648779e-08
Position 471: 1.7529893965252e-08
Position 133: 1.0818210600922446e-08
Position 318: 4.4667288099823704e-10
Position 120: 6.608424605371185e-11
Position 81: 3.444397893064142e-11
Position 96: 1.3373594684257524e-11
Position 87: 1.486462150622058e-12
