Gene = Zranb2
index = 1208
Annotated 5SS: [  315  2227  2427  3510  6550  7030  7710  9085 10963]
Annotated 3SS: [ 2173  2317  3426  6472  6894  7539  8997 10803 12514]
SMsplice 5SS: [  315  2227  2427  3510  6550  7030  7710  9085 10963]
SMsplice 3SS: [ 2173  2317  3426  6472  6894  7539  8997 10842 12514]
top_k =  500
Partition function (log Z): 7.879580389107405

Sorted 5' Splice Sites (High to Low Probability):
Position 7030: 0.987499852115576
Position 2427: 0.9232939114379958
Position 3510: 0.8832609817698732
Position 10963: 0.8808674316014153
Position 7710: 0.8807787901794951
Position 6550: 0.8748082569072195
Position 2227: 0.6826820336207121
Position 9085: 0.5207394031938116
Position 9094: 0.4773375729015333
Position 2924: 0.3676114694297784
Position 49: 0.3326536921726217
Position 315: 0.3024520163572076
Position 280: 0.2795734730532671
Position 3159: 0.21815315167204463
Position 636: 0.20588877600312688
Position 13608: 0.17132120143352123
Position 10690: 0.14921851394975166
Position 9329: 0.10735488479282378
Position 7984: 0.09834072244477371
Position 140: 0.09346084031152338
Position 6816: 0.08224025401036264
Position 5223: 0.07948297039460524
Position 12686: 0.075782168039453
Position 7466: 0.05361903202026538
Position 7385: 0.04496454109159647
Position 6769: 0.04338664666347046
Position 13808: 0.03855954534668385
Position 7946: 0.036498442906215386
Position 9936: 0.03631682412949325
Position 3179: 0.03221711531814444
Position 9509: 0.03174340911304735
Position 910: 0.03092551512075869
Position 2000: 0.029262011906962926
Position 11990: 0.029217331685046987
Position 7731: 0.021023018928535392
Position 5465: 0.02034845673822403
Position 130: 0.01639396038678402
Position 7965: 0.016362796417069
Position 5798: 0.01508454480589261
Position 2865: 0.010645202675325009
Position 8832: 0.010417185960129163
Position 8725: 0.010394648000108647
Position 5321: 0.009899177532296624
Position 655: 0.00937424785963532
Position 138: 0.009165757902579428
Position 8710: 0.008105165362458738
Position 7969: 0.007668295473374161
Position 4865: 0.007047577777005501
Position 12412: 0.006554188117862555
Position 12744: 0.006196055489213988
Position 1968: 0.005607976245135849
Position 11688: 0.005522078091118329
Position 6640: 0.005372925238278562
Position 1417: 0.005344679406422769
Position 7704: 0.005326799242451321
Position 13761: 0.004550129143194904
Position 914: 0.0044529585889689655
Position 284: 0.004250139950875161
Position 10951: 0.004026365265510702
Position 3269: 0.0035125255109745967
Position 217: 0.003304496238457892
Position 6613: 0.0032063636173651168
Position 2626: 0.003034840928269741
Position 7698: 0.0030070167751807928
Position 6635: 0.002909971241283747
Position 363: 0.0020646223235833653
Position 7662: 0.0020173685754143484
Position 7748: 0.001986509770431654
Position 171: 0.0019133766528879352
Position 12991: 0.0018853501199785324
Position 7994: 0.0018794458861074246
Position 4898: 0.0017711692199569623
Position 7014: 0.001664812196251643
Position 7718: 0.0016538157287971137
Position 9642: 0.0014944286615439092
Position 261: 0.0014452813413250937
Position 2011: 0.0014139247533914438
Position 102: 0.0012754331309265967
Position 357: 0.001227997581076053
Position 1227: 0.001076678333769799
Position 9272: 0.000979209897021762
Position 868: 0.0009445860159837157
Position 9397: 0.0009053123252221249
Position 1450: 0.0008903029962751372
Position 2940: 0.000887268987836974
Position 5282: 0.0007858342281872687
Position 334: 0.000642526776274579
Position 6627: 0.0005538247888144876
Position 6417: 0.0005104493139849444
Position 5149: 0.0005021587326352753
Position 9286: 0.0005003931096614212
Position 2975: 0.00047838286996226327
Position 2564: 0.00046587095441050024
Position 5549: 0.00045165743519191994
Position 3032: 0.00042702695358558967
Position 3038: 0.0003715326731829006
Position 7142: 0.00035078985311605036
Position 1994: 0.0003381450079862296
Position 474: 0.0003303490384746682
Position 694: 0.000320413283038887
Position 1097: 0.00029794749791486663
Position 1876: 0.0002573027346721686
Position 1408: 0.00025403705553992914
Position 9352: 0.0002514370144869135
Position 946: 0.00024312513229828356
Position 2431: 0.00022111885878790892
Position 9072: 0.0002021332735768343
