Gene = Mael
index = 657
Annotated 5SS: [  210   482  1872  3344  4580 12179 12908 13155 32892 33955 36470]
Annotated 3SS: [  388  1771  3187  4537 12053 12852 13012 32828 33821 36393 37008]
SMsplice 5SS: [  210   482  3344  4580 12179 12908 32892 33955 36470]
SMsplice 3SS: [  388  3187  4428 12053 12852 32828 33821 36393 37008]
top_k =  500
Partition function (log Z): -8.827822135569633

Sorted 5' Splice Sites (High to Low Probability):
Position 12908: 0.9979079212818984
Position 210: 0.9800865411999059
Position 482: 0.8471857715640128
Position 3344: 0.8201148978675878
Position 4580: 0.7030115682210529
Position 12179: 0.684739511463195
Position 1872: 0.41475733476774795
Position 20432: 0.28745435291523863
Position 4429: 0.23530668025106685
Position 4600: 0.23208611167511675
Position 19572: 0.17022077530503119
Position 9338: 0.16356462347823905
Position 3308: 0.15638740747230606
Position 18536: 0.1163341459394577
Position 13155: 0.09268846096548679
Position 994: 0.08586293985296747
Position 12189: 0.05831974826749634
Position 591: 0.05014338092252965
Position 11570: 0.04032767982709551
Position 14764: 0.01944738428955286
Position 8405: 0.008716904154414893
Position 4840: 0.005653632418861919
Position 2587: 0.005557433790999554
Position 1863: 0.002873431828807434
Position 3233: 0.00283289688187093
Position 1187: 0.0025121148907781285
Position 998: 0.002461033936651101
Position 16186: 0.002438886262012871
Position 1824: 0.0021971215689711703
Position 247: 0.002119048796921146
Position 369: 0.0016953339895541656
Position 1877: 0.0015196818142447065
Position 1366: 0.0011494932814583138
Position 3727: 0.0010786931515499242
Position 4402: 0.0010630505312574207
Position 4325: 0.0009640436782332115
Position 15782: 0.0008495467345318117
Position 554: 0.0007678605833644848
Position 869: 0.0006785050744215797
Position 4438: 0.0006116342826324172
Position 654: 0.0005951294415958231
Position 1611: 0.0004125040462866033
Position 1252: 0.0003964599680418238
Position 529: 0.0003724418916832952
Position 1941: 0.00033327041888064847
Position 605: 0.00025714149848463336
Position 4488: 0.0002476044374041264
Position 2045: 0.00022644704609135774
Position 1683: 0.00020629555384315512
Position 3427: 0.0001985413439801759
Position 611: 0.00019336089210985328
Position 1033: 0.0001859312941283334
Position 162: 0.0001848637550106092
Position 2155: 0.00017447180605873808
Position 985: 0.00016166204874777193
Position 3632: 0.00014982170992098285
Position 1174: 0.0001476846865966079
Position 1204: 0.00014381781436358164
Position 1269: 0.00013806973688510778
