Gene = Ddias
index = 327
Annotated 5SS: [  107  1486  7677 11923 12848]
Annotated 3SS: [ 1402  7547 11760 12729 13934]
SMsplice 5SS: [  107  1486  6136  7677 11923 12848]
SMsplice 3SS: [ 1402  6048  7547 11760 12729 13934]
top_k =  500
Partition function (log Z): 0.399612693652323

Sorted 5' Splice Sites (High to Low Probability):
Position 11923: 0.9966820111584163
Position 107: 0.9880755460691852
Position 12848: 0.8733966060566282
Position 6136: 0.794686111282236
Position 7677: 0.7729838045922204
Position 1486: 0.6927261978419318
Position 5974: 0.3187197608620157
Position 6802: 0.20614435206039708
Position 7644: 0.1776477834171936
Position 2098: 0.17259008358603006
Position 9570: 0.14927590265344728
Position 12422: 0.1262799737844581
Position 6570: 0.09446768204330099
Position 8860: 0.09392324930912975
Position 3784: 0.08276420574883907
Position 8927: 0.061906679861863316
Position 13993: 0.06017472689273497
Position 9985: 0.051705873141137094
Position 365: 0.04817844956243132
Position 15010: 0.04661691642114363
Position 12584: 0.042658604392241034
Position 7426: 0.03488888100202435
Position 8120: 0.03327596866802865
Position 9586: 0.032340223512019234
Position 7430: 0.030122616451490072
Position 7779: 0.028237238444577192
Position 8872: 0.02486600801097122
Position 8125: 0.021699533046100183
Position 1325: 0.019884021622244067
Position 10248: 0.01860722813778263
Position 12154: 0.017714002361298685
Position 8188: 0.017688553227367135
Position 1222: 0.01589063264425459
Position 12691: 0.013608031611989537
Position 378: 0.013042513732553131
Position 12730: 0.012353195644374248
Position 393: 0.010907087709100536
Position 9016: 0.010765353963563934
Position 9839: 0.010094327666143673
Position 14851: 0.009678617969638943
Position 9434: 0.007594440018627719
Position 4448: 0.007102776069255572
Position 2677: 0.006802739228340382
Position 8163: 0.006315907177408177
Position 12643: 0.00517641239069008
Position 7162: 0.004644538220414111
Position 231: 0.004627638130797148
Position 14806: 0.004533654717541252
Position 6087: 0.004357828652988973
Position 453: 0.004193363093668497
Position 6123: 0.004125639973527187
Position 3344: 0.003676605343647328
Position 273: 0.003596690780381836
Position 12842: 0.00352913457117983
Position 476: 0.0026915040464553833
Position 3210: 0.0025540049491082233
Position 15085: 0.002304820766146179
Position 13190: 0.002063563646439238
Position 6175: 0.001727003370994424
Position 613: 0.001389273635496569
Position 12372: 0.0009634077432509023
Position 15740: 0.0007774578027239949
Position 5035: 0.000711168811751757
Position 13743: 0.0006959586708745397
Position 3771: 0.0006746070837398979
Position 3227: 0.0006512310202884774
Position 960: 0.000631138797581709
Position 8779: 0.0006085663054360322
Position 5562: 0.0006005331218967725
Position 3775: 0.0005694719178804251
Position 1732: 0.00048715688077058004
Position 3847: 0.00047724603584309424
Position 585: 0.00043046369252899754
Position 244: 0.0003644611263071433
Position 993: 0.0003542410678989322
Position 436: 0.00034560451625987546
Position 588: 0.00032240702465368375
Position 91: 0.00028164488279259234
Position 1020: 0.000251506945411603
Position 448: 0.00024838417633334206
Position 170: 0.00017643099348113727
Position 7683: 0.00015155431377920195
Position 357: 0.00014720208471284116
Position 1703: 0.0001457368220468475
Position 185: 0.00014566720889002953
Position 74: 0.00011527177246816722
Position 1710: 0.00010421898793477024
Position 213: 0.00010136192646060301
Position 579: 8.685176539086314e-05
Position 964: 7.62661933353529e-05
Position 371: 7.501550599767098e-05
Position 7791: 7.230996139072579e-05
Position 1443: 6.507076505407165e-05
Position 145: 6.181523044502537e-05
Position 810: 5.194876649525304e-05
Position 1490: 4.777656159388529e-05
Position 2987: 4.593324703467152e-05
Position 87: 4.533972546234976e-05
Position 291: 3.564951323305753e-05
Position 701: 2.839187723264755e-05
Position 12895: 2.773396951117908e-05
Position 1717: 2.05209243257161e-05
Position 12881: 1.5930057977282035e-05
Position 12932: 1.589831647224558e-05
Position 1547: 1.319946933187541e-05
Position 12998: 1.2398470782250473e-05
Position 1559: 1.0863434998431262e-05
Position 2900: 7.3143807890020535e-06
Position 3232: 6.234287455919558e-06
Position 2040: 4.9441097025990425e-06
Position 2066: 3.4994272750993763e-06
Position 93: 2.7990711796333047e-06
