Gene = Epo
index = 382
Annotated 5SS: [  104 47510 48208 48757 49262]
Annotated 3SS: [47389 48064 48669 49081 50001]
SMsplice 5SS: [  104  2548  2845  3059  3397  3640  3800  4239  4552  4880  7029 15992
 28522 47510 48208 48757 49262]
SMsplice 3SS: [ 2401  2669  2951  3332  3476  3732  4143  4334  4632  6880 15794 28426
 47389 48064 48669 49081 50001]
top_k =  500
Partition function (log Z): 4.3429538392893665

Sorted 5' Splice Sites (High to Low Probability):
Position 4552: 0.9976653136712634
Position 3059: 0.9953045380845559
Position 15992: 0.9895972984033826
Position 2548: 0.9840200292463506
Position 104: 0.9677249117023669
Position 7029: 0.9357537384029488
Position 3640: 0.9220508237808489
Position 3800: 0.9048861992544934
Position 2845: 0.9010722087696149
Position 3397: 0.8060857375054857
Position 4239: 0.6763674411751894
Position 4880: 0.6147537542193547
Position 12568: 0.5782657502140648
Position 17903: 0.4758134513849467
Position 5306: 0.45828143617059863
Position 17066: 0.4208649020135086
Position 21166: 0.3056435591093289
Position 4258: 0.30458339958155656
Position 13477: 0.20595191263767465
Position 8317: 0.1627131519906636
Position 4659: 0.15201787255774857
Position 3415: 0.13811221827058204
Position 11063: 0.12682084263852045
Position 8027: 0.12549465815178867
Position 4819: 0.1241887101548351
Position 14169: 0.0769015151343691
Position 9760: 0.07570029682670668
Position 12953: 0.07392893178631049
Position 8283: 0.0659615072354505
Position 3853: 0.06562939475001793
Position 2850: 0.06324434480763175
Position 6581: 0.055439980186137806
Position 2268: 0.04873510577862071
Position 951: 0.033087027054802924
Position 158: 0.028258543009381114
Position 2057: 0.021790528014330606
Position 6392: 0.021118148679920828
Position 2242: 0.02110144494757492
Position 3670: 0.01980381367364419
Position 1713: 0.019285594481516136
Position 5196: 0.016431627984424338
Position 5383: 0.016398274593018576
Position 1966: 0.015390247900986555
Position 3406: 0.01258193491098119
Position 4071: 0.009076317421114843
Position 5021: 0.005925811287775849
Position 4144: 0.005714127153612459
Position 1105: 0.005546244606713586
Position 17987: 0.005170232228786819
Position 1990: 0.004860371204370654
Position 1289: 0.004525795919484529
Position 4861: 0.004368998025302178
Position 2314: 0.0032554946040343423
Position 7364: 0.0029555656221577553
Position 7524: 0.0028393892581749544
Position 4276: 0.002521778041577305
Position 3612: 0.0025087363399461738
Position 3063: 0.002315237900486628
Position 1237: 0.0022975431387741935
Position 1843: 0.002284049422888586
Position 2495: 0.0022529125561187315
Position 8105: 0.0021791711152361485
Position 703: 0.0019329766310468143
Position 3082: 0.0018874119891519633
Position 1858: 0.001558537978606374
Position 2649: 0.0012915930480095373
Position 2275: 0.0012694301505835129
Position 1226: 0.0012228906721307362
Position 4540: 0.0011849838256090893
Position 4384: 0.001142502681125016
Position 1946: 0.001078759051758733
Position 2559: 0.0010477298780967826
Position 2889: 0.0009735956729679083
Position 3904: 0.0009641057509867522
Position 4253: 0.0008612567200229011
Position 816: 0.000792136006053716
Position 225: 0.0007670764648437079
Position 6853: 0.0007445357999136424
Position 4674: 0.0006925568530492581
Position 3419: 0.0006067095366888624
Position 3925: 0.0006037755986837795
Position 2602: 0.0005876742610180346
Position 2565: 0.000568538465747219
Position 7627: 0.0005666141348230758
Position 489: 0.0005526973534224392
Position 7613: 0.0004947792320322224
Position 872: 0.0003982857309050452
Position 1102: 0.0003617714299344424
Position 2129: 0.00034465870128186924
Position 2369: 0.00034176126548539283
Position 7537: 0.00033922831640574157
Position 2212: 0.00033695822193714113
Position 3896: 0.00033003180285802447
Position 3813: 0.00032584988430040603
Position 3199: 0.00031595004243396336
Position 2209: 0.00030422702078128036
Position 904: 0.0003006450453345509
Position 1060: 0.0003002581603840898
Position 4076: 0.00029550341088937837
Position 3734: 0.00029538915618212514
Position 2177: 0.0002897799417112053
Position 203: 0.00027792108205542624
Position 1821: 0.000263905281836725
Position 4825: 0.00026327815087831444
Position 125: 0.0002432950870375417
Position 264: 0.0002188769172810042
Position 3959: 0.00020905544222097868
Position 1309: 0.00020655815172247928
Position 5704: 0.00017901293684462365
Position 4210: 0.00017475864023778982
Position 567: 0.0001683676386092828
Position 4243: 0.00016577874389079483
Position 1959: 0.00015571253579829786
Position 162: 0.000152653875019843
Position 3953: 0.00015254213406723873
Position 2142: 0.00013832144835263926
Position 4922: 0.00013675968926329745
Position 4885: 0.0001276093498835102
Position 2593: 0.00012567030681825172
Position 89: 0.00011512610587673855
Position 261: 0.00011056810526819766
Position 4657: 0.00010672880270808673
Position 160: 0.00010568180547560166
Position 2110: 0.00010421297985673936
Position 4546: 0.00010185223622465735
Position 2112: 9.715906209049252e-05
Position 759: 9.108338474397838e-05
Position 1268: 9.08293358936337e-05
Position 3100: 8.825668165049145e-05
Position 4098: 8.008645178220474e-05
Position 3879: 7.54536960986463e-05
Position 4695: 6.9423320286226e-05
Position 1215: 6.581614652524492e-05
Position 1976: 6.343068630145327e-05
Position 3556: 6.33598111377336e-05
Position 1325: 6.197177407290292e-05
Position 3282: 6.098981426610705e-05
Position 3606: 5.7466648598236224e-05
Position 1116: 5.472449448093675e-05
Position 1213: 5.254216543515021e-05
Position 1636: 5.108098784178712e-05
Position 2671: 4.9807218625860836e-05
Position 2604: 4.878165832269953e-05
Position 3340: 4.680491721322004e-05
Position 3092: 4.497831687071299e-05
Position 3067: 4.376782830977732e-05
Position 2727: 3.5562166874181644e-05
Position 4176: 2.225240902087974e-05
Position 2704: 2.12263882474013e-05
Position 4424: 2.0176542332588734e-05
Position 3973: 1.327711232334001e-05
Position 4635: 1.1592914668694608e-05
Position 3583: 1.0278021415605584e-05
Position 3644: 1.0250022327068593e-05
Position 4217: 8.42062298905276e-06
Position 3550: 7.610218661901088e-06
Position 2694: 6.6245225287569716e-06
Position 3543: 6.156466037232553e-06
Position 3175: 5.729856648631959e-06
Position 596: 4.8312578587432155e-06
