Gene = Trpa1
index = 1145
Annotated 5SS: [  138  6503  8133 12940 14410 14716 15717 17001 18798 19516 20607 20854
 22371 25680 27558 28468 29469 31268 31976 33113 34753 36751 37266 38664
 43014 44499]
Annotated 3SS: [ 6342  7956 12831 14300 14569 15579 16951 18697 19414 20436 20688 22255
 25512 27463 28407 29369 31196 31809 33022 34582 36620 37082 38594 42902
 44400 45133]
SMsplice 5SS: [  138  6503  8133 14410 14716 15717 18798 19516 20607 20854 25680 29469
 34753 36751 37266 38664 43014 44499]
SMsplice 3SS: [ 6342  8007 14300 14569 15618 18697 19414 20436 20688 25534 29369 34582
 36620 37082 38594 42902 44400 45133]
top_k =  500
Partition function (log Z): 22.33539604829301

Sorted 5' Splice Sites (High to Low Probability):
Position 34753: 0.9834530611301003
Position 25680: 0.9731825724103036
Position 18798: 0.9731300037191187
Position 138: 0.9629018775950088
Position 6503: 0.9621889405245647
Position 37266: 0.9569525044594027
Position 36751: 0.9535243255731685
Position 19516: 0.9481270577956253
Position 20607: 0.9463342916503754
Position 15717: 0.9386401477737714
Position 38664: 0.9369022485884854
Position 14410: 0.9293683302312971
Position 44499: 0.9070187635735578
Position 20854: 0.8843923920541163
Position 29469: 0.8678454470826922
Position 8133: 0.8601835155526067
Position 43014: 0.8087899507770232
Position 33113: 0.5610401601538854
Position 31976: 0.55728570860191
Position 22371: 0.5173861139608998
Position 28468: 0.5090018487169291
Position 27558: 0.41015412583357264
Position 22077: 0.309571172508576
Position 22659: 0.29039117307012396
Position 35970: 0.2808951744741229
Position 31532: 0.2614206738762597
Position 4904: 0.2495807817471744
Position 12940: 0.23467964774416003
Position 38506: 0.21982633269587018
Position 40325: 0.2108360521699845
Position 43258: 0.2066438794563158
Position 15533: 0.19534212422788258
Position 14745: 0.16561710929061993
Position 22375: 0.150788962344903
Position 28145: 0.14151276074072278
Position 31034: 0.12676308379289983
Position 16180: 0.12343644011159714
Position 26050: 0.10212659351019832
Position 34979: 0.09283361543649013
Position 43993: 0.08449258118142997
Position 27173: 0.08196097499505164
Position 41191: 0.0806507800420799
Position 21288: 0.07019578603649994
Position 19816: 0.06977730092248513
Position 31465: 0.06403732104527848
Position 44173: 0.0636988279890574
Position 41271: 0.0593016694485029
Position 17001: 0.05906592514400556
Position 1604: 0.05802490402332757
Position 8352: 0.05793111561272065
Position 35172: 0.05618765497260255
Position 31268: 0.053594360123766324
Position 6133: 0.04927514661533447
Position 44293: 0.04917719887387599
Position 28562: 0.04881399725492884
Position 2491: 0.047892763636378656
Position 41219: 0.04190156524887647
Position 45104: 0.038243469372596574
Position 45254: 0.03698656003023401
Position 6455: 0.03103572294662702
Position 38120: 0.03065186255617219
Position 184: 0.03059384038974601
Position 1305: 0.03002909179516676
Position 34985: 0.028302052309894923
Position 16461: 0.027522624964129126
Position 21052: 0.027048737198336
Position 36028: 0.025933015560409733
Position 44526: 0.025509256279481588
Position 37639: 0.02536036721514584
Position 35661: 0.022429053353203464
Position 282: 0.022374688862093824
Position 37270: 0.021089925253372124
Position 10601: 0.020875792222338617
Position 31667: 0.01630728549746914
Position 22081: 0.016157353706167606
Position 20266: 0.01570991027158364
Position 37975: 0.01544698507982376
Position 10148: 0.014411478300340974
Position 663: 0.014381055796049038
Position 540: 0.014238361680746945
Position 35925: 0.01363734627516983
Position 7879: 0.013320276244110882
Position 44680: 0.013031887571562059
Position 16456: 0.013024686900782897
Position 19334: 0.012869323311318669
Position 28216: 0.010808666355899813
Position 40857: 0.009782519449541966
Position 40054: 0.009123080323649856
Position 21144: 0.008059664564233553
Position 20504: 0.008031751282428503
Position 39740: 0.0067151373946485
