Gene = Zdbf2
index = 1200
Annotated 5SS: [  208  1914  4719  7613 17518 21782]
Annotated 3SS: [ 1830  4665  7501 17411 21650 29374]
SMsplice 5SS: [  208  4719  7613 17518 21782]
SMsplice 3SS: [ 4665  7501 17381 21650 29374]
top_k =  500
Partition function (log Z): -8.65851678835602

Sorted 5' Splice Sites (High to Low Probability):
Position 7613: 0.9999999270785358
Position 21782: 0.9968796416934367
Position 17518: 0.9758599081650156
Position 4719: 0.9401382944796318
Position 208: 0.9359571329952543
Position 1914: 0.45999864442298755
Position 31863: 0.3109974937325788
Position 32118: 0.28797136942732177
Position 29497: 0.25395735195795344
Position 31147: 0.2535340072880228
Position 29554: 0.24091380238460175
Position 2035: 0.10224108901154474
Position 5121: 0.0648837179779779
Position 5022: 0.061340517148805236
Position 378: 0.051895513668622426
Position 3279: 0.04988858177750296
Position 4965: 0.04297986893644724
Position 21426: 0.041672546666357405
Position 1808: 0.02472280318007995
Position 7346: 0.02429783255472792
Position 2714: 0.02201459377539702
Position 4508: 0.021738372595885826
Position 23486: 0.019161005218913785
Position 4756: 0.018672484924963897
Position 22061: 0.0182723390747495
Position 6325: 0.016954436348586614
Position 29649: 0.01664890342089497
Position 2546: 0.014665369992667746
Position 4505: 0.013465006493299604
Position 28442: 0.013233102313921951
Position 7288: 0.012830883967139665
Position 4480: 0.011291020714177187
Position 570: 0.010630658585020943
Position 955: 0.009865273413173009
Position 6660: 0.009661008268382116
Position 5825: 0.009425721451461304
Position 4747: 0.007596674144940357
Position 5061: 0.007305799882253419
Position 2186: 0.0064654853157699215
Position 3203: 0.004594424289349491
Position 2724: 0.004223580410162927
Position 2182: 0.004206826689387971
Position 5138: 0.003836365255400282
Position 4040: 0.003640849169690971
Position 1924: 0.0035857844005904482
Position 6602: 0.0033437709173254324
Position 2885: 0.003343218698377554
Position 25340: 0.0025767231514598203
Position 25278: 0.0025717915436736373
Position 4586: 0.002376669667680332
Position 5624: 0.001942698227069967
Position 741: 0.0019281710861319234
Position 4512: 0.0019173734316091195
Position 5325: 0.0016183878875680707
Position 4063: 0.0015822015148575334
Position 23445: 0.00156752586332047
Position 3192: 0.0009843863538495
Position 5018: 0.000925056075537939
Position 681: 0.0008459424958506706
Position 2221: 0.0007371751796621654
Position 4251: 0.0006248257654832963
Position 930: 0.0005603979371205407
Position 2519: 0.0005355858053492961
Position 2027: 0.0004169051964855864
Position 238: 0.0003003779049526664
Position 630: 0.0001902461981501265
Position 710: 0.00017694372179294487
Position 1458: 0.00012546264372408715
Position 578: 0.0001203508055108517
Position 4751: 7.38918872358207e-05
Position 1133: 5.9313958299415617e-05
Position 1689: 4.392750486322611e-05
Position 1691: 3.565910685027121e-05
Position 1732: 3.2523305920351565e-05
Position 974: 2.5701351246914167e-05
Position 761: 2.334735035887597e-05
Position 942: 2.2889827485060806e-05
Position 1084: 1.05232115263882e-05
Position 574: 7.4175595927110375e-06
Position 1143: 5.530766376043494e-06
Position 616: 4.877586481010658e-06
Position 936: 4.747348058825602e-06
Position 212: 4.695166300893126e-06
Position 102: 4.577389751561991e-06
Position 689: 4.128480894139518e-06
Position 1025: 3.945037540095154e-06
Position 2809: 3.0464826533119275e-06
Position 1030: 2.9501253360778973e-06
Position 74: 2.8878133214277356e-06
Position 9541: 2.438834956847194e-06
Position 703: 1.44842963101493e-06
Position 8251: 1.210181295793068e-06
Position 1325: 6.859898242013986e-07
Position 1966: 6.320509866465774e-07
Position 111: 6.19982911950863e-07
Position 1095: 6.138206102539757e-07
Position 13060: 5.652481892577531e-07
Position 767: 5.221390482668302e-07
Position 1293: 4.713561274827249e-07
Position 1205: 4.705130279629434e-07
Position 1543: 4.1769619279869473e-07
Position 11765: 4.1104051968778407e-07
Position 800: 3.9012510554815895e-07
Position 886: 3.8980311406342803e-07
Position 1933: 3.8744876908167767e-07
Position 961: 3.4841977580972265e-07
Position 972: 2.8902373558072184e-07
Position 1201: 2.7674135023828953e-07
Position 7832: 2.617341580780292e-07
Position 515: 1.813056246535741e-07
Position 1799: 1.780382769411921e-07
Position 621: 1.582993106354294e-07
Position 576: 1.4630446532312052e-07
Position 289: 1.2684299007564296e-07
Position 388: 1.1072082026412535e-07
Position 240: 1.0904217974255886e-07
Position 7801: 1.0121214160680433e-07
Position 605: 9.907726532868344e-08
Position 10262: 9.03512904896858e-08
Position 645: 7.406322841265562e-08
Position 61: 5.946076329649264e-08
Position 9239: 5.9042125050711635e-08
Position 9478: 4.2566294139802497e-08
Position 24: 3.8682143940325134e-08
Position 217: 3.353013218418324e-08
Position 8309: 3.1299746095049704e-08
Position 554: 3.104055868268867e-08
Position 8280: 3.0904513313520065e-08
Position 8091: 2.1524586856544283e-08
Position 5468: 1.038468761284791e-08
Position 8095: 8.528463890576761e-09
Position 7658: 8.099029549959176e-09
Position 539: 7.685499988752878e-09
Position 7620: 5.907915493732199e-09
Position 8076: 5.375078623369085e-09
Position 7570: 4.8455772526059565e-09
Position 7955: 4.5575255365697445e-09
Position 7752: 4.417730397100104e-09
Position 565: 3.989362928779482e-09
Position 8056: 3.823025264204711e-09
Position 584: 1.937658004368393e-09
Position 7902: 1.4183133284882257e-09
Position 9236: 1.2505945525883403e-09
Position 499: 1.1589132731554016e-09
Position 8114: 7.708275556604033e-10
Position 8209: 7.579658983084392e-10
Position 8729: 7.075835306500057e-10
Position 7762: 6.289561894512754e-10
Position 232: 3.560731582414162e-10
Position 4810: 2.56540159556958e-10
Position 278: 2.2891935174133009e-10
Position 7594: 1.7968819038568537e-10
Position 477: 1.6425906995029873e-10
Position 5: 9.909770604184636e-11
Position 7589: 1.5673602573981698e-11
Position 582: 1.2112058351400157e-11
Position 1512: 3.912450112265254e-12
Position 1524: 3.885364420616416e-12
Position 1843: 3.5292984966020606e-12
Position 568: 2.5600895362115066e-12
Position 7871: 1.775762277907421e-12
Position 5171: 1.3908462155954826e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7501: 0.999999980369869
Position 21650: 0.9945674855935617
Position 17381: 0.9758599081650173
Position 4665: 0.9494545094565211
Position 29374: 0.7925828786861798
Position 1830: 0.4236210564172305
Position 31677: 0.39750977338961085
Position 32018: 0.33347435017440247
Position 33794: 0.31784760174785587
Position 30959: 0.2613503426845711
Position 33665: 0.20599639275568568
Position 4939: 0.16184922344228356
Position 1634: 0.14060063523319197
Position 4396: 0.05984294637681973
Position 21345: 0.04405374620107284
Position 2884: 0.03477450090773192
Position 7174: 0.025627163447960136
Position 31437: 0.01655300834356495
Position 2596: 0.016112317788876052
Position 28117: 0.01553959043878878
Position 4964: 0.014699979720412542
Position 23370: 0.014175070180467413
Position 32388: 0.014081968078756887
Position 2415: 0.012145578655315289
Position 2109: 0.011885362595467805
Position 2576: 0.010110717091329977
Position 818: 0.009957706024388883
Position 21890: 0.009911018354986832
Position 1793: 0.009205151308630078
Position 6256: 0.008949662965652557
Position 25244: 0.008351592673348672
Position 7076: 0.007377360313178482
Position 4342: 0.0072848869390030645
Position 33005: 0.007009851298145071
Position 3038: 0.005800577554102213
Position 5709: 0.005657008096572903
Position 6201: 0.005571846690904203
Position 6577: 0.005362510011598573
Position 1665: 0.005347049811056253
Position 21861: 0.004559620631715152
Position 23433: 0.004520558949037661
Position 3219: 0.004256477893905043
Position 7265: 0.0041241928083077094
Position 3958: 0.003960383641940605
Position 3105: 0.0039011402286647234
Position 4586: 0.003873456715184789
Position 1510: 0.003664220128739548
Position 6484: 0.003186798304873888
Position 2817: 0.003086535107837778
Position 6499: 0.0029706997134114656
Position 2713: 0.002881695481879026
Position 24501: 0.002718152403578694
Position 21933: 0.002648623168742778
Position 4532: 0.0026130106348529474
Position 5768: 0.002567197384185579
Position 3146: 0.0024451855705890867
Position 6276: 0.002432926692029866
Position 23233: 0.002203801619854713
Position 1876: 0.0020677533036142794
Position 1850: 0.002036940594500582
Position 28618: 0.0016566819105145025
Position 6522: 0.0014847711558236252
Position 1674: 0.0014096692653827755
Position 616: 0.0013770681892479254
Position 4009: 0.0012547132223520033
Position 25451: 0.0012148097287728928
Position 5729: 0.0012015159707028185
Position 1754: 0.0011928187226992052
Position 3222: 0.001145920524819637
