Gene = Psenen
index = 865
Annotated 5SS: [190 446 918]
Annotated 3SS: [ 302  812 1106]
SMsplice 5SS: [190 446 918]
SMsplice 3SS: [ 353  812 1106]
top_k =  500
Partition function (log Z): -1.5256110154308933

Sorted 5' Splice Sites (High to Low Probability):
Position 190: 0.9681951816387536
Position 446: 0.9430907027169481
Position 918: 0.49701513052882806
Position 474: 0.025555538302629934
Position 260: 0.02368363961669749
Position 465: 0.010110084066638193
Position 960: 0.008596157815909545
Position 1044: 0.006557293217478349
Position 209: 0.0034652299754903628
Position 400: 0.0014887539915842691
Position 435: 0.001244246701388959
Position 754: 0.0012125140829564078
Position 70: 0.0008423063096316257
Position 455: 0.0007969649951919085
Position 967: 0.0005447973656352123
Position 841: 0.00046130561270443755
Position 1142: 0.0003346748515004624
Position 194: 0.0003129534541102102
Position 922: 0.00029626074951059417
Position 65: 0.0002728825419138195
Position 975: 0.0002346517816490301
Position 721: 0.00020941245168324616
Position 53: 0.0002039326177165338
Position 714: 0.00020106836905428555
Position 601: 0.00015981105293335273
Position 744: 0.0001311989275937648
Position 964: 8.25578169146234e-05
Position 417: 6.081682887787187e-05
Position 271: 5.6201206157351796e-05
Position 972: 3.897573082639658e-05
Position 46: 3.335245732842132e-05
Position 1037: 3.236264643640993e-05
Position 794: 2.586224786396766e-05
Position 201: 1.5082165825142943e-05
Position 1048: 1.0192817819125915e-05
Position 239: 8.82776766444408e-06
Position 1019: 8.532073569434011e-06
Position 1124: 6.063274654054777e-06
Position 426: 5.189185448732081e-06
Position 296: 3.2668748485335908e-06
Position 859: 3.004676898761908e-06
Position 252: 2.503655482882488e-06
Position 5: 2.103380874068589e-06
Position 813: 1.9849060367386404e-06
Position 26: 1.8154359196124363e-06
Position 663: 1.6458750805881187e-06
Position 562: 1.5871076334824959e-06
Position 15: 1.5024599281057048e-06
Position 24: 1.3884590922314187e-06
Position 204: 1.0657492439088268e-06
Position 779: 3.8947324819742346e-07
Position 615: 3.1472479218867274e-07
Position 792: 8.035267679986812e-08
Position 310: 9.081544573226568e-09
Position 307: 8.532107956784344e-10
Position 317: 5.367204337592537e-10
Position 845: 5.085003746977009e-10
Position 874: 4.05882069954605e-10
Position 532: 7.283792063673609e-11
Position 327: 5.246431646712936e-11
Position 331: 5.195607961380492e-12
Position 340: 5.094598163923604e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 353: 0.9096150267431669
Position 1106: 0.6992538296050554
Position 812: 0.6104727659551137
Position 1282: 0.08128714768460463
Position 845: 0.03996759070537233
Position 361: 0.03956821470177665
Position 302: 0.03447131218220891
Position 867: 0.024842949886821702
Position 1177: 0.01773832884037422
Position 1304: 0.01405576026225177
Position 1121: 0.008264263995075457
Position 1053: 0.003196612589632859
Position 701: 0.0023519714473404915
Position 615: 0.0023453378614891034
Position 1361: 0.0012295188679241043
Position 1289: 0.001079614547837304
Position 1316: 0.0009864261261006736
Position 274: 0.0008259668048490476
Position 555: 0.0006023272746356444
Position 628: 0.0004957528853655239
Position 377: 0.0004249173773376942
Position 887: 0.00029497176217087025
Position 1068: 0.00027986314942151166
Position 1063: 0.00022593797050234212
Position 792: 0.00020937530338353922
Position 871: 0.00015391746017148474
Position 1009: 0.00015305921458626026
Position 869: 0.00011124239699862475
Position 1023: 0.00010903531739549662
Position 562: 9.624962809871138e-05
Position 1074: 8.700326773189021e-05
Position 1258: 8.357991193072224e-05
Position 956: 6.675226145545174e-05
Position 753: 6.55060963509152e-05
Position 632: 5.365343655994637e-05
Position 743: 4.89407435941953e-05
