Gene = Sept7
index = 968
Annotated 5SS: [  249 11757 13046 25200 34318 35868 41352 44037 45458 47093 49087 51402
 53815]
Annotated 3SS: [11751 12942 25092 34216 35732 41233 43943 45360 47040 48960 51265 53674
 55061]
SMsplice 5SS: [  913 13046 25200 34318 41132 41352 44037 45458 47093 49087 51402 53815]
SMsplice 3SS: [12942 25092 34216 41002 41233 43943 45360 47040 48960 51265 53674 55061]
top_k =  500
Partition function (log Z): -27.792806737135948

Sorted 5' Splice Sites (High to Low Probability):
Position 13046: 0.997670724367117
Position 25200: 0.9654592251949973
Position 913: 0.5494332711494649
Position 1497: 0.4420524339178986
Position 81: 0.3030730658166095
Position 15479: 0.1906612769314578
Position 2865: 0.16027254430876484
Position 249: 0.15111811110832446
Position 11117: 0.11560886667774309
Position 13301: 0.11045587448013568
Position 11449: 0.0838883097892061
Position 125: 0.06532628431394023
Position 194: 0.04914099240846524
Position 11437: 0.028616628525496807
Position 77: 0.004220092428762589
Position 170: 0.0033736365385240033
Position 697: 0.00326945144596188
Position 129: 0.0024008386157650273
Position 13042: 0.002277168733825898
Position 448: 0.0011910528616877682
Position 685: 0.0011013509831324108
Position 693: 0.001100492749120387
Position 1221: 0.0008727733405954328
Position 898: 0.0005308085925100207
Position 303: 0.0004424979147460203
Position 190: 0.00039796011930245983
Position 729: 0.0003689355988002725
Position 917: 0.00020618418639847602
Position 941: 0.00017800337816681545
Position 1218: 0.0001733337087682174
Position 657: 0.00016415994695803438
Position 1207: 0.00015925430001749065
Position 559: 0.00015639614001532952
Position 633: 0.00014265429409170732
Position 701: 0.00014256930468254498
Position 605: 0.00011508082863336722
Position 980: 0.00010941932271005812
Position 198: 7.842025810948791e-05
Position 719: 3.370014458810898e-05
Position 61: 2.934020632639312e-05
Position 1024: 2.470690633382489e-05
Position 1044: 2.149808480512558e-05
Position 13305: 1.0237557902773953e-05
Position 429: 1.2189133851818424e-06
Position 132: 9.139300346082411e-07
Position 53: 8.054639388062031e-07
Position 85: 6.85347617390419e-07
Position 75: 2.515672456489878e-07
Position 475: 2.768936536973437e-08
Position 888: 2.518675006669354e-08
Position 512: 2.132402205538437e-08
Position 542: 1.0467236384853507e-08
Position 517: 7.974925570382634e-09
Position 230: 4.939886260927416e-09
Position 435: 8.113639609949497e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12942: 0.999987949764479
Position 25092: 0.9984193402868111
Position 29401: 0.390336688071305
