Gene = Cox5a
index = 292
Annotated 5SS: [  137  7794  9084 10514]
Annotated 3SS: [ 7676  8961 10389 11002]
SMsplice 5SS: [  137  7794  9084 10514]
SMsplice 3SS: [ 7676  8961 10389 11002]
top_k =  500
Partition function (log Z): 0.4522769461036593

Sorted 5' Splice Sites (High to Low Probability):
Position 7794: 0.998400575030478
Position 137: 0.9416637623980146
Position 9084: 0.8981792791580797
Position 10514: 0.8327849776988444
Position 8879: 0.6045686431929372
Position 3301: 0.35624833387548077
Position 497: 0.21106113092376083
Position 8696: 0.20702677424894275
Position 8221: 0.1981779973363677
Position 10923: 0.12118548888338036
Position 8499: 0.09953369419950696
Position 4531: 0.06962630749142751
Position 360: 0.061637144920570375
Position 5517: 0.043111188866375126
Position 8273: 0.022202763634565796
Position 142: 0.02186453513417619
Position 8278: 0.02131134621154815
Position 635: 0.019298644666559124
Position 2888: 0.013724361042894966
Position 5697: 0.013027168098509288
Position 10314: 0.012875237671864678
Position 9038: 0.01100764337020204
Position 6829: 0.01099252616450093
Position 4570: 0.010580108741226458
Position 10898: 0.00788781533853032
Position 2664: 0.006481523001453526
Position 9075: 0.00633722166930079
Position 10666: 0.006150950491507407
Position 1038: 0.00589908076088885
Position 1074: 0.005341399427917836
Position 8929: 0.00521464868258977
Position 534: 0.0047221745199121845
Position 10889: 0.003548809986235903
Position 10879: 0.0021919589017778992
Position 8764: 0.00198086764069786
Position 6415: 0.0018111354025170782
Position 8080: 0.0010750163903430678
Position 9122: 0.0008475370440251819
Position 9698: 0.0006940621962864734
Position 9947: 0.0005709757739412805
Position 1749: 0.0005271036420221835
Position 719: 0.000497850199978716
Position 1585: 0.000488813330333385
Position 1405: 0.0004491551025078491
Position 10536: 0.00042527578346991196
Position 2635: 0.000379091068683245
Position 10864: 0.00037835879246590277
Position 9320: 0.00033057726716039675
Position 10847: 0.0003242888614530531
Position 8687: 0.00031970420926226266
Position 2713: 0.00031899721387824374
Position 10334: 0.0002910942212094896
Position 8423: 0.00028572626254936385
Position 297: 0.0002765229275841023
Position 10560: 0.0002621987874959636
Position 1651: 0.0002585218349937096
Position 9107: 0.000258088487817912
Position 271: 0.00025457085955665087
Position 8269: 0.00020668969319877028
Position 7951: 0.00016898934859466296
Position 10500: 0.00014440384481149125
Position 9953: 0.00013628277523400448
Position 262: 0.00012677274863712534
Position 8523: 0.0001109992141331838
Position 7811: 0.00010320585871179366
Position 7788: 0.00010135012917909846
Position 3061: 7.140714011322404e-05
Position 4137: 5.988035079019825e-05
Position 4064: 4.700994283833863e-05
Position 355: 2.742633128431498e-05
Position 10105: 1.266423854113198e-05
Position 74: 1.088715070815389e-05
Position 170: 9.71280582817978e-06
Position 275: 7.720319486420208e-06
Position 292: 5.6194578225007284e-06
Position 181: 2.5735964756688806e-06
Position 1007: 2.5124548012003647e-06
Position 30: 2.4159021841863014e-06
Position 780: 2.342042760272978e-06
Position 1846: 1.7877351699365983e-06
Position 378: 1.7071585398276257e-06
Position 172: 8.673770205296995e-07
Position 562: 8.455547600170562e-07
Position 362: 7.155964557637854e-07
Position 68: 7.153892792889338e-07
Position 364: 6.681892047662959e-07
Position 656: 5.144286550768363e-07
Position 46: 2.2990698033334175e-07
Position 40: 2.2508784171051306e-07
Position 285: 2.0134943474996077e-07
Position 16: 1.6153774398499664e-07
Position 700: 8.584119564000538e-08
Position 421: 4.6295603913864696e-08
Position 410: 2.6670013244981206e-08
Position 37: 1.739789125185629e-08
Position 463: 1.254456964902297e-08
Position 295: 2.5697108858063116e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7676: 0.9986894722664577
Position 8961: 0.9045996222556881
Position 11002: 0.8195169684233696
Position 10389: 0.5117410084631703
Position 8805: 0.37908794251039774
Position 3043: 0.2301163042439512
Position 10787: 0.2171699870679463
Position 8607: 0.19212163585602413
Position 448: 0.1695341055997581
Position 10369: 0.16318075727833742
Position 10256: 0.12846991830956633
Position 8778: 0.11009481716498118
Position 8041: 0.10922109678962728
Position 8156: 0.07823758754442592
Position 8629: 0.07265716732737018
Position 10434: 0.059506502210522075
Position 8382: 0.05788694609848748
Position 4226: 0.051600271452604124
Position 8021: 0.03988554942543604
Position 410: 0.03673151555099697
Position 8356: 0.036665703334187345
Position 8687: 0.03176883834474591
Position 10588: 0.027019115080425114
Position 5430: 0.02559548149011224
Position 4377: 0.025096996721359628
Position 8732: 0.022366969581805302
Position 213: 0.017146843463567908
Position 5267: 0.016390560391273793
Position 3236: 0.014209348534505792
Position 10757: 0.014001768615646636
Position 8129: 0.013697319045783394
Position 3266: 0.013560931829376201
Position 2795: 0.012709270337903261
Position 3212: 0.012646836423317197
Position 3087: 0.012199131466061419
Position 3128: 0.011634201815321672
Position 3185: 0.011549935561777972
Position 6562: 0.010992526164500938
Position 920: 0.010871917468427417
Position 271: 0.010599047971249023
Position 3152: 0.010225889505498593
Position 10646: 0.009678113047934466
Position 5591: 0.009568704951809706
Position 2553: 0.008648634156983345
Position 230: 0.007879009653152877
Position 245: 0.007671586157410331
Position 2932: 0.007204736091519777
Position 8411: 0.007142444400036236
Position 3134: 0.006419280450495156
Position 10665: 0.005457503677324749
Position 8790: 0.005029155235592321
Position 3233: 0.005007892241238352
Position 355: 0.004929232329192173
Position 10952: 0.004819375738757066
Position 8306: 0.004367725605724156
Position 8490: 0.004301486523912451
Position 3215: 0.004219620126224375
Position 10353: 0.003954800212369321
Position 3239: 0.0038597632484156227
Position 3167: 0.0038344320102058948
Position 9651: 0.003770330759483538
Position 9827: 0.0036992345997160295
Position 8651: 0.0036549768575364597
Position 5542: 0.0034584631466995862
Position 8132: 0.00272407617855861
Position 3242: 0.0026502501859195656
Position 10623: 0.0024530140487765183
Position 8457: 0.0019946964087334063
Position 359: 0.0019773747280892734
Position 8436: 0.0019334519528422674
Position 3219: 0.0018849580866983414
Position 6291: 0.0018111354025170782
Position 4525: 0.0017906308488687182
Position 4355: 0.001654540681274194
Position 10682: 0.0016544392234005962
Position 3230: 0.0016068744125156264
Position 8824: 0.0015785213360333488
Position 542: 0.001417274042531973
Position 10477: 0.001309092552796636
Position 386: 0.0012806004396997792
Position 10310: 0.0012716703777390804
Position 8849: 0.0012524380608102965
Position 1476: 0.001237963782818668
Position 9596: 0.001143839385623447
Position 5435: 0.0010736104294387743
Position 208: 0.001061390177726147
Position 9398: 0.0009444149598636083
Position 2615: 0.0009036144074948504
Position 11127: 0.0007840429824357906
Position 2996: 0.0007500482468606374
Position 8812: 0.0007153871173656104
Position 2948: 0.0006452499891366506
Position 10703: 0.0005820078880434335
Position 10606: 0.0005319311941527497
