Gene = Pdcd1
index = 801
Annotated 5SS: [  139 11398 11844 12462]
Annotated 3SS: [11037 11681 12426 13014]
SMsplice 5SS: [   78 11398 11844]
SMsplice 3SS: [11125 11681 13014]
top_k =  500
Partition function (log Z): -9.362738389752428

Sorted 5' Splice Sites (High to Low Probability):
Position 11844: 0.9045664577956588
Position 11398: 0.7264791150507501
Position 78: 0.6323000824654889
Position 6504: 0.4295037638154477
Position 4032: 0.2611990203736796
Position 139: 0.22628730503808248
Position 4262: 0.21552579721369336
Position 6632: 0.17923916128012457
Position 12462: 0.16285715934367032
Position 292: 0.09349949186549758
Position 412: 0.03868297775093749
Position 4004: 0.01722258837021676
Position 4788: 0.01668429467995484
Position 305: 0.01649718448062253
Position 65: 0.013541289482077792
Position 469: 0.01140371723337366
Position 12523: 0.011042434566523655
Position 7874: 0.009712651948217542
Position 5956: 0.0077114452488120655
Position 3977: 0.005925998958240011
Position 11835: 0.005550359378107117
Position 3777: 0.005240325358586129
Position 3458: 0.004996801299879059
Position 1787: 0.004665083818970166
Position 2246: 0.004228101033240275
Position 12868: 0.004207525567344282
Position 12842: 0.003809151889965283
Position 1178: 0.002511199163203018
Position 13299: 0.0025004631451192934
Position 69: 0.002407553197741142
Position 13658: 0.0023711474917569196
Position 862: 0.0023532332790947358
Position 12814: 0.0019426406945121813
Position 5530: 0.0018385808675312702
Position 4663: 0.001832157758332356
Position 1767: 0.0012094103746250852
Position 173: 0.0011948236240277286
Position 7728: 0.0005165482693311719
Position 3758: 0.0004399932664175244
Position 7416: 0.0002663991930110266
Position 86: 0.00010646342731555902
Position 110: 5.776390423733427e-05
Position 272: 1.6072238051855207e-05
Position 158: 6.353285639230359e-06
Position 243: 6.169610219153021e-06
Position 128: 5.292877555974242e-06
Position 143: 3.926700796278875e-06
Position 252: 3.718338355224244e-06
Position 177: 2.9008799324695977e-06
Position 416: 2.4741567671828926e-06
Position 102: 2.050307918040031e-06
Position 203: 1.7108489471487233e-06
Position 374: 1.2819087510898414e-06
Position 214: 1.2256025379870206e-06
Position 501: 8.7716574878713e-07
Position 245: 6.803587898490632e-07
Position 666: 5.457961436932136e-07
Position 296: 3.416133398746223e-07
Position 539: 2.2425852896634763e-07
Position 627: 2.1020580485314905e-07
Position 600: 1.8283897810964194e-07
Position 378: 7.348325099877101e-14
Position 389: 1.825312374529951e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11681: 0.8794021023409673
Position 6414: 0.5898216336968597
Position 11125: 0.4337516766470394
Position 11037: 0.311033624675145
Position 3888: 0.25188996179572815
Position 13014: 0.23496642768915538
Position 12685: 0.17611788923874985
Position 4125: 0.16854615115632013
Position 12426: 0.13377984763530462
Position 12585: 0.10264609325718338
Position 13972: 0.07969822114803966
Position 13252: 0.07792793510941713
Position 12178: 0.0749086001309392
Position 12618: 0.06327687689280569
Position 11656: 0.06228560308456769
Position 12621: 0.03829873409121155
Position 3920: 0.030383048021099323
Position 351: 0.02730557652949432
Position 13864: 0.024161413329448822
Position 13540: 0.021638827611569305
Position 4165: 0.020498616941711997
Position 4107: 0.020142405860883457
Position 6537: 0.018106855441239175
Position 12148: 0.01472074719157032
Position 7843: 0.013491196456726454
Position 14109: 0.012726334808394857
Position 4621: 0.010908235463547532
Position 13017: 0.010671119270119853
Position 13046: 0.010540173918972379
Position 12729: 0.010342175265191274
Position 3632: 0.01005620240510312
Position 13020: 0.008991596476280844
Position 5819: 0.007787594537338768
Position 13147: 0.006844237809810061
Position 4629: 0.006409862160460426
Position 12593: 0.005705963084564178
Position 13311: 0.0044492674409575056
Position 6371: 0.0042732646647509025
Position 12113: 0.0029728029125364154
Position 3404: 0.0027045282747423256
Position 1559: 0.002488143120701292
Position 13197: 0.00242365083544857
Position 712: 0.002242736436173838
Position 1072: 0.002242426045558928
Position 2118: 0.002207269227716407
Position 5417: 0.0021430204081943345
Position 1615: 0.0019493056128179924
Position 2153: 0.0019278671141419862
Position 4052: 0.0019201745641879001
Position 406: 0.001598860190249958
Position 7218: 0.0015513437164301606
Position 153: 0.0015236047873855008
Position 4241: 0.0014994503833092785
Position 189: 0.001463914162265763
Position 12522: 0.0014522669955844146
Position 7548: 0.0014162406129958254
Position 8209: 0.0013340637599223572
Position 3715: 0.0012830412722117344
Position 14215: 0.0011774893277946275
Position 11987: 0.001047049550949683
Position 3254: 0.0010195104213029126
Position 4347: 0.0009873364066837879
Position 378: 0.0009483031662834122
Position 280: 0.0009379298121233215
Position 11911: 0.0009346276698284242
Position 304: 0.0009179216257596528
Position 3358: 0.0007849943754535925
Position 7441: 0.0007390265667069496
Position 6767: 0.0007082172812867742
Position 9291: 0.0007019704119472375
Position 1598: 0.0007003605440269235
Position 4504: 0.0006688151138659496
Position 1677: 0.0006613356856640204
Position 355: 0.000648158622512857
Position 3156: 0.00042913529611158526
Position 2840: 0.0004189257000251503
Position 8167: 0.0004160132449532944
Position 234: 0.00039666856796959494
Position 5511: 0.000391858939546415
Position 229: 0.0002554731698089473
Position 1053: 0.00022449967511506294
Position 4007: 0.00018782382077354475
Position 1125: 0.00014253172445729496
Position 648: 0.00012724526464341678
Position 198: 0.00011888447704761277
Position 3141: 8.616753905305141e-05
Position 2725: 7.841426348142526e-05
Position 7480: 5.958401332373825e-05
Position 2120: 4.5012111730225294e-05
Position 1567: 4.180233562603919e-05
Position 1626: 3.981400749586096e-05
Position 1913: 3.935274453616045e-05
Position 1426: 3.7587181879667724e-05
Position 6191: 3.46931753903369e-05
Position 415: 2.673971485627788e-05
Position 291: 2.3671266599341854e-05
Position 1012: 2.174692973907914e-05
Position 1861: 1.6923751155350774e-05
Position 1476: 1.5075210093229882e-05
Position 4367: 1.14145366712833e-05
Position 2548: 8.4887589640833e-06
Position 723: 8.191095197840969e-06
Position 688: 6.873594741035121e-06
Position 544: 6.2942067980601445e-06
Position 861: 5.456260660285684e-06
Position 2522: 3.534173211547346e-06
Position 1454: 3.1172645750850655e-06
Position 2257: 3.0213858328282697e-06
Position 1231: 2.936365694214639e-06
Position 1822: 2.603327941167608e-06
Position 989: 2.471052276672049e-06
Position 974: 2.38212758262517e-06
Position 1148: 2.360885914815627e-06
Position 1390: 2.043727779373143e-06
