Gene = Dctpp1
index = 326
Annotated 5SS: [ 187 1352]
Annotated 3SS: [1240 3372]
SMsplice 5SS: [ 105 1352]
SMsplice 3SS: [1240 3372]
top_k =  500
Partition function (log Z): -5.546444408107221

Sorted 5' Splice Sites (High to Low Probability):
Position 1352: 0.8118372016096435
Position 105: 0.49011108184997265
Position 187: 0.40275270765408866
Position 2636: 0.3133660819917352
Position 2780: 0.22726243774804505
Position 559: 0.08335745492336215
Position 1732: 0.03403371639293584
Position 2231: 0.03265475193864443
Position 235: 0.02643084237666561
Position 1320: 0.023852820583142757
Position 432: 0.01958924901850096
Position 1071: 0.018679704905003997
Position 114: 0.014350253491984915
Position 812: 0.01238062118183977
Position 1636: 0.011866468607415864
Position 1504: 0.006785891948229738
Position 2727: 0.00672683666724242
Position 1427: 0.006299879371032795
Position 277: 0.004918856555986076
Position 1329: 0.0044891743760451346
Position 2585: 0.0028469624811486146
Position 1996: 0.002794952594195821
Position 602: 0.0027117191113080544
Position 1937: 0.0024914768510228926
Position 1783: 0.002455754161595617
Position 52: 0.0021165934739637267
Position 1845: 0.0015505127167983307
Position 1549: 0.0015450653284343285
Position 2507: 0.001528720474153128
Position 293: 0.0015132828721969003
Position 3173: 0.001458364921436043
Position 1356: 0.0012631793997684882
Position 162: 0.0012328412047237021
Position 99: 0.0011816295293231925
Position 68: 0.0010533087616699508
Position 151: 0.0009209077291880379
Position 2900: 0.0007938423065819535
Position 2588: 0.0006736671269456629
Position 1404: 0.0006302459865124381
Position 563: 0.0006251435425108836
Position 2392: 0.0006128366154013033
Position 200: 0.0005912378549009048
Position 2063: 0.000584700671114224
Position 1390: 0.0005477117708968573
Position 372: 0.000544378737522392
Position 775: 0.0005263364931398465
Position 2939: 0.0005011051217431152
Position 2273: 0.0004919990883285642
Position 625: 0.00048721533555069253
Position 670: 0.0004071769962153754
Position 2253: 0.00038630978087817803
Position 2556: 0.00037971185902744035
Position 2645: 0.00034747173083160413
Position 2630: 0.00031095397341307214
Position 1044: 0.00025015960834599696
Position 1171: 0.00021389177838317862
Position 2640: 0.00020433587890230867
Position 1365: 0.00020071788875023302
Position 204: 0.00019608018418551084
Position 466: 0.00013587930168813857
Position 15: 8.97589532075054e-05
Position 1105: 8.795427364970511e-05
Position 619: 8.5329213263255e-05
Position 607: 8.525248716249944e-05
Position 2598: 8.163382617434901e-05
Position 247: 7.912950478949525e-05
Position 338: 7.493831168984149e-05
Position 1001: 6.414581461849074e-05
Position 77: 5.5459923065159484e-05
Position 257: 5.41772641076358e-05
Position 394: 4.295252139587053e-05
Position 194: 4.196400308037231e-05
Position 119: 3.2945423428524635e-05
Position 345: 2.935016548621975e-05
Position 436: 2.905806450999477e-05
Position 942: 2.3507047652085515e-05
Position 389: 2.581459629504583e-06
Position 260: 2.314459625002498e-06
Position 88: 1.702192969082469e-06
Position 8: 1.5994332292382454e-06
Position 596: 4.4975923721266976e-07
Position 580: 4.4959428573026593e-07
Position 232: 3.9796219474401226e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3372: 0.8735335143528963
Position 1240: 0.7607093954175996
Position 2480: 0.3445213124945583
Position 2506: 0.25515395742709246
Position 1257: 0.0497532767744828
Position 1168: 0.04770087380149558
Position 512: 0.037745222533842646
Position 2083: 0.03307685755091114
Position 1470: 0.028529128662234147
Position 1617: 0.018262124742997637
Position 2654: 0.018221494468493134
Position 456: 0.015964326336899697
Position 1901: 0.013950093790526814
Position 3376: 0.013221823351378606
Position 939: 0.012966310826138718
Position 703: 0.00791026706569028
Position 2705: 0.007201634111646264
Position 1671: 0.006404284769869801
Position 2489: 0.004068434774975081
Position 345: 0.003576857903512949
Position 3070: 0.0033793426400315625
Position 265: 0.003343705591057915
Position 3473: 0.003243430619645589
Position 1142: 0.003107644291170365
Position 1208: 0.002717762271911369
Position 2184: 0.0012840919581201724
Position 1266: 0.0011510484596270543
Position 2201: 0.0009891332818125532
Position 685: 0.0009387297043106413
Position 2752: 0.0009266285644859812
Position 268: 0.000838249806258043
Position 1179: 0.000771471776724461
Position 669: 0.0007599673139173944
Position 2048: 0.0007560294804399998
Position 1844: 0.0007236036064327609
Position 461: 0.000714143833692421
Position 242: 0.0006969144300184521
Position 2136: 0.0006662977602930523
Position 217: 0.0006542039346490021
Position 1688: 0.000586291617137786
Position 1987: 0.0005579402226801949
Position 1659: 0.0005550388992644236
Position 2429: 0.0005341603867833512
Position 941: 0.00047708809000840413
Position 3259: 0.0004672829852429638
Position 2707: 0.0004636336536831106
Position 2140: 0.00045386726441841565
Position 1527: 0.0004263294541149552
Position 1478: 0.0004187194500606583
Position 1520: 0.0004107913845255381
Position 322: 0.00041055870155323065
Position 459: 0.00040542692849784823
Position 3509: 0.00037467768490725213
Position 882: 0.0003301310221602382
Position 1720: 0.0003212298619743066
Position 3619: 0.0003076091132826511
Position 1654: 0.00030737278101773246
Position 2521: 0.0002965643906386983
Position 156: 0.00028265561146204743
Position 394: 0.0002750189206240621
Position 3115: 0.0002716672656701257
Position 3512: 0.000211985609005765
Position 1259: 0.00019138380828088872
Position 1286: 0.00015798875512070475
Position 1563: 0.00015248295705669508
Position 962: 0.00014966563751518617
Position 3392: 0.00014871816779565183
Position 810: 0.0001325627411319914
Position 1412: 0.00011306091682887332
Position 1848: 0.00010296721933356008
Position 768: 9.780119212187415e-05
Position 1822: 9.096092390728368e-05
Position 748: 8.961523477970035e-05
Position 1624: 8.664596119941754e-05
Position 1936: 8.128551670286451e-05
Position 420: 7.983393513782112e-05
Position 2142: 7.315741321875506e-05
Position 793: 6.930138913266695e-05
Position 283: 6.0357420489165146e-05
Position 1904: 5.80555624446365e-05
Position 1873: 5.721800610142032e-05
Position 2319: 5.3971234270655144e-05
Position 3566: 4.9771191154158286e-05
Position 1093: 4.955878042803007e-05
Position 1271: 4.795218414751805e-05
Position 429: 4.7844544613510415e-05
Position 2344: 4.5711516394465915e-05
Position 1787: 3.830214898696583e-05
Position 315: 3.3298465246197096e-05
Position 1906: 3.0026498359758392e-05
Position 440: 2.8003380368104306e-05
Position 521: 2.7520470258569336e-05
Position 969: 2.6223546461549872e-05
Position 3743: 2.5000900402895395e-05
Position 774: 2.402678620113009e-05
Position 919: 2.344193615854644e-05
Position 798: 2.3060200404010894e-05
Position 489: 2.0888380787860862e-05
Position 1295: 2.074687791883253e-05
Position 646: 1.9791421242187122e-05
Position 891: 1.5681477299343306e-05
Position 532: 1.546748642917193e-05
Position 245: 1.3473246668984215e-05
Position 477: 1.260959432273841e-05
Position 469: 1.1660906161725849e-05
Position 591: 8.976420609426903e-06
Position 194: 8.343059043791496e-06
Position 131: 6.833168771943268e-06
Position 1105: 3.746345992391405e-06
Position 1692: 2.411162031532962e-06
Position 1149: 2.3690057743260993e-06
Position 1588: 2.156054438730315e-06
Position 1314: 1.9463146004081538e-06
Position 1677: 1.7177970594868293e-06
Position 822: 1.4246561988121325e-06
Position 181: 9.215179503845888e-07
Position 1070: 6.048770800059578e-07
Position 567: 5.01396875029852e-07
Position 422: 4.7231463766181396e-07
Position 191: 4.6065096962556925e-07
Position 162: 2.7795130227192646e-07
Position 357: 2.1765262993699825e-07
Position 1109: 2.0240782279439563e-07
Position 715: 1.501061276294253e-07
Position 770: 1.4267534223666886e-07
Position 77: 1.3596907304644164e-07
Position 169: 1.3142616089285079e-07
Position 483: 1.251800306872194e-07
Position 711: 1.0143539066560918e-07
Position 754: 9.281440584748502e-08
Position 494: 9.203874647074939e-08
Position 431: 7.619187542716797e-08
Position 525: 7.408189753265917e-08
Position 128: 1.5498743484506955e-08
Position 539: 1.250036495199699e-08
Position 109: 4.099082560260391e-09
Position 721: 1.608097743857701e-09
