Gene = Xpr1
index = 1194
Annotated 5SS: [   164  32719  71777  85167  86992  88731  93016 104159 104571 108379
 109708 124221 127135 134117]
Annotated 3SS: [ 32666  71674  84942  86841  88646  92933 103967 104390 108206 109512
 124053 126997 133894 136258]
SMsplice 5SS: [   164  32719  71777  77037  85213  86992  88731  93016 109708 120310
 127135 134117 139076]
SMsplice 3SS: [ 32666  71674  76931  84942  86841  88646  92933 109512 120228 126997
 133894 138964 140175]
top_k =  500
Partition function (log Z): -88.0697093522284

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9498232239794122
Position 1104: 0.17547874873780825
Position 363: 0.04043375306044164
Position 9523: 0.03804842455687413
Position 2382: 0.03575694630609463
Position 2283: 0.033117715362789325
Position 4701: 0.02083575117337433
Position 1277: 0.019313461388899285
Position 4055: 0.01750893641704007
Position 1779: 0.009066586569330274
Position 2498: 0.0036232611327134817
Position 157: 0.003435136142364284
Position 544: 0.0034326281736894357
Position 445: 0.0027244016953166207
Position 4899: 0.0020021758422271384
Position 5316: 0.0009665485232132794
Position 70: 0.00040581343696437943
Position 472: 0.00031512329079021433
Position 2013: 0.0002540766409243193
Position 704: 0.00013964458312961552
Position 919: 0.00012757014926232632
Position 549: 0.00012032327168685748
Position 182: 0.00011406696627732255
Position 148: 0.00011226316880942493
Position 76: 0.00010226488874491433
Position 900: 0.00010001748052004105
Position 1069: 6.091544130380095e-05
Position 100: 5.44350655609343e-05
Position 695: 3.394362182685448e-05
Position 3303: 3.0021489900110848e-05
Position 510: 2.2135279797328096e-05
Position 136: 1.625667598912307e-05
Position 636: 1.4499367363977225e-05
Position 774: 3.6553668438903e-06
Position 1699: 1.4564480355096392e-06
Position 661: 8.7406441874081e-07
Position 676: 6.634842455591056e-07
Position 53: 3.0975890409460737e-07
Position 12: 1.5992884341967255e-07
Position 179: 5.967864978524466e-08
Position 28: 5.72731226266571e-08
Position 34: 1.388949340652603e-08
Position 205: 7.216466000246652e-09
Position 22: 6.634056718198868e-09
Position 328: 5.374437379386738e-09
Position 463: 4.690070989049025e-09
Position 426: 4.0945885862562295e-09
Position 423: 1.6756596907938877e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16239: 0.28376299140222266
Position 9400: 0.2141323353098313
Position 6431: 0.08947102803228807
Position 951: 0.08312955802763212
Position 13226: 0.058222997675291016
Position 993: 0.05545914089547546
Position 3774: 0.04424435394715164
Position 4509: 0.0397187696147594
Position 6083: 0.03746383098193924
Position 899: 0.028709958464840087
Position 9638: 0.028145865899089476
Position 2250: 0.026554958062667798
Position 2200: 0.026085885606224962
Position 9603: 0.025002783271762863
Position 9396: 0.024863174151891293
Position 11713: 0.02373134940889039
Position 1185: 0.021871901883006205
Position 2136: 0.017187043727997654
Position 11211: 0.016256538513329314
Position 1010: 0.011960129365943088
Position 4759: 0.009995968962289886
Position 1571: 0.009869396170624998
Position 2177: 0.009803797678368963
Position 4915: 0.009555801781276851
Position 2575: 0.009009149353251037
Position 6682: 0.008781757240140764
Position 6087: 0.008050659822280024
Position 1990: 0.007523549862128671
Position 2600: 0.006666130144491262
Position 6452: 0.006602396540193188
Position 9828: 0.006334397216590429
Position 2078: 0.006004817339363256
Position 3793: 0.0059674756210246795
Position 7546: 0.00518983065300082
Position 1043: 0.004693583537485984
Position 4691: 0.004668042883120311
Position 1908: 0.004659716361621147
Position 1536: 0.004483566186286064
Position 8862: 0.004374232840419524
Position 2219: 0.004285586098193946
Position 7804: 0.0034955279132163446
Position 2662: 0.0032852260660132266
Position 347: 0.003021173853131062
Position 7590: 0.002689569036370276
Position 2374: 0.0026256939739770697
Position 3374: 0.002606911994045619
Position 8322: 0.0025683425035336483
Position 4433: 0.002543493216560574
Position 3346: 0.002313756148643228
Position 7822: 0.002279144041174232
Position 1206: 0.0020109708365255094
Position 1195: 0.001934206616373246
Position 5925: 0.0018475657225621687
Position 5423: 0.0017508142941260367
Position 6855: 0.001558312329233304
Position 576: 0.0015146415030201069
Position 4177: 0.0014359319355384745
Position 7345: 0.001385180933182214
Position 6239: 0.0013655143476363353
Position 3260: 0.0013190704183406855
Position 5119: 0.001259701906028092
Position 1666: 0.0012002172812648267
Position 5954: 0.0011956857717196109
Position 4362: 0.0011557835014535545
Position 2348: 0.0011348332187616928
Position 6822: 0.0010637193333441217
Position 242: 0.0010574582210687768
Position 4404: 0.0009867414237595684
Position 3446: 0.0009830172035577985
Position 4198: 0.0009664716351458183
Position 3972: 0.000919495251757258
Position 3090: 0.0007824210426269028
Position 4359: 0.0007652958491112011
