Gene = Cmc1
index = 273
Annotated 5SS: [  161 34838 75056]
Annotated 3SS: [34747 74964 84828]
SMsplice 5SS: [  110 16940 27031 34838 43603 64512 75056]
SMsplice 3SS: [16873 26891 34747 43474 64408 74964 84828]
top_k =  500
Partition function (log Z): -54.79120463315372

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.6493125576771629
Position 161: 0.29323530256754055
Position 721: 0.20567021265152824
Position 4813: 0.19591658884695265
Position 1602: 0.19554419537528017
Position 1587: 0.16961672832680982
Position 5000: 0.16815780121798896
Position 4280: 0.16074520149062796
Position 4786: 0.06935833236221785
Position 1517: 0.06512486843970013
Position 951: 0.04044340900165694
Position 957: 0.02433179639583858
Position 2541: 0.01997447882052713
Position 1484: 0.01492014807834156
Position 4817: 0.014329709638865604
Position 224: 0.011988482879521511
Position 4239: 0.011325996501311025
Position 4830: 0.007956504645932259
Position 219: 0.005147936445525178
Position 328: 0.005063462382694164
Position 4163: 0.004609699760720591
Position 5907: 0.0034727826284968464
Position 2618: 0.002708917841427623
Position 4863: 0.002631939306985997
Position 4336: 0.0024136698601682303
Position 6718: 0.0019709055299373477
Position 1035: 0.001942961561802093
Position 631: 0.0011968193339908593
Position 1916: 0.0008927775667748906
Position 961: 0.0008370509792676707
Position 169: 0.00039174522513072405
Position 1314: 0.0002014712861384806
Position 986: 0.00018042759037703847
Position 1370: 0.0001776632383060951
Position 321: 0.00016516967573408103
Position 446: 0.0001469764808151343
Position 533: 0.00014289213453968358
Position 181: 6.461014375735817e-05
Position 199: 3.3540442870044e-05
Position 409: 3.012030504229183e-05
Position 16: 2.3792131277563563e-05
Position 178: 2.0130068537999588e-05
Position 439: 1.7085415124051545e-05
Position 541: 1.574820614540679e-05
Position 1335: 1.548763927943409e-05
Position 379: 1.4829847252148913e-05
Position 342: 1.4712647794328496e-05
Position 294: 1.2213573061176577e-05
Position 602: 9.336895733886007e-06
Position 523: 9.030159323593049e-06
Position 114: 6.385435679990253e-06
Position 543: 5.2106876581085e-06
Position 565: 4.349406590195557e-06
Position 271: 4.252000688598717e-06
Position 574: 4.2392678041971595e-06
Position 643: 4.140247836435998e-06
Position 683: 3.4042619741952217e-06
Position 734: 2.531748881657826e-06
Position 337: 2.410401520933366e-06
Position 724: 2.20501453181439e-06
Position 175: 2.0902754276963543e-06
Position 351: 1.2573276181546428e-06
Position 620: 1.226422573338105e-06
Position 395: 2.5053491815458876e-09
Position 413: 2.3195587848258393e-09
Position 349: 7.877072210697193e-10
Position 389: 1.5196015496719922e-11
Position 457: 1.7727404935215041e-12
Position 402: 5.679229157260822e-13
Position 473: 3.8493335076219906e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4736: 0.5092977364587419
Position 1435: 0.4089464862767749
Position 7137: 0.26365986517878576
Position 4158: 0.18910592835392134
Position 4600: 0.16778221385687012
Position 8631: 0.13852168005463006
Position 630: 0.1351782483633751
Position 5359: 0.0885937210984234
Position 5336: 0.06361736418358412
Position 791: 0.03939359653179213
Position 6270: 0.03134181650447539
Position 5392: 0.031188973126210037
Position 523: 0.02472688532626283
Position 2398: 0.021047951767363928
Position 5205: 0.01927464220784766
Position 834: 0.018237970619470523
Position 5197: 0.017941328930280897
Position 7259: 0.01548825245621511
Position 5629: 0.015443428556234134
Position 4522: 0.014043156960696603
Position 1289: 0.011862287146494854
Position 536: 0.010783039256675538
Position 5495: 0.010032119293757752
Position 7842: 0.009385966139724358
Position 5561: 0.008347727847985209
Position 2496: 0.008130293149875284
Position 1246: 0.006173920881570919
Position 6040: 0.005795192754335272
Position 1320: 0.005685476014127683
Position 1441: 0.004981632554378398
Position 4041: 0.004879767512497506
Position 1363: 0.004606414054174876
Position 1398: 0.004351674150808974
Position 439: 0.0041700489871581035
Position 806: 0.003913991288110683
Position 5769: 0.003558013723880995
Position 6601: 0.0034399685347355994
Position 2326: 0.0033888180808983306
Position 1202: 0.002182151024706593
Position 480: 0.002068371303072976
Position 2056: 0.0018788199626474705
Position 1947: 0.0016451289295433154
Position 638: 0.0014949801048179086
Position 3876: 0.001266069578037684
Position 882: 0.0012488750327999828
Position 2703: 0.0011446164854062746
Position 1471: 0.0011088537219478673
Position 4666: 0.0010966635081426236
Position 1414: 0.0010827875474819075
Position 424: 0.0010411238657745344
Position 444: 0.0010108549865468217
Position 839: 0.0009797256486299825
Position 1753: 0.0009757063530347535
Position 856: 0.0008904595077221286
Position 1858: 0.0008882462390715352
Position 2202: 0.0007400514584829808
Position 2846: 0.0007047660837975879
Position 290: 0.0005701335268727048
Position 541: 0.000493369439732993
Position 2802: 0.0004425573035100279
Position 223: 0.00035848214415532806
Position 787: 0.0002084010789685675
Position 4227: 0.00014529589149133882
Position 1798: 0.00012774779899378796
Position 1142: 9.734597847298479e-05
Position 389: 7.948144773913786e-05
Position 668: 7.38880349094028e-05
Position 643: 5.096374219635636e-05
Position 558: 3.5994766912574436e-05
Position 466: 3.442445156902394e-05
Position 896: 3.0004035930683253e-05
Position 683: 2.601043042929676e-05
Position 656: 7.654580756667191e-06
Position 939: 6.719786852242104e-06
Position 921: 6.315811517225804e-06
Position 1405: 3.905290417760959e-06
Position 565: 1.1163947136551268e-06
Position 551: 7.628258519634638e-07
Position 1721: 7.592575436923699e-07
Position 246: 5.907003080979373e-07
Position 1547: 5.380130254224353e-07
Position 1562: 4.990899285215785e-07
Position 572: 4.307785343989599e-07
Position 258: 4.1528137211523947e-07
Position 451: 3.6974470945175783e-07
Position 648: 3.641859794127207e-07
