Gene = Fuom
index = 416
Annotated 5SS: [  97  803 1072 1314 2525]
Annotated 3SS: [ 733 1000 1214 2450 5363]
SMsplice 5SS: [  97  803 1072 1314 2525]
SMsplice 3SS: [ 733 1000 1214 2450 5363]
top_k =  500
Partition function (log Z): 6.963560080425417

Sorted 5' Splice Sites (High to Low Probability):
Position 1072: 0.9837953666244315
Position 1314: 0.9602345899646919
Position 803: 0.9379663171792794
Position 2525: 0.7413802492195422
Position 97: 0.7159381422628812
Position 4635: 0.19531814861234556
Position 2601: 0.18942256180898498
Position 5115: 0.1749795087033029
Position 323: 0.14188339351855364
Position 2872: 0.09531753667327961
Position 609: 0.09174820412963662
Position 5126: 0.05794690029923145
Position 823: 0.0561708828832578
Position 2945: 0.04950108956307169
Position 136: 0.04195363451276012
Position 394: 0.03749085256929416
Position 3530: 0.03650994091727407
Position 1398: 0.029857444291979514
Position 5217: 0.023990582984394215
Position 2622: 0.018688270727641842
Position 164: 0.015640381946143343
Position 3039: 0.013198167967848872
Position 3940: 0.013136456749442178
Position 39: 0.012581205525840635
Position 275: 0.012292677481816597
Position 670: 0.011571881044389706
Position 1593: 0.007740337467601612
Position 147: 0.006109207384142593
Position 4393: 0.005568761651281606
Position 304: 0.004838259365542056
Position 1107: 0.003963496691787774
Position 4108: 0.003405019934532965
Position 665: 0.0032807555318076875
Position 1370: 0.003189987996858147
Position 1963: 0.003005792667952595
Position 4743: 0.0029154238210361335
Position 1309: 0.00265250284843105
Position 895: 0.0025810230005185986
Position 3079: 0.0025600199628193444
Position 4476: 0.002351644428020277
Position 1820: 0.0022556609808435674
Position 2058: 0.0020394296360758263
Position 2918: 0.0020019830438443944
Position 2561: 0.0019613540420238907
Position 2174: 0.0019407433439478923
Position 4349: 0.0019095930570783475
Position 310: 0.0018244611323605404
Position 389: 0.0015287747527431433
Position 4702: 0.0011818511311387863
Position 4711: 0.0009864973026262004
Position 1682: 0.0007609512668600624
Position 1544: 0.0005971073446120398
Position 1344: 0.0005010909959416216
Position 1561: 0.0004756571506948051
Position 567: 0.000469811481933745
Position 3425: 0.0004523048491327514
Position 4173: 0.00038943452796923894
Position 845: 0.000375902932150938
Position 1524: 0.00035845588052784273
Position 2548: 0.00033774240047833775
Position 1662: 0.00028360243902328456
Position 2341: 0.00027555053809403775
Position 169: 0.0002613848554956366
Position 584: 0.0002586472086309056
Position 44: 0.00021361942610668958
Position 1804: 0.0001937092932845945
Position 5512: 0.0001903253526742508
Position 1780: 0.00018483770529272755
Position 613: 0.00017483589898924375
Position 903: 0.00015637853751867135
Position 860: 0.00012951601618115135
Position 336: 0.00012363427638084653
Position 945: 0.00011693186224984274
Position 1507: 0.00011497941943994287
Position 854: 0.00010663058592708735
Position 1481: 0.0001002435968932349
Position 386: 9.882014392563803e-05
Position 638: 9.878416961449799e-05
Position 865: 8.748184807729293e-05
Position 1318: 8.169637589589831e-05
Position 2529: 7.856614429688467e-05
Position 1797: 6.255459332121418e-05
Position 1934: 6.251426608584366e-05
Position 3147: 6.100277578678882e-05
Position 934: 4.505934847660922e-05
Position 15: 4.406720728417755e-05
Position 1279: 4.325010645627282e-05
Position 620: 4.140490095003789e-05
Position 3650: 3.780376975770289e-05
Position 774: 3.756123755558667e-05
Position 59: 3.0403041679241862e-05
Position 647: 2.9998017980523882e-05
Position 2420: 2.7139764699951875e-05
Position 374: 2.6474635770600277e-05
Position 657: 1.8697089430331156e-05
Position 56: 1.719851590691328e-05
Position 626: 1.5526005165846805e-05
Position 640: 1.0762610132315816e-05
Position 920: 6.177087810824737e-06
Position 183: 5.336909654860549e-06
Position 1178: 4.374177479989642e-06
Position 1060: 3.176248973236424e-06
Position 917: 3.0752564200663793e-06
Position 2491: 2.6790098756530578e-06
Position 784: 2.1017757546559862e-06
Position 538: 1.5321437999210427e-06
Position 937: 1.2138504351280117e-06
Position 957: 1.0386170242900034e-06
Position 1233: 9.801736654234729e-07
Position 1030: 7.189273884321007e-07
Position 963: 4.820114111831311e-07
Position 1240: 2.673121514002669e-07
Position 1205: 1.073796570088847e-07
Position 1377: 9.679748629446523e-08
Position 1221: 1.174292999284877e-08
Position 1383: 2.737391543081831e-10
Position 1485: 5.391139552337414e-12

Sorted 3' Splice Sites (High to Low Probability):
