Gene = Catspere1
index = 201
Annotated 5SS: [   187  11317  16962  17780  20314  34437  41877  49106  51900  63882
  71765  73181  78210  99347 128221 129250 129398 134524 139890 143490
 151444]
Annotated 3SS: [ 11267  16887  17709  20248  34411  41798  48998  51406  63400  71309
  73121  78133  99293 128169 129215 129317 134423 139802 143331 151389
 153648]
SMsplice 5SS: [   187  17780  37391  41877  44022  73181  78210  79153  99347 126056
 129326 134524 139890 141396 142609 143490 143801 149871]
SMsplice 3SS: [ 17709  37312  41798  43791  73121  78042  79042  99293 125966 129215
 134423 139802 141285 142491 143331 143638 149734 153110]
top_k =  500
Partition function (log Z): -96.82556878410625

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.5170649220083919
Position 3128: 0.5141205742983518
Position 822: 0.21770211969628853
Position 818: 0.214275736800226
Position 10653: 0.11110552109049873
Position 134: 0.09817500440279524
Position 9827: 0.04797634721350263
Position 2839: 0.024417087945773727
Position 2008: 0.024217587890530263
Position 3096: 0.021325712557598835
Position 6122: 0.02044423858285732
Position 1840: 0.018353861830885516
Position 3019: 0.015022440403409434
Position 3214: 0.013547425250135995
Position 3231: 0.012596398317057896
Position 8539: 0.009882756575246458
Position 707: 0.008439360179070855
Position 121: 0.008233760544767342
Position 8546: 0.008032577222747774
Position 2316: 0.007090203957280231
Position 5306: 0.005639602417984552
Position 6222: 0.004394453278917324
Position 3139: 0.004098144725229022
Position 10683: 0.0038534728564166712
Position 6484: 0.0037819618104622064
Position 2059: 0.0035251331951656087
Position 3101: 0.0031076841523535537
Position 2905: 0.0030351736212707076
Position 1562: 0.0029165160107392212
Position 7672: 0.0027845596785614807
Position 460: 0.002502280208788443
Position 3558: 0.002128624766675364
Position 1003: 0.0018650201779528577
Position 464: 0.001803999223378651
Position 94: 0.0017394217311891586
Position 468: 0.0016987671235860076
Position 842: 0.0016526881788278783
Position 472: 0.0016466158223969055
Position 2862: 0.0015917659675261553
Position 91: 0.0015453855901628277
Position 3194: 0.0012978385273241585
Position 476: 0.0011604850892751786
Position 1968: 0.001134263694777256
Position 2994: 0.0010857899644108483
