Gene = Ivl
index = 597
Annotated 5SS: [44]
Annotated 3SS: [955]
SMsplice 5SS: [186]
SMsplice 3SS: [955]
top_k =  500
Partition function (log Z): -8.822256002661934

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.6294923435603421
Position 44: 0.22630972143264916
Position 35: 0.1070602867383092
Position 1240: 0.04022944075086256
Position 402: 0.030314878415851558
Position 890: 0.010002106761173331
Position 384: 0.009736801288669304
Position 2135: 0.00937823435050631
Position 1111: 0.007369038961847369
Position 190: 0.00577376684731417
Position 852: 0.005083761743187758
Position 683: 0.003308585991334967
Position 1196: 0.003094255654460813
Position 881: 0.0030401772726698587
Position 1451: 0.0017976428113327995
Position 588: 0.0010921468146853238
Position 1042: 0.0009566359736385476
Position 524: 0.0006544504011331119
Position 451: 0.0006536424064534393
Position 610: 0.00034990994162339387
Position 296: 0.000342421999013597
Position 389: 0.0002792083034601086
Position 267: 0.0002706161384049283
Position 258: 0.00020255359894730645
Position 849: 0.0001842713813859309
Position 50: 9.673686219558731e-05
Position 809: 8.501338665003275e-05
Position 211: 4.169592114363368e-06
Position 78: 2.9858132652774067e-06
Position 721: 2.664413247946855e-06
Position 581: 1.9422884959184127e-06
Position 738: 1.7345683657650425e-06
Position 238: 1.6975217782192643e-06
Position 829: 1.6028155092242053e-06
Position 62: 8.201795740445124e-07
Position 501: 3.466330283182044e-07
Position 130: 2.3760475429749025e-07
Position 39: 2.3314745613715952e-07
Position 192: 1.8424621675517017e-07
Position 755: 1.593366556550654e-07
Position 69: 1.4016020967204232e-07
Position 48: 1.1412250529289554e-07
Position 111: 5.7612743325049676e-08
Position 113: 5.218319035195262e-08
Position 124: 2.036239978537021e-08
Position 475: 3.966979548604018e-13
Position 345: 3.000528266720711e-14
Position 307: 1.6682709473280823e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 955: 0.6172531882886122
Position 2636: 0.12711926174429955
Position 819: 0.10199146034716075
Position 926: 0.05184964316501405
Position 1054: 0.041804769400818315
Position 967: 0.020604258849318227
Position 1989: 0.014881191896746063
Position 653: 0.011719712766497374
Position 345: 0.009268071587591685
Position 1026: 0.006433471437828537
Position 1015: 0.006426713562738646
Position 296: 0.006051684518841142
Position 1341: 0.005779489651158721
Position 2572: 0.004448279473300157
Position 555: 0.004395817709429808
Position 1110: 0.004363074503381015
Position 609: 0.004267639605542483
Position 711: 0.004223244914887318
Position 307: 0.0037439163045628145
Position 2790: 0.003591656527840711
Position 1344: 0.0033062123928461933
Position 638: 0.002738225968461925
