Gene = Gtf2a2
index = 524
Annotated 5SS: [ 112 2861 4374 6966]
Annotated 3SS: [2741 4268 6838 9886]
SMsplice 5SS: [ 112 2861 4374 6966]
SMsplice 3SS: [2741 4237 6838 9886]
top_k =  500
Partition function (log Z): -4.662139290877131

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9548976966270346
Position 6966: 0.8903008542267176
Position 2861: 0.7654615402577641
Position 4374: 0.6356119538640571
Position 4642: 0.5053657276878005
Position 2466: 0.34326972582115933
Position 4424: 0.2417325280458382
Position 3388: 0.1923332907376076
Position 6269: 0.10519774485062588
Position 681: 0.10372710662172814
Position 7994: 0.08876392907245753
Position 1420: 0.06106341392529939
Position 8798: 0.04657369854285829
Position 4457: 0.0424594330532774
Position 2473: 0.022763179011456393
Position 6960: 0.020396766399931182
Position 774: 0.020050822255883127
Position 8780: 0.01673015073978755
Position 579: 0.01575508817093745
Position 9241: 0.015551200732388809
Position 1569: 0.013588267261077973
Position 2456: 0.011223640520916872
Position 160: 0.009416493593889142
Position 6563: 0.00821325754468842
Position 7148: 0.005618857869580036
Position 8052: 0.005464311024575427
Position 5136: 0.005290100003567099
Position 403: 0.0052176991199460974
Position 310: 0.004616020192718406
Position 4702: 0.004396698505614534
Position 599: 0.004369377176265226
Position 6911: 0.004205331518462015
Position 5974: 0.003635112193540788
Position 3293: 0.0032455448062113615
Position 2583: 0.0026246528421885024
Position 3776: 0.002376918930101214
Position 397: 0.0021854836781080686
Position 3239: 0.002063816469533813
Position 3361: 0.0018578700982574438
Position 1330: 0.001259717081644297
Position 9245: 0.0009481125359099789
Position 50: 0.0009440069646400816
Position 2428: 0.0008860299120059993
Position 699: 0.0006511033515470409
Position 3194: 0.0004845914382827204
Position 1043: 0.00027761834243067657
Position 391: 0.00026384472397741524
Position 1942: 0.00024925365509372656
Position 2889: 0.00015259798056038132
Position 3189: 0.00010751591203607016
Position 572: 9.702502084125494e-05
Position 609: 8.597096216920918e-05
Position 923: 4.0682432779704165e-05
Position 730: 3.540972013308261e-05
Position 676: 3.424490794126033e-05
Position 784: 2.9203622546745635e-05
