Gene = Ubl3
index = 1160
Annotated 5SS: [  710 40769 43394 46217]
Annotated 3SS: [40659 43306 46138 46474]
SMsplice 5SS: [  710 40769 43394 46217]
SMsplice 3SS: [40659 43306 46138 46474]
top_k =  500
Partition function (log Z): -33.9639863742297

Sorted 5' Splice Sites (High to Low Probability):
Position 4743: 0.7136546990819012
Position 710: 0.679392991364176
Position 2450: 0.34283051476680504
Position 506: 0.30994729823142486
Position 1158: 0.2893415252154324
Position 818: 0.128376458836273
Position 111: 0.09928975214947561
Position 3376: 0.0833654196894218
Position 6465: 0.06377933202918681
Position 6491: 0.0615892916263337
Position 4307: 0.04607710690396177
Position 2389: 0.04130060366273615
Position 5774: 0.04068148929335315
Position 6692: 0.033193985270515605
Position 798: 0.031933422552505066
Position 158: 0.03106533842044715
Position 1204: 0.028242526863126713
Position 393: 0.00824496100371165
Position 195: 0.008185423433941507
Position 329: 0.00553026393529579
Position 4125: 0.005178301399078901
Position 3212: 0.004685238599552165
Position 397: 0.00405406014428647
Position 262: 0.0023349221504308758
Position 432: 0.0020730836046312148
Position 126: 0.0017657182505537352
Position 589: 0.0011692444391659354
Position 316: 0.0011213031763579464
Position 496: 0.0009310791543733678
Position 289: 0.0009157803286479619
Position 260: 0.0004843959641992525
Position 733: 0.00029366095025612265
Position 923: 0.0002853029636379495
Position 2564: 0.0002740763529709125
Position 2461: 0.0002738669398304653
Position 1383: 0.00025077926562855563
Position 327: 0.00019697155115133716
Position 414: 0.00014649668794132638
Position 742: 0.00012367639190990226
Position 750: 0.00010077258873410116
Position 786: 8.539184062409047e-05
Position 725: 7.049332600261658e-05
Position 280: 6.394269038159154e-05
Position 990: 5.1087805976309416e-05
Position 652: 4.093831740284209e-05
Position 399: 3.759192458233186e-05
Position 273: 2.763267873732633e-05
Position 916: 1.2194984507876128e-05
Position 995: 9.45715979652359e-06
Position 870: 9.091790192493625e-06
Position 583: 7.95723909252259e-06
Position 608: 7.0020010109279095e-06
Position 401: 6.108174369750851e-06
Position 714: 5.957280837267345e-06
Position 747: 2.280657180525513e-06
Position 611: 4.967718563346481e-07
Position 1265: 1.5841684222676974e-07
Position 638: 1.1800681471790806e-07
Position 643: 1.172386192888455e-07
Position 1105: 9.412032378104075e-08
Position 685: 8.717625672174032e-08
Position 1208: 6.132993483793759e-08
Position 695: 4.911203988055626e-08
Position 690: 2.7978459534279093e-08
Position 745: 1.0050583168185763e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4651: 0.7250326406267298
Position 2344: 0.3416690396229833
Position 611: 0.3260000499399286
Position 14051: 0.3139835269951581
Position 9712: 0.1606356022040176
Position 6291: 0.13153678915683553
Position 8985: 0.11586580193921824
Position 1065: 0.10626933447635277
Position 9421: 0.09793661969326255
Position 1009: 0.0956264246764297
Position 3259: 0.09286732536312133
Position 6606: 0.08471200348640123
Position 5671: 0.07486579925312033
Position 906: 0.06700336562339375
Position 5722: 0.06532357937772014
Position 4240: 0.027333217333160343
Position 12639: 0.02662211833488655
Position 2238: 0.02496907428011754
Position 4176: 0.017590609938099175
Position 936: 0.014894764787145938
Position 3812: 0.012840929869957402
Position 3630: 0.012232444987544812
Position 5354: 0.01201149831305753
