Gene = Fam174a
index = 394
Annotated 5SS: [  628 11621]
Annotated 3SS: [11485 20312]
SMsplice 5SS: [  628 10740 11621 19032]
SMsplice 3SS: [10632 11485 18947 20312]
top_k =  500
Partition function (log Z): -10.295132147378574

Sorted 5' Splice Sites (High to Low Probability):
Position 11621: 0.9945287203185417
Position 628: 0.8329892008708198
Position 19032: 0.5373408781666512
Position 5341: 0.531535911748608
Position 10740: 0.4173427274407985
Position 12844: 0.3504626557468198
Position 10786: 0.32159954199395246
Position 3109: 0.13773747948433845
Position 13128: 0.08825893573871868
Position 13515: 0.06261332548717292
Position 524: 0.050592435179605835
Position 287: 0.04232477938800644
Position 584: 0.0324612622540448
Position 680: 0.03179411433832467
Position 8697: 0.029747699498331795
Position 10239: 0.029610922280161007
Position 19064: 0.020084383625762703
Position 10219: 0.01841287657279367
Position 10235: 0.017193405331768042
Position 7549: 0.014237609789806958
Position 19395: 0.01305926770051655
Position 16175: 0.011947541035848979
Position 7817: 0.011832895876739979
Position 5618: 0.010632106885386742
Position 12515: 0.008614305127695763
Position 277: 0.00835661557339633
Position 13643: 0.007354396614056441
Position 19475: 0.006568172969576978
Position 3952: 0.006083808633056051
Position 311: 0.005906451989262606
Position 2983: 0.005566540208102501
Position 3116: 0.005386296930533032
Position 1585: 0.0035268922060516703
Position 1033: 0.003230234820135372
Position 5054: 0.0031951827400735454
Position 13818: 0.002608612377567921
Position 17036: 0.002465484281390893
Position 950: 0.0023422513980857758
Position 1264: 0.0013839674276464934
Position 12536: 0.0012736275486755588
Position 1450: 0.001266146947305564
Position 3008: 0.0012575477298793838
Position 2718: 0.0011730963177986834
Position 4930: 0.001157891856736753
Position 13307: 0.00022270978442877795
Position 128: 0.000141812560884287
Position 302: 6.322352230098102e-05
Position 501: 2.7760209709077037e-05
Position 256: 1.752336576733292e-05
Position 325: 1.6064578983746215e-05
Position 169: 1.4344091608335914e-05
Position 111: 1.1123812977598346e-05
Position 299: 1.0361027342300365e-05
Position 250: 9.226533952028516e-06
Position 8: 7.697010377230136e-06
Position 614: 7.06987592211304e-06
Position 253: 7.019635074360849e-06
Position 463: 6.815642372975854e-06
Position 596: 6.336050156936622e-06
Position 779: 4.460997769909427e-06
Position 814: 3.3009883474168105e-06
Position 292: 2.432293828053883e-06
Position 352: 2.184071954617798e-06
Position 623: 1.2600725924508751e-06
Position 185: 1.1249290544683033e-06
Position 99: 1.0263208602901974e-06
Position 574: 1.0189095747286943e-06
Position 71: 4.0045971263317284e-07
Position 319: 3.798344670565662e-07
Position 708: 2.751022672710929e-07
Position 21: 2.689232645677766e-07
Position 248: 2.0431375131358394e-07
Position 604: 1.9889681360022358e-07
Position 712: 1.9237218455289515e-07
Position 403: 1.829522887342554e-07
Position 578: 1.7315199040682583e-07
Position 602: 1.6935775657064217e-07
Position 510: 1.1045203295641375e-07
Position 945: 1.0969677527427518e-07
