Gene = Mnx1
index = 687
Annotated 5SS: [ 886 3715]
Annotated 3SS: [3553 4238]
SMsplice 5SS: [ 132  886 3715]
SMsplice 3SS: [ 758 3553 4238]
top_k =  500
Partition function (log Z): -6.99724824284268

Sorted 5' Splice Sites (High to Low Probability):
Position 3715: 0.9455021515951179
Position 132: 0.8839713287309992
Position 886: 0.6406540605854314
Position 2400: 0.07776658359956647
Position 1601: 0.07436195559862596
Position 3219: 0.03632230562617947
Position 1321: 0.028682387332403955
Position 4804: 0.017766159673905307
Position 1202: 0.016872350939277303
Position 3936: 0.011362800946739764
Position 1117: 0.010144718811763657
Position 4360: 0.009322043006786676
Position 4139: 0.008420278387350018
Position 517: 0.008053620355906399
Position 3457: 0.0072909511121969535
Position 1015: 0.006850894609125395
Position 1170: 0.006382537405982851
Position 1124: 0.006366627805330234
Position 4504: 0.006275756212832497
Position 86: 0.006179570439715482
Position 3444: 0.005736189199107339
Position 406: 0.005075649522609125
Position 3682: 0.004448919656311967
Position 2023: 0.00411468451927145
Position 126: 0.0035988979656553367
Position 4510: 0.00310306830326414
Position 759: 0.0030718635483150754
Position 51: 0.0028943512817143804
Position 1861: 0.00249889611590452
Position 3984: 0.0020963645505717526
Position 285: 0.0020095243547727016
Position 306: 0.0016679762930642136
Position 36: 0.0016224075540577903
Position 1258: 0.0013286764532620065
Position 3256: 0.0012874895628827475
Position 3995: 0.0010403965764535813
Position 890: 0.0010317767465188924
Position 3401: 0.0009929921072480273
Position 3654: 0.0009250816947963819
Position 4853: 0.0009009843105771855
Position 2020: 0.0008697183648785944
Position 1301: 0.0008600790898343172
Position 1857: 0.0007659880637088268
Position 1792: 0.0007531431428717311
Position 3746: 0.0007033399915645018
Position 4493: 0.0007030872895440603
Position 1211: 0.0005884360410312198
Position 5303: 0.0005444509953869504
Position 1569: 0.0005430973335645503
Position 598: 0.0003910353026653504
Position 4447: 0.00033987946997784
Position 313: 0.0003144931971713583
Position 3277: 0.00023983024161581258
Position 1615: 0.00016929628791382623
Position 176: 0.0001366163885611071
Position 237: 0.00011974235943876485
Position 349: 8.297034687199594e-05
Position 553: 8.212935731397668e-05
Position 4398: 3.9543522431199156e-05
Position 681: 3.746160202350363e-05
Position 431: 3.539678564237496e-05
Position 1027: 3.302719848773635e-05
Position 364: 3.1346690286390894e-05
Position 4423: 2.8088487238670803e-05
Position 373: 1.6396163288356483e-05
Position 688: 1.3018348522895588e-05
Position 3808: 3.2293981425303068e-06
Position 3832: 2.5305473244467793e-06
Position 3793: 2.2484093741799613e-06
Position 805: 2.2210758779828583e-06
Position 3955: 2.2206429820134545e-06
Position 912: 2.1251739043961728e-06
Position 996: 2.0740379743074377e-06
Position 4098: 2.0530251848467657e-06
Position 3893: 1.7988710631210605e-06
Position 4170: 3.1588438564540794e-07
Position 3976: 3.139704534069836e-07
Position 842: 9.463641223361189e-08
Position 830: 9.426825364268956e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3553: 0.8996087138975702
Position 4238: 0.6329793343837526
Position 758: 0.48423152020069515
Position 4694: 0.07083412251285791
Position 3558: 0.06721713291371416
Position 1524: 0.058626389101973916
Position 800: 0.05687728733346903
Position 1107: 0.0546394442301376
Position 3176: 0.0544920222282228
Position 2258: 0.04968128794356804
Position 3806: 0.04964072172421906
Position 4225: 0.04244026514895418
Position 4879: 0.031973193721250105
Position 967: 0.031114802210475467
Position 5225: 0.025674666881106898
Position 4412: 0.023318815265963768
Position 5185: 0.02106672995901716
Position 4256: 0.018474289661101546
Position 5267: 0.016165825247975642
Position 4447: 0.01008707423591039
Position 3842: 0.00897358512265209
Position 2232: 0.008253085788414367
Position 3611: 0.008222035586511146
Position 4057: 0.007996930696426995
Position 659: 0.007541803015358304
Position 830: 0.007327468687112749
Position 1544: 0.007321589306862982
Position 5321: 0.0069315640068302285
Position 5406: 0.0061496058400964905
Position 4244: 0.005929798307217409
Position 2225: 0.005676797486957806
Position 4498: 0.00566342932947768
Position 1649: 0.005514874617373882
Position 4917: 0.005434007656585068
Position 2309: 0.005328307987421271
Position 2189: 0.004225665672902495
Position 3931: 0.003955177599694849
Position 4131: 0.0037276909747847027
Position 4736: 0.0032273038306562763
Position 1813: 0.0030457297402560007
Position 688: 0.00303222990147796
Position 4564: 0.002928645996717519
Position 764: 0.0029262091026492684
Position 5340: 0.0021259673331974487
Position 4466: 0.0020741479021856397
Position 2060: 0.0019535028023541217
Position 4913: 0.0018053702349970988
Position 4601: 0.0015159942627568515
Position 1345: 0.001430743159581291
Position 3564: 0.0013129884181382338
Position 3512: 0.0012085210393191592
Position 4698: 0.0012012917321229445
Position 3005: 0.0011897711084378948
Position 1568: 0.0011460706506972733
Position 4282: 0.001056350158467764
Position 4289: 0.0010123134676551563
Position 4731: 0.0009089743094369033
Position 3987: 0.000893024620714691
Position 2143: 0.0008721812981550615
Position 5169: 0.0008695225007117397
Position 4598: 0.0008614194653108134
Position 4012: 0.0007996687640191963
Position 1269: 0.0007811722246870189
Position 3527: 0.0006755919139016364
Position 3819: 0.0006376354371606109
Position 811: 0.0005955307384985561
Position 2319: 0.0005842395946784279
Position 4850: 0.000576551626752862
Position 4212: 0.0005394534934483847
Position 1938: 0.0005253180022797997
Position 4569: 0.0005216945058312616
Position 2195: 0.0005083264816102405
Position 1753: 0.0004875912732857346
Position 4353: 0.00048478239307390026
Position 4296: 0.0004432356622701858
Position 2114: 0.00043223125719230867
Position 3582: 0.0003970638885486522
Position 635: 0.0003941119420635408
Position 1111: 0.00038690759110144885
Position 708: 0.0003839046347253623
Position 3881: 0.0003577011043056405
Position 2382: 0.00033823624635292754
Position 3916: 0.0003222240717684566
Position 3590: 0.00031488927244874607
Position 720: 0.00028217870288321366
Position 1870: 0.0002665807981622962
Position 4993: 0.000259485034573805
Position 3935: 0.00024055460710756168
Position 869: 0.00022925052752756226
Position 3812: 0.00022241312238385592
Position 702: 0.00017897642481180126
Position 699: 0.00017855658843721482
Position 5285: 0.00016675500437903333
Position 4417: 0.00016243063681789814
Position 4370: 0.00015790399214618613
Position 1699: 0.0001180557282516255
Position 1945: 0.0001178623794492608
Position 306: 9.994720310991013e-05
Position 399: 8.194637484200755e-05
Position 266: 5.8992582449343205e-05
Position 180: 2.6519073427224836e-05
Position 558: 2.4482636903788993e-05
Position 1039: 1.882403495669466e-05
Position 561: 1.8295685033300752e-05
Position 912: 1.8085532745926882e-05
Position 883: 1.4704567718153396e-05
Position 331: 1.4456755275417225e-05
Position 252: 1.1195544673915934e-05
Position 1325: 1.0130782146108307e-05
Position 1019: 7.512916618951303e-06
Position 389: 6.325852385520261e-06
Position 2079: 5.6502830800447966e-06
Position 476: 5.557341570198123e-06
Position 2094: 5.494732133157695e-06
Position 2199: 5.449070889486812e-06
Position 501: 5.091324898320846e-06
Position 373: 4.686304156071176e-06
Position 1921: 4.00112072595464e-06
Position 1201: 3.785572707117431e-06
Position 728: 2.9283482300895024e-06
Position 126: 2.888313370552854e-06
Position 367: 2.6809617200680835e-06
Position 971: 2.1513578274620923e-06
Position 420: 1.9836951148000358e-06
Position 498: 1.6214286721803777e-06
Position 349: 1.5778263830439719e-06
Position 352: 1.413058050603098e-06
Position 268: 1.2656998750400942e-06
Position 1255: 1.2432457444636937e-06
Position 418: 7.012190078747726e-07
Position 425: 6.080031472277114e-07
Position 105: 5.748923895150752e-07
Position 1157: 3.287698087954164e-07
Position 427: 2.1197324724708738e-07
Position 1476: 1.8374808037001902e-07
Position 361: 1.399796210501489e-07
Position 1298: 9.657061858541053e-08
Position 136: 7.550342835104775e-08
Position 191: 2.043076066492973e-11
