Gene = Sdad1
index = 955
Annotated 5SS: [  233  4292  4821  5052  6141  6359  7386  8213  9963 11833 12905 14014
 16062 17372 18139 18318 19012 19767 20104 20285 21558]
Annotated 3SS: [ 4186  4721  4940  6068  6257  7327  8137  9860 11762 12800 13955 16002
 17294 18040 18240 18884 19671 19912 20199 21395 23153]
SMsplice 5SS: [  233  4292  4821  5052  6141  6359  7386  9963 11833 12905 14014 14971
 16062 17372 18139 18318 18969 19767 20104 20285 21558]
SMsplice 3SS: [ 4186  4721  4940  6068  6257  7327  9860 11762 12800 13955 14726 16002
 17294 18040 18240 18884 19671 19912 20199 21395 23153]
top_k =  500
Partition function (log Z): 50.98505874238904

Sorted 5' Splice Sites (High to Low Probability):
Position 9963: 0.9939251270142854
Position 20104: 0.993095115919415
Position 6359: 0.9850776874243424
Position 6141: 0.9849989983323025
Position 20285: 0.9842427086099661
Position 4292: 0.983758976968258
Position 7386: 0.9637332268693763
Position 12905: 0.9257467369348189
Position 5052: 0.922632694160092
Position 21558: 0.9211548797109269
Position 14014: 0.9034493953420355
Position 18318: 0.8989687539521034
Position 11833: 0.8531610940672322
Position 18139: 0.8463193924339084
Position 19767: 0.8351696599649187
Position 16062: 0.8272660732677201
Position 17372: 0.6296645928809875
Position 14971: 0.6038979231819002
Position 18969: 0.5887609710469386
Position 4821: 0.5813748912605021
Position 233: 0.548627471643678
Position 8213: 0.4949290949437019
Position 4853: 0.39256637615269796
Position 19012: 0.3705650184920266
Position 13266: 0.28412704764161595
Position 267: 0.2478989656595247
Position 408: 0.20616981773708518
Position 13777: 0.18320115619109031
Position 16297: 0.18273530799311974
Position 14734: 0.14819818567979437
Position 8060: 0.1315478501983052
Position 19717: 0.12574595366131797
Position 18160: 0.12101035664879366
Position 16640: 0.11934435076882514
Position 2114: 0.10090499104546166
Position 6735: 0.09746696453454239
Position 8273: 0.09531340289554523
Position 13863: 0.07491752653558298
Position 2997: 0.0734789661814918
Position 8310: 0.07278725137339978
Position 16407: 0.06790860577964776
Position 18749: 0.06780447469290257
Position 2469: 0.05837567888670855
