Gene = Npat
index = 761
Annotated 5SS: [  142  8240 11924 13064 14592 15428 16926 18095 19433 19609 21175 22161
 26630 29786 29978 32901 34132]
Annotated 3SS: [ 8120 11862 12990 14550 15202 16837 18009 19340 19520 21077 22034 24994
 29669 29868 32839 32999 35523]
SMsplice 5SS: [  142  8240 11924 15428 16926 18095 19433 19609 21175 22161 29978 32901]
SMsplice 3SS: [ 8120 11862 15202 16837 18009 19340 19520 21077 22034 29868 32776 35523]
top_k =  500
Partition function (log Z): 8.096945108584222

Sorted 5' Splice Sites (High to Low Probability):
Position 22161: 0.9985095461648985
Position 29978: 0.9935164911541737
Position 19433: 0.9757582254763216
Position 18095: 0.9624801074381716
Position 142: 0.9565245925852298
Position 21175: 0.9331688660306718
Position 8240: 0.9278143818134812
Position 15428: 0.9236605283242545
Position 19609: 0.884543825250773
Position 11924: 0.6837390761346162
Position 32901: 0.6096047107465136
Position 16926: 0.5795677668782154
Position 13064: 0.44160033093572615
Position 21011: 0.32968589325793246
Position 25937: 0.2398396919093796
Position 20047: 0.20826690533847744
Position 5365: 0.18291656775252646
Position 11996: 0.17360559043272217
Position 724: 0.14156971174087923
Position 21444: 0.12043179714236371
Position 25313: 0.10233927652400997
Position 35820: 0.10057410960030234
Position 21464: 0.09994633005491137
Position 3262: 0.09404295436801464
Position 14615: 0.0913390989902255
Position 30876: 0.07981897146560316
Position 13085: 0.07760774240760235
Position 19252: 0.07597436438178969
Position 24520: 0.07526284460471529
Position 7293: 0.07295979697447473
Position 26630: 0.0680220892214539
Position 26314: 0.06557504053695612
Position 19647: 0.05649710248704808
Position 2645: 0.042874313570541396
Position 33082: 0.041625726347292266
Position 20547: 0.03732544723188023
Position 1635: 0.03617554755034364
Position 21719: 0.03520218359223054
Position 16990: 0.033458067122659606
Position 21746: 0.032272666215715805
Position 2640: 0.031073489953482525
Position 21319: 0.027311499717420955
Position 34082: 0.026708022555484646
Position 32848: 0.026095068138226707
Position 19615: 0.025359393563128586
Position 29047: 0.01946595775682891
Position 14592: 0.019169873599498385
Position 4918: 0.01878530052689624
Position 806: 0.016568526575196207
Position 19275: 0.01634456097478839
Position 21186: 0.016001672070969974
Position 19621: 0.014019459504467886
Position 21602: 0.01393749375627286
Position 25409: 0.01285715928116375
Position 19266: 0.012012662200541015
Position 19239: 0.011608544999101866
Position 35718: 0.011315426179626317
Position 21302: 0.00958785737385232
Position 15268: 0.00894482088228286
Position 18473: 0.008151427201451253
Position 21869: 0.008018079002286212
Position 135: 0.007879263618540761
Position 19637: 0.007769203101610555
Position 26654: 0.0075209651677858105
Position 35661: 0.007010956320042873
Position 33121: 0.006964995130028157
Position 20703: 0.004873072189967058
Position 18797: 0.004086220527446657
Position 21412: 0.0038493055239455336
Position 26044: 0.003594574028010955
Position 19861: 0.003457742807750334
Position 166: 0.003355937112427588
Position 19656: 0.0030245395412213665
Position 26254: 0.0028400599926426077
Position 20699: 0.0027146083409651045
Position 15416: 0.0026630635264678145
Position 25007: 0.002592104433209793
Position 23719: 0.0025403693015710244
Position 19440: 0.0020922253745156317
Position 20195: 0.001743318224550581
Position 19261: 0.0015674505357716768
Position 18243: 0.0015633982800253702
Position 4609: 0.0014323526915744587
