Gene = Srd5a3
index = 1024
Annotated 5SS: [  278  7558  8968  9680 13388]
Annotated 3SS: [ 7414  8931  9481 13252 14251]
SMsplice 5SS: [  278  7558  8968  9680 10807 14301]
SMsplice 3SS: [ 7414  8931  9481 10686 14251 14513]
top_k =  500
Partition function (log Z): 2.6943754292718296

Sorted 5' Splice Sites (High to Low Probability):
Position 278: 0.9851770970616869
Position 8968: 0.9660696920538173
Position 9680: 0.8696102225044576
Position 10807: 0.8223172379113227
Position 14301: 0.6975997655804569
Position 7558: 0.6142488538965508
Position 598: 0.5648118076929213
Position 12303: 0.5492441378354455
Position 13388: 0.40413882912850024
Position 13035: 0.40197883412524665
Position 9219: 0.36752927537695784
Position 12479: 0.34003017526228274
Position 7630: 0.33949142856185516
Position 4151: 0.17130801465870726
Position 14400: 0.15714795251385866
Position 10032: 0.0816917898518287
Position 1944: 0.06995998730098499
Position 619: 0.06600732011325607
Position 1333: 0.05784710363145392
Position 2133: 0.05682000285117272
Position 14539: 0.04762397777339888
Position 10600: 0.045549896605896714
Position 1358: 0.04433560687642771
Position 3725: 0.0334048459139211
Position 1472: 0.03176877947475208
Position 13393: 0.028140098701850646
Position 9920: 0.022191579689683914
Position 13686: 0.02064768780542067
Position 2943: 0.019810599560758414
Position 653: 0.0176708401017491
Position 1078: 0.017361569773748513
Position 9404: 0.017015737131745524
Position 9230: 0.015040000882809414
Position 1462: 0.014533848619078861
Position 6490: 0.013122764537624655
Position 9565: 0.012600467046384414
Position 333: 0.012308574016165013
Position 9696: 0.0104481051688111
Position 4570: 0.009434245109865286
Position 713: 0.009317585910337415
Position 687: 0.008873059808943496
Position 13181: 0.008664456117140812
Position 14741: 0.00823035464493903
Position 7658: 0.007174610292467719
Position 4614: 0.007045527129984779
Position 549: 0.006889393397323614
Position 7838: 0.0065570556525312166
Position 1034: 0.005534726830518101
Position 661: 0.005196134920656794
Position 4872: 0.0049910908893660375
Position 10246: 0.004399180355127478
Position 2740: 0.004176583110293168
Position 1823: 0.0041015107747347365
Position 4: 0.003129163141234175
Position 10617: 0.00278363927916127
Position 14295: 0.002649687292012842
Position 12771: 0.0024288644696904885
Position 8189: 0.0022315478750418657
Position 13825: 0.0021867398369736554
Position 7776: 0.0021689122485898248
Position 9730: 0.002089239975485035
Position 12986: 0.0019363351196634352
Position 14525: 0.001517483955116361
Position 283: 0.0012786961469385422
Position 10898: 0.0010654075580464302
Position 65: 0.0010559969713269106
Position 14395: 0.000995092470912035
Position 9310: 0.0009140325410642714
Position 13819: 0.0008533951511857862
Position 9164: 0.0005979472461630744
Position 13254: 0.0005687642152808281
Position 1596: 0.0005310613430678194
Position 12887: 0.00044999782541807584
Position 11910: 0.00040317333469369685
