Gene = Gatad1
index = 422
Annotated 5SS: [186]
Annotated 3SS: [7508]
SMsplice 5SS: [ 186 7589]
SMsplice 3SS: [7508 7741]
top_k =  500
Partition function (log Z): -12.35019112951456

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9663200553398593
Position 7589: 0.3511012444636638
Position 7955: 0.22906700321015788
Position 7653: 0.12298716472973209
Position 1491: 0.09560039945752932
Position 5087: 0.06725040359329162
Position 903: 0.03658651232655088
Position 6923: 0.025494904476411367
Position 398: 0.02144178603997322
Position 5101: 0.015205924501405132
Position 1331: 0.014894802138104202
Position 3247: 0.00965026719104045
Position 6179: 0.009097394925131232
Position 2871: 0.008561199035147609
Position 7644: 0.0077837365275005115
Position 6097: 0.006330175748000144
Position 2285: 0.004680438737877841
Position 7797: 0.004594194760441393
Position 239: 0.002369921122887291
Position 962: 0.0020426093276099005
Position 969: 0.001857996755515816
Position 38: 0.0016410933689571788
Position 352: 0.0012698136761212318
Position 1238: 0.0005451889148821088
Position 132: 0.0005027320535573896
Position 1636: 0.0004637513315561458
Position 411: 0.0002645320681126234
Position 1892: 0.0002579269361491921
Position 407: 0.00024063101580937643
Position 1576: 0.0002381019292682421
Position 888: 0.0002363385309775774
Position 532: 0.0001852318908473121
Position 146: 0.00018382000481579337
Position 1198: 5.5497062404366614e-05
Position 346: 5.46862705238636e-05
Position 486: 5.341851071195275e-05
Position 96: 5.2823446540272145e-05
Position 246: 3.894578843037637e-05
Position 1092: 3.5978020000650624e-05
Position 1297: 3.0623039873827284e-05
Position 149: 3.023901737382991e-05
Position 57: 2.4494673512681146e-05
Position 489: 2.4205308357685034e-05
Position 492: 2.2502954637522464e-05
Position 32: 1.8673780434213974e-05
Position 23: 1.8071518044856894e-05
Position 623: 1.1743093963011922e-05
Position 1046: 1.1061632477582902e-05
Position 553: 7.537737847384703e-06
Position 574: 6.776168283215352e-06
Position 1053: 5.161673705882445e-06
Position 506: 3.336319274865646e-06
Position 199: 2.504397322024736e-06
Position 905: 2.4736455500010145e-06
Position 335: 2.153606142682252e-06
Position 591: 1.791527016025877e-06
Position 1732: 1.2241100951032742e-06
Position 471: 1.0386247636645296e-06
Position 512: 9.982255653134582e-07
Position 328: 9.067963489952593e-07
Position 689: 7.277590195106994e-07
Position 439: 5.617993034752509e-07
Position 1978: 5.241090887109942e-07
Position 1023: 4.573375394607942e-07
Position 628: 4.203198550555483e-07
Position 314: 3.3251231054327583e-07
Position 701: 2.0657155129855843e-07
Position 414: 1.914317338979753e-07
Position 1678: 1.4302086436177993e-07
Position 745: 1.8003103243150145e-10
Position 3: 3.381314959837044e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7508: 0.5758031024836958
Position 7741: 0.4479235263755316
Position 8056: 0.29744274536823756
Position 1385: 0.04859554821051069
Position 1451: 0.04093860690597953
Position 4838: 0.03821455257440348
Position 8064: 0.035840966371668524
Position 2093: 0.03494904796936739
Position 798: 0.03423188388289814
Position 5842: 0.03147313376399846
Position 6779: 0.02479774462053298
Position 4980: 0.023444127778742354
Position 7682: 0.022274457223823593
Position 8371: 0.019625617146772936
Position 839: 0.019276007972711066
Position 1365: 0.017669345561877447
Position 4914: 0.01672327976572813
Position 6799: 0.016050251540591535
Position 2456: 0.013440018705491935
Position 1576: 0.013397635814497391
Position 397: 0.012291177902475144
Position 1821: 0.010715457163021774
Position 1127: 0.010336996947462068
Position 7258: 0.01027602676113677
Position 1940: 0.010121175011358887
Position 3394: 0.010060467765668919
Position 2473: 0.009149576394938158
Position 7492: 0.00914090634265965
Position 5619: 0.009017172228673345
Position 6077: 0.008637923857802902
Position 7331: 0.00801719501247727
Position 7205: 0.006564520639182466
Position 4852: 0.006517889781007966
Position 5218: 0.00636305568468753
Position 7539: 0.006174989205222269
Position 2551: 0.005905181932050755
Position 6169: 0.005876183912381959
Position 2783: 0.005434336621196825
Position 1632: 0.005421411902483565
Position 5459: 0.004774725783910262
Position 7746: 0.003981656148903379
Position 1957: 0.0035432635992792448
Position 5170: 0.003421468091058812
Position 2131: 0.003359247581199696
Position 7189: 0.0032403349669877643
Position 3088: 0.003082050093036247
Position 3124: 0.0028625587410603314
Position 5039: 0.0025706571251205043
Position 2006: 0.002346089495615757
Position 3070: 0.0023338240206265204
Position 6178: 0.002032229509602054
Position 2114: 0.0019603013327187412
Position 5665: 0.0018360432905399505
Position 3073: 0.0017402964543634367
Position 1165: 0.001591379026263095
Position 2565: 0.0015252611875957705
Position 585: 0.0014945549948970364
Position 2701: 0.001412373809521233
Position 2725: 0.0013997465260679825
Position 6922: 0.001368840767020283
Position 2504: 0.0013115137736306889
Position 1087: 0.0012717242482730914
Position 3577: 0.0012081484600580798
Position 5516: 0.0011453530209008043
Position 4532: 0.0010976557562328874
Position 6468: 0.0010957047421374492
Position 5883: 0.0010830815538310937
Position 5591: 0.0010642256001155079
Position 5320: 0.0009801583363753
Position 3971: 0.0008993635962097884
Position 1133: 0.0008857751447585333
Position 1007: 0.000878323839431753
Position 2255: 0.0008648442562770497
Position 2031: 0.0008363288166639816
