Gene = Rnf4
index = 911
Annotated 5SS: [  253  6391 10613 12455 13271 13783 14550]
Annotated 3SS: [ 6232 10485 12374 13260 13622 14500 14941]
SMsplice 5SS: [  196  6391 10613 13783]
SMsplice 3SS: [ 6232 10485 13622 14941]
top_k =  500
Partition function (log Z): -0.9886900095623199

Sorted 5' Splice Sites (High to Low Probability):
Position 6391: 0.9962629390184774
Position 10613: 0.9610671356486811
Position 13783: 0.9432833661624931
Position 196: 0.7766021992772306
Position 12455: 0.5359911867540358
Position 2149: 0.3713740876002448
Position 14550: 0.31834034022253777
Position 5158: 0.2847526944293237
Position 11744: 0.2473188473334609
Position 253: 0.21690954748085928
Position 5105: 0.17128844923123718
Position 11792: 0.14872415568057176
Position 11453: 0.09833295650567857
Position 2307: 0.091331081955426
Position 12486: 0.09107667951528628
Position 15070: 0.08067312989176383
Position 6591: 0.07339136408492086
Position 5148: 0.062159979184138625
Position 13271: 0.0467443175218156
Position 15154: 0.0447203112120392
Position 8197: 0.043028664017472816
Position 1150: 0.03877874136796426
Position 6691: 0.03841196212558726
Position 14509: 0.03823667739629198
Position 1244: 0.032334702338875455
Position 521: 0.026272786037045245
Position 10130: 0.025536712856143104
Position 5200: 0.019296997471203798
Position 14422: 0.01916158629567129
Position 1927: 0.016368650008819586
Position 13027: 0.014681746766015016
Position 450: 0.012397706499405187
Position 13850: 0.01066768548039798
Position 8855: 0.010351804199000681
Position 809: 0.009716281570259467
Position 8537: 0.009468582615506291
Position 13685: 0.009153130575675905
Position 4914: 0.008883881941929489
Position 10334: 0.007943110569463776
Position 3057: 0.007477384011024563
Position 6086: 0.006773344340156668
Position 13505: 0.006642772656370004
Position 3444: 0.006218933114289101
Position 15615: 0.0055581979771951616
Position 4230: 0.005453379390975212
Position 3862: 0.0049361720119241
Position 473: 0.004350902258728051
Position 5117: 0.0038789535790245957
Position 5127: 0.003671375881256187
Position 15045: 0.0030810533384431653
Position 11053: 0.002380021638071694
Position 295: 0.0021517336237027733
Position 12732: 0.002043078208958613
Position 14881: 0.0020417006048288285
Position 14194: 0.0019094711758343465
Position 5912: 0.0017343797902632178
Position 2536: 0.001523198745574323
Position 1683: 0.0015044007504176153
Position 2646: 0.00145406900442125
Position 133: 0.0013680562089777265
Position 567: 0.0013170053160699686
Position 15009: 0.0012841358378567987
Position 13726: 0.0012482354529298495
Position 14431: 0.0009178561543637248
Position 15581: 0.0008764032833671543
Position 14426: 0.000740435168235789
Position 1789: 0.0007101511404520765
Position 1326: 0.0006864596026645456
Position 13576: 0.0006174192217248128
Position 8091: 0.0004797024403034231
Position 7002: 0.0004091710132053232
Position 8: 0.00040337004363058635
Position 717: 0.0003208524234778591
Position 6575: 0.00032042433565974764
Position 1101: 0.000314048989541255
Position 10868: 0.00024900716609644534
Position 11126: 0.00022676780925874412
Position 11186: 0.0002150649884628634
Position 10573: 0.00020998768739341627
Position 1236: 0.00013056635927224779
Position 11247: 0.0001270270494442194
Position 13823: 0.0001256149886517501
Position 11194: 0.0001041762223899266
Position 14874: 9.894712691085937e-05
Position 11069: 9.464295419618405e-05
Position 6386: 8.66373023924241e-05
Position 143: 8.07960288574012e-05
Position 192: 6.48234849302664e-05
Position 60: 5.3115500281093145e-05
Position 14454: 4.471677327065962e-05
Position 8850: 4.1287603989549706e-05
Position 8235: 3.318592205721427e-05
Position 337: 3.180395810133235e-05
Position 8415: 2.9661836595285895e-05
Position 2171: 2.8787569298343517e-05
Position 13895: 2.1156381348320115e-05
Position 116: 1.3508659923980538e-05
Position 151: 1.2963140430953898e-05
Position 550: 3.897235713745402e-06
Position 2117: 2.992370190053981e-06
Position 725: 2.7164265937527677e-06
Position 171: 1.5643886977984818e-06
Position 440: 1.5414529187829514e-06
Position 460: 1.353219176316694e-06
Position 10880: 1.1455292804946526e-06
Position 771: 1.1362248904161948e-06
Position 849: 8.729580615991183e-07
Position 137: 5.063002108850947e-07
Position 613: 3.9282667772216046e-07
Position 200: 3.917772945006617e-07
Position 5: 3.5388621595506383e-07
Position 557: 2.4993015392051236e-07
Position 18: 8.667557771412482e-08
Position 228: 6.483073919919557e-08
Position 467: 4.15701918356814e-08
Position 416: 4.104671714987759e-08
Position 443: 2.845083922404791e-08
Position 465: 1.4237063092765133e-08
Position 341: 5.453463690341362e-09
Position 684: 4.669332707070788e-09
Position 654: 3.510073098965271e-09
Position 707: 3.200375140202606e-09
Position 303: 5.358315262427377e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13622: 0.9594254913870176
Position 6232: 0.953833184961742
Position 10485: 0.9378503159839523
Position 14941: 0.5902992248182061
Position 12374: 0.46163553452596856
Position 4974: 0.33374669322790596
Position 11618: 0.327012987458698
Position 2013: 0.2935592310565361
Position 15240: 0.27242111485291093
Position 14442: 0.2066105502425156
Position 5002: 0.17630294361699952
Position 14975: 0.1253143739760935
Position 14290: 0.12271738150385342
Position 11376: 0.11885628433148421
Position 12292: 0.1143058165221363
Position 6453: 0.09962848684009196
Position 2174: 0.0708283464803008
Position 1051: 0.05686378455327437
Position 11563: 0.047585720519129314
Position 361: 0.04341070575823568
Position 2040: 0.04213190901124627
Position 13260: 0.039782382939391014
Position 1968: 0.03485623990790831
Position 9945: 0.03140803473019322
Position 8004: 0.028419656510532753
Position 6189: 0.028225695776900966
Position 14500: 0.025821397254472408
Position 12271: 0.025531223293543716
Position 15048: 0.02548506618163003
Position 14363: 0.024085358627102187
Position 10529: 0.020826890557191145
Position 15505: 0.0199791255257374
Position 15746: 0.018310463384542074
Position 12413: 0.017626916428251795
Position 1817: 0.017110909314246067
Position 5042: 0.01645521777245145
Position 16189: 0.01640241203118351
Position 5077: 0.014291363653151215
Position 6280: 0.014290695582226946
Position 15462: 0.011915755112480605
Position 6506: 0.011899569713432078
Position 12857: 0.011290635622567022
Position 14702: 0.010158620263615229
Position 13198: 0.009713052556150719
Position 4788: 0.009544217813220287
Position 8675: 0.007446345522739597
Position 14997: 0.007273231277164778
Position 1871: 0.007115036649811327
Position 5937: 0.006773344340156669
Position 12162: 0.006494765447797986
Position 8058: 0.006465034460147799
Position 638: 0.0062257124921756635
Position 3337: 0.005838521947131902
Position 13626: 0.005811364116383724
Position 8451: 0.005704657225966591
Position 12901: 0.005062898865980328
Position 8035: 0.005045675831574734
Position 15834: 0.005016202670037961
Position 15509: 0.004998738135253631
Position 16764: 0.004786927761760517
Position 4137: 0.004621886195476902
Position 2284: 0.004295050044909742
Position 1995: 0.004108890060541437
Position 3776: 0.003732288987339876
Position 14031: 0.003637478713661847
Position 1056: 0.0035963354079975862
Position 7880: 0.003581877867008577
Position 2964: 0.0035695641065269855
Position 953: 0.003538483943786841
Position 13307: 0.0035275396522137363
Position 14508: 0.003060415204076425
Position 8625: 0.0029467462802506305
Position 10144: 0.002895860137024147
Position 14335: 0.0028567418958401437
Position 2764: 0.002824459419953952
Position 5015: 0.0028205563412807906
Position 10994: 0.0027592790786923646
Position 16904: 0.002600159648632882
Position 925: 0.0022670369274340727
Position 2240: 0.002218941169230482
Position 2394: 0.002141364181491526
Position 8290: 0.0020868081006645577
Position 5761: 0.0017343797902632174
Position 1025: 0.001731840072256701
Position 2197: 0.0017205349983981082
Position 8481: 0.0017067791254704277
Position 10363: 0.001651147556936267
Position 12682: 0.0015911253624775225
Position 14745: 0.0015141975272868462
Position 12057: 0.0014736100516237892
Position 16264: 0.0012865186829060468
Position 14257: 0.0012617146423848451
Position 15958: 0.0012381388223046074
Position 1470: 0.0012170395493355782
Position 3656: 0.0012038830245842261
Position 11328: 0.0011904568417199473
Position 675: 0.0010981461938644882
Position 15703: 0.001085503000347108
Position 2919: 0.0010833604845436242
Position 13849: 0.0009664582939713133
Position 15673: 0.0008666117229976374
Position 4910: 0.000771339293104228
Position 1084: 0.000755934152506682
Position 14118: 0.0007204980178262523
Position 15110: 0.000712403413930706
Position 784: 0.0006962422396981449
Position 14347: 0.0006474356881253481
Position 1126: 0.0006201871486485514
Position 1176: 0.000609197731867502
Position 11151: 0.00059733249626296
Position 873: 0.0005838135530818394
Position 1728: 0.0005585109963455421
Position 1119: 0.0005461764224972401
Position 10954: 0.0005183438082581988
Position 12607: 0.00045195284648109283
Position 4168: 0.00043464900019405935
Position 407: 0.00043320376395080963
Position 1438: 0.00042817645727583276
Position 2093: 0.00041413088153396325
Position 2415: 0.0004119193691173005
Position 598: 0.0004058453468233798
Position 4195: 0.0003968441953042515
Position 15975: 0.00039304680146901266
Position 6928: 0.0003917816048795287
Position 6487: 0.0003216136884941039
Position 6636: 0.00029020876909896406
Position 13870: 0.00028523341397194616
Position 15167: 0.0002827815861947
Position 3221: 0.00023716356111459173
Position 1520: 0.00022114459101372147
Position 2453: 0.0002207194886148803
Position 10820: 0.00020707153848651213
Position 2496: 0.0002014974985030587
Position 11284: 0.00019610281508463818
Position 1218: 0.00018958038197244273
Position 10269: 0.00016148399548258086
Position 3178: 0.00014324760604260628
Position 2048: 0.00013590987639718123
Position 844: 0.0001282646317278942
Position 1576: 0.00012688100510361254
Position 891: 0.00011766455882251107
Position 1315: 0.00011356328480783202
Position 2235: 0.00011057983825470996
Position 1094: 8.397386372002193e-05
Position 1171: 8.222247955932675e-05
Position 409: 7.196179791802996e-05
Position 10692: 4.3081156890427905e-05
Position 1847: 4.204458251187679e-05
Position 1031: 4.1913208970393354e-05
Position 725: 4.148449805605202e-05
Position 1880: 3.927264154441411e-05
Position 7835: 2.9307710569594937e-05
Position 1100: 2.0176546740149426e-05
Position 1323: 1.9548081132092692e-05
Position 1475: 1.865633506908375e-05
Position 1248: 1.585501091062761e-05
Position 1288: 1.5210075360685613e-05
Position 1690: 1.4568107440667687e-05
Position 524: 1.272968207103509e-05
Position 6875: 8.780306238003369e-06
Position 6878: 8.609102087790624e-06
Position 813: 7.281806678562327e-06
Position 271: 6.658405635324613e-06
Position 1970: 6.190330995698313e-06
Position 684: 6.01765260091593e-06
Position 180: 5.0411493743117256e-06
Position 1896: 4.017236503069305e-06
Position 1580: 1.6870469261321762e-06
Position 2590: 1.0571106680341644e-06
Position 290: 4.276819751967473e-07
Position 566: 3.87136889084844e-07
