Gene = Pcf11
index = 798
Annotated 5SS: [  506  4195  5968  6473  8976  9935 10137 12627 16785 20479 21009 21993
 23007 23505 23945]
Annotated 3SS: [ 4068  5778  6277  7857  9753 10045 11067 16684 20358 20902 21808 22850
 23411 23908 25156]
SMsplice 5SS: [  125  4195  5968  6473  8976  9935 10137 11242 12627 16785 20479 21009
 21993 23007 23505]
SMsplice 3SS: [ 4068  5778  6277  8774  9753 10045 11067 12517 16684 20358 20902 21808
 22850 23411 23908]
top_k =  500
Partition function (log Z): 8.52798879020499

Sorted 5' Splice Sites (High to Low Probability):
Position 23505: 0.9937699846803941
Position 12627: 0.964500228351798
Position 21009: 0.9619214603390177
Position 16785: 0.9499284207981475
Position 21993: 0.9301196326929442
Position 6473: 0.919921596197944
Position 5968: 0.8851870851687274
Position 4195: 0.8736699178950533
Position 10137: 0.8518437079630973
Position 23007: 0.8257420840752111
Position 8976: 0.7021806487266636
Position 9935: 0.6996273562950017
Position 125: 0.6743049617292589
Position 11242: 0.599147015177429
Position 20479: 0.5023616918425957
Position 23945: 0.3670302178694764
Position 17955: 0.3073694819068078
Position 11407: 0.25300988420533216
Position 506: 0.2512362137442702
Position 8147: 0.24382837244058347
Position 867: 0.19609497073997342
Position 23775: 0.1272224767440754
Position 7969: 0.10967842725085339
Position 21482: 0.0759858227192363
Position 8000: 0.060898864718796325
Position 10154: 0.05377179866126603
Position 8891: 0.049205518534814356
Position 2068: 0.04164717053606407
Position 3064: 0.03655513094522241
Position 8204: 0.0352335031005391
Position 10185: 0.03489598174447277
Position 11419: 0.034031328446024835
Position 958: 0.030712616659955113
Position 152: 0.02967916431609336
Position 3706: 0.02955235248892394
Position 10530: 0.027392965889597592
Position 2071: 0.019559375231216317
Position 2078: 0.016045529850637837
Position 6199: 0.015685131857817877
Position 23018: 0.0151669949875296
Position 6709: 0.014454978369261608
Position 8870: 0.01347033474730949
Position 5996: 0.013457287559436776
Position 17025: 0.013049150419471724
Position 187: 0.012545809370798489
Position 1171: 0.012429640426320795
Position 23164: 0.012334271283064979
Position 21013: 0.011721496072616378
Position 8684: 0.010757468132310894
Position 21064: 0.010727356807189057
Position 21691: 0.008829436708805332
Position 2801: 0.008747232089255666
Position 2422: 0.007913745643362268
Position 21977: 0.007908259177258773
Position 7547: 0.007277021464172887
Position 20543: 0.0061807380099785725
Position 24831: 0.0056613691517015535
Position 23189: 0.005543531995122385
Position 3054: 0.005480675331759517
Position 3972: 0.005168521629118558
Position 138: 0.004672547834173096
Position 21973: 0.004567472266202136
Position 8996: 0.004469599301182999
Position 574: 0.003613799645211989
Position 5920: 0.003565165024059435
Position 9716: 0.003535945370739697
Position 929: 0.003512434965628569
Position 19163: 0.0034575987402146423
Position 8195: 0.0031753862060703857
Position 2744: 0.003162159668657546
Position 7673: 0.003130819305902945
Position 23147: 0.0029991089350935632
Position 23996: 0.0029564239943066298
Position 2529: 0.002944051507942134
Position 19931: 0.002717162538543805
Position 25069: 0.0027053216678588387
Position 10265: 0.002645061552183834
Position 10126: 0.0025642121499884
Position 19467: 0.00244612250222448
Position 22237: 0.0024242721888947613
Position 19850: 0.00232698438353161
Position 6086: 0.0021858908785317346
Position 2091: 0.0020134092371185304
Position 23965: 0.0019497924314601516
Position 7746: 0.0019456703020881434
Position 3622: 0.0019169877621093123
Position 21192: 0.0018999829410526689
Position 21948: 0.0018414696511598622
Position 21040: 0.001833652753604587
Position 9765: 0.0017962042890696743
Position 5941: 0.0016985740669590945
Position 1956: 0.0016764509668388023
Position 22721: 0.0015964134022703397
Position 2058: 0.0015933591704032704
Position 23001: 0.0015309008709661757
Position 476: 0.00144610746857436
Position 1440: 0.0014026503935299923
Position 316: 0.0013873189290354135
Position 810: 0.0013145052887002606
Position 3561: 0.0013055534682266407
Position 663: 0.0013001557198934228
Position 833: 0.0012449581264035805
Position 5475: 0.0012206793927464175
Position 21699: 0.0011632275531941346
Position 198: 0.0011501553422327074
Position 4181: 0.0011438426218297565
Position 8894: 0.0010915839083699235
Position 6682: 0.0010737484352764345
Position 21018: 0.001056988733104362
Position 22929: 0.0010362358117656583
Position 21260: 0.0010326170113855193
Position 21074: 0.0010069820460669957
Position 385: 0.0009180151200448877
Position 166: 0.0008952274405282742
Position 10380: 0.0008574475597368236
Position 17060: 0.0008437785580165964
Position 2114: 0.0007726223246682913
Position 7552: 0.0007249019525995795
Position 3033: 0.0006473788797692219
Position 1253: 0.0006399002961840227
Position 6903: 0.0006366207747889656
Position 7536: 0.0005573788689787555
Position 10353: 0.0005554412712061218
Position 1202: 0.0005302703542619354
Position 2046: 0.0005100548400265695
Position 21997: 0.00047630604352925953
Position 2253: 0.00045192534956027005
Position 7540: 0.0003502586958583665
Position 7260: 0.0003459839293031645
Position 22917: 0.0003289643389602896
