Gene = Rpsa
index = 935
Annotated 5SS: [ 142  934 1588 2675 3208 3477]
Annotated 3SS: [ 767 1468 2428 3078 3310 3710]
SMsplice 5SS: [ 142  934 1588 3208 3477]
SMsplice 3SS: [ 767 1468 3078 3310 3710]
top_k =  500
Partition function (log Z): 0.5737374772149151

Sorted 5' Splice Sites (High to Low Probability):
Position 3208: 0.9766029292004756
Position 1588: 0.9659011329090692
Position 142: 0.8563942411838603
Position 934: 0.8328693579122267
Position 3477: 0.450780843984695
Position 2675: 0.40871838317537207
Position 3818: 0.21451531969533427
Position 3416: 0.12767136333723672
Position 2840: 0.08609285655232193
Position 3435: 0.06728575472082306
Position 4256: 0.044646249087734916
Position 719: 0.036765352940164406
Position 297: 0.03460138600139329
Position 475: 0.028216561073468652
Position 995: 0.026419016348755837
Position 3645: 0.02570082991292551
Position 2546: 0.022372929371625442
Position 4223: 0.021995030719007613
Position 3443: 0.020559717586567897
Position 2268: 0.017459571612022256
Position 2784: 0.016244489936659702
Position 2788: 0.01304711476422543
Position 3427: 0.010999180145451815
Position 983: 0.010750487810172004
Position 1619: 0.009599129018370565
Position 499: 0.00930923420856236
Position 1006: 0.009171627957605675
Position 3369: 0.0070510209422284115
Position 2250: 0.006214720516983397
Position 513: 0.00573359602047691
Position 2205: 0.005466211533928668
Position 2022: 0.005200454507202541
Position 381: 0.00517376076929256
Position 954: 0.004639689874930012
Position 330: 0.004511933931138358
Position 1555: 0.004437335889924701
Position 215: 0.003896065948662389
Position 3574: 0.0038801182481980876
Position 3612: 0.0033165335445687026
Position 3481: 0.003239283429585929
Position 167: 0.0030341114891685333
Position 3140: 0.00287022928262883
Position 3775: 0.0026802248171064694
Position 1954: 0.0026145174273698533
Position 1226: 0.0024428337885131664
Position 1247: 0.002440049513600923
Position 877: 0.00237618636201288
Position 2356: 0.0019487107433825293
Position 971: 0.0018598507043960562
Position 1831: 0.0017965002711448682
Position 3152: 0.0017621550807750933
Position 928: 0.0017509884155965628
Position 62: 0.0016532218380675013
Position 1401: 0.0015903976011665555
Position 292: 0.0012891172616742916
Position 2366: 0.0009707433476084802
Position 3394: 0.0008107303037842731
Position 121: 0.0007312566575640153
Position 4304: 0.0007038884809267948
Position 3532: 0.0006844754632483628
Position 2812: 0.00063434897240366
Position 3169: 0.0005827775391415212
Position 517: 0.0005759286024117602
Position 2543: 0.00046504737561952887
Position 600: 0.00035026743852143593
Position 375: 0.0003411599851030604
Position 146: 0.00033577228413764985
Position 4197: 0.0003132936289411684
Position 510: 0.0003043406558510798
