Gene = Mns1
index = 686
Annotated 5SS: [  145   927  6436  7775 10224 10833 11025 14304 18369]
Annotated 3SS: [  704  6307  7671  9993 10615 10916 14045 18242 19777]
SMsplice 5SS: [  145   927  6422  7775  8297  9328 10833 11025 17443 18369]
SMsplice 3SS: [  704  6307  7671  8160  9159 10615 10916 17325 18242 22564]
top_k =  500
Partition function (log Z): 12.492408252163724

Sorted 5' Splice Sites (High to Low Probability):
Position 11025: 0.9959621652537283
Position 927: 0.9902178269158393
Position 18369: 0.9832787934533879
Position 7775: 0.9817139040757102
Position 145: 0.9717334633691286
Position 9328: 0.858423725312195
Position 10833: 0.7354445554670667
Position 6422: 0.7233599460667676
Position 17443: 0.6189322835884926
Position 8297: 0.5882064627629658
Position 14304: 0.47649429796993764
Position 10224: 0.4689023986887792
Position 5396: 0.396748527557108
Position 12635: 0.21386704560507486
Position 3948: 0.15311309987248783
Position 15185: 0.11025082504163207
Position 6436: 0.1051778338384002
Position 20164: 0.07690718806152325
Position 5908: 0.07225529294395702
Position 4125: 0.059693207898721304
Position 10708: 0.05905177911103929
Position 8602: 0.05605244638091129
Position 18054: 0.04656783132658925
Position 3688: 0.043713661322758925
Position 9422: 0.041430181940288885
Position 4095: 0.041351772817933195
Position 20168: 0.041289551628700745
Position 18996: 0.028598626720927552
Position 8091: 0.027832709050394457
Position 6505: 0.026275890257178944
Position 9028: 0.022101301030756557
Position 16562: 0.021647053321828362
Position 22427: 0.02028573696495968
Position 10822: 0.019347112046215302
Position 10815: 0.017731700905969868
Position 17894: 0.016337340497004738
Position 10265: 0.01630566482234199
Position 10222: 0.015704544723040947
Position 172: 0.012304538149255861
Position 5254: 0.012068690333063728
Position 19925: 0.011751056667056519
Position 414: 0.01148123339903455
Position 7762: 0.01088145332970993
Position 5896: 0.010285502301877967
Position 6682: 0.010152061580132786
Position 4931: 0.010079076182934655
Position 5305: 0.009643512240737066
Position 5477: 0.009121105218772733
Position 1479: 0.008999255741364945
Position 10508: 0.008684584986298175
Position 15069: 0.008315208346213937
Position 1609: 0.00822060854898368
Position 5250: 0.008153567484825156
Position 5741: 0.008040777950422417
Position 525: 0.007960888926963271
