Gene = G0s2
index = 419
Annotated 5SS: [229]
Annotated 3SS: [414]
SMsplice 5SS: [229]
SMsplice 3SS: [414]
top_k =  500
Partition function (log Z): -7.880608537605343

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9810180633511069
Position 256: 0.009957730948827072
Position 200: 0.00575479682611093
Position 798: 0.004159151986208107
Position 552: 0.0020838737666464963
Position 49: 0.0020031885972420513
Position 578: 0.0018710628917309542
Position 319: 0.0007914516801076942
Position 524: 0.0004900683736077636
Position 828: 0.0003651491753664354
Position 512: 0.00024511359866521976
Position 760: 0.00020557107204038268
Position 310: 0.00019596639816672103
Position 651: 0.00015689430578689305
Position 117: 0.00014793841194952212
Position 569: 0.00011145251350431425
Position 534: 0.00010312675852011018
Position 450: 8.058200623596648e-05
Position 557: 7.225551251041841e-05
Position 342: 4.683050699291842e-05
Position 166: 4.386568465179442e-05
Position 33: 2.3262639055245366e-05
Position 119: 1.8957675445258293e-05
Position 349: 1.396293133190607e-05
Position 536: 1.1585431485055846e-05
Position 340: 1.112764757302943e-05
Position 92: 4.9452363275967735e-06
Position 649: 3.960126367731608e-06
Position 632: 3.422162066122021e-06
Position 452: 2.0672472703958795e-07
Position 661: 1.802905902168808e-07
Position 629: 9.117595763537138e-08
Position 554: 5.1966960777420886e-08
Position 606: 3.055297209266019e-08
Position 356: 1.3575883862365718e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 414: 0.9061136737066431
Position 347: 0.05621485470678526
Position 596: 0.01000371487834866
Position 920: 0.0070260990690559615
Position 742: 0.004344938474243508
Position 827: 0.004072714738456697
Position 478: 0.003875401635215014
Position 569: 0.0033978640110805445
Position 430: 0.0028747040029242603
Position 898: 0.0028629804066538297
Position 603: 0.0019233850450517903
Position 420: 0.0010706907320526425
Position 676: 0.0007147719798095087
Position 534: 0.0005846716474146279
Position 689: 0.0005710007709709586
Position 435: 0.0005539119430966419
Position 859: 0.0004573289119362878
Position 481: 0.00037939004101192314
Position 131: 0.0003310075331728699
Position 720: 0.0002117902660124082
Position 228: 0.00019136991025304974
Position 620: 0.00017324235881598256
Position 136: 0.00015043931680088816
Position 755: 0.00014682948438182638
Position 585: 0.00014342197024940843
Position 437: 0.00014274990107070518
Position 770: 0.0001387028999263515
Position 843: 0.00011428363076903237
Position 457: 0.00010782403782834217
Position 958: 0.00010676050372962666
Position 574: 9.939180460725516e-05
Position 629: 9.327038741679566e-05
Position 310: 7.945877796530894e-05
Position 442: 6.69168558172364e-05
Position 622: 6.535398263847265e-05
Position 808: 5.87170405459931e-05
Position 797: 5.046215691094503e-05
Position 673: 5.0259197559159815e-05
Position 658: 4.811633977302673e-05
Position 139: 4.439247708931796e-05
Position 697: 4.3172052361445515e-05
Position 319: 4.0946370159441446e-05
Position 661: 3.566454048208787e-05
Position 493: 3.087540093899106e-05
Position 196: 2.658637905580312e-05
Position 983: 2.364853127253089e-05
Position 503: 1.924750365758724e-05
Position 869: 1.7712122890935254e-05
Position 99: 1.5803643021256265e-05
Position 775: 1.2136360231431389e-05
Position 496: 9.387864956034956e-06
Position 785: 8.980794816387808e-06
Position 133: 8.387877305128397e-06
Position 460: 6.83739179048887e-06
Position 692: 6.633559556436825e-06
Position 287: 5.873347950184665e-06
Position 703: 5.2685163479517115e-06
Position 512: 4.702011340016838e-06
Position 960: 4.663155503704259e-06
Position 326: 4.1301277599226536e-06
Position 963: 2.6925321596253025e-06
Position 966: 2.537051540059735e-06
Position 200: 1.6123047862854202e-06
Position 109: 4.901558700385658e-07
Position 144: 3.5144516351943217e-07
Position 177: 2.5930922389304076e-07
Position 162: 1.2681476454249663e-07
Position 152: 1.1272110730856734e-07
Position 647: 7.085831438930076e-08
Position 166: 6.329261345476733e-08
Position 101: 3.363539000990534e-08
Position 117: 3.344584628541036e-08
Position 149: 1.5089580676209477e-08
Position 240: 2.768714507186499e-09
Position 233: 1.1137759527630963e-09
Position 450: 8.825881608578302e-10
Position 254: 1.9446291497067063e-10
Position 323: 1.5788795201954723e-10
Position 508: 7.255449779058715e-11
Position 266: 5.0168974982783485e-11
Position 273: 4.723536437150224e-11
Position 264: 3.336367400040455e-11
