Gene = 2410002F23Rik
index = 37
Annotated 5SS: [ 102 1574 2878 3338 3619]
Annotated 3SS: [1529 2819 3298 3586 3890]
SMsplice 5SS: [ 102  695 3619]
SMsplice 3SS: [ 515 3586 3890]
top_k =  500
Partition function (log Z): -6.283631051376716

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.7412839497615772
Position 695: 0.7336377648180463
Position 3619: 0.47568277574548823
Position 2328: 0.414148101710599
Position 3338: 0.37264898097081595
Position 1574: 0.19920153018175688
Position 87: 0.16233160217458908
Position 2762: 0.14441997604784376
Position 326: 0.03614028175017045
Position 655: 0.02844157731719372
Position 2878: 0.015251059987246999
Position 92: 0.012348123817964258
Position 4476: 0.01048970041143745
Position 1521: 0.010143078354625258
Position 3258: 0.007924565957599721
Position 4791: 0.0072666559740761725
Position 1013: 0.006617907022269458
Position 298: 0.005560433574689937
Position 129: 0.0052773762962267275
Position 2608: 0.003955454170345835
Position 3770: 0.0038898576626825664
Position 1342: 0.0021338772631604255
Position 1880: 0.0019895006470461965
Position 1530: 0.0016358464759449283
Position 4323: 0.0015907707076310692
Position 82: 0.0013090248926430328
Position 1203: 0.001213713024574898
Position 2936: 0.0011379413073187954
Position 2882: 0.0011148538846775925
Position 182: 0.0010429184314466613
Position 817: 0.0009690386609527849
Position 465: 0.0007695397383456573
Position 431: 0.0007683122869138787
Position 788: 0.00045361541158189485
Position 2783: 0.0004457654919116467
Position 893: 0.0004129578689681308
Position 403: 0.0003557342567511888
Position 1891: 0.00033818202102424975
Position 143: 0.00032832750333921693
Position 1726: 0.0002577813167512718
Position 1188: 0.0002423103377342298
Position 1678: 0.00019447832638553572
Position 196: 0.00019150981006793496
Position 2429: 0.0001847402313367338
Position 172: 0.000184244962558207
Position 1896: 0.00017479630267034716
Position 1291: 0.00016166321501828043
Position 410: 0.00016009002158723067
Position 184: 0.00013722756716990202
Position 139: 0.0001251151805944095
Position 1984: 0.00012130790958086265
Position 1547: 0.00011441565131095169
Position 1532: 0.00010865859002110977
Position 203: 9.885090014198987e-05
Position 146: 7.454559480686333e-05
Position 205: 6.505215856916913e-05
Position 117: 6.233166645264029e-05
Position 211: 5.0591133942445694e-05
Position 415: 4.775315731889484e-05
Position 516: 3.390677833355191e-05
Position 96: 3.141882083310973e-05
Position 11: 2.967156287752105e-05
Position 273: 2.966408109970857e-05
Position 188: 2.198810040619762e-05
Position 253: 1.765408654939703e-05
Position 174: 1.2162902039189655e-05
Position 803: 7.3955577225902e-06
Position 56: 5.654317678480439e-06
Position 701: 4.5922770412027645e-06
Position 80: 3.4774969242390225e-06
Position 775: 5.567698491667104e-07
Position 525: 4.3322445973529224e-07
Position 364: 8.236901483411441e-08
Position 616: 5.649314086138038e-08
Position 69: 1.6396425276885773e-08
Position 106: 1.1099016535493755e-08
Position 119: 5.685350677933086e-09
Position 330: 6.491340839027943e-11

