Gene = Preb
index = 851
Annotated 5SS: [ 391 1139 1646 1891 2129 2474 4100 4432]
Annotated 3SS: [ 948 1424 1809 2003 2299 4026 4271 4623]
SMsplice 5SS: [ 466 1139 1646 1891 2129 4432]
SMsplice 3SS: [ 948 1424 1809 2003 4271 4623]
top_k =  500
Partition function (log Z): 0.25813190351499005

Sorted 5' Splice Sites (High to Low Probability):
Position 1891: 0.9816493179774181
Position 2129: 0.7788971483542618
Position 1139: 0.6713438560015786
Position 1646: 0.5944541601769043
Position 4100: 0.5355196013806485
Position 4432: 0.4961542025130615
Position 2474: 0.4430275388173923
Position 466: 0.4235563856940699
Position 391: 0.41541575264454567
Position 4815: 0.3513942581898433
Position 1674: 0.26744102848644075
Position 2451: 0.2621407347105474
Position 6123: 0.17984410114977617
Position 4231: 0.10263673474664828
Position 418: 0.09622586875584693
Position 8260: 0.07867170711071202
Position 2231: 0.06448358489899869
Position 6145: 0.06062472343016323
Position 5219: 0.05423856605587885
Position 1196: 0.046579642757877605
Position 1520: 0.03750883445396157
Position 2502: 0.03577712889184221
Position 1631: 0.03494885880406015
Position 858: 0.031044795291798065
Position 1670: 0.026008394090120738
Position 239: 0.019564015162641106
Position 2137: 0.01641127466844936
Position 1102: 0.015460219898052628
Position 1049: 0.015027307537839969
Position 245: 0.011836687134141871
Position 218: 0.00930987896676158
Position 8965: 0.008805726187906192
Position 1626: 0.008154881684709696
Position 592: 0.008110237204540086
Position 1899: 0.007428689831431599
Position 1574: 0.00725007212118479
Position 2221: 0.006188771215115908
Position 776: 0.005927619904978286
Position 6949: 0.005276916509801897
Position 115: 0.005249365320857956
Position 118: 0.004561557183433661
Position 232: 0.004365621266816741
Position 151: 0.004332236471859181
Position 1121: 0.004021358480834785
Position 1094: 0.003724307508343313
Position 55: 0.0031425978274480814
Position 1286: 0.0017994837579588365
Position 1158: 0.0017692162974123759
Position 303: 0.0017584284419535118
Position 1680: 0.0014551059175702279
Position 1134: 0.001331506444176039
Position 260: 0.0012392088703706465
Position 134: 0.001168867557819881
Position 215: 0.001062545378211136
Position 272: 0.0009313800400804121
Position 7771: 0.0008755815815128395
Position 1220: 0.000827531507260145
Position 1174: 0.0008099310904829636
Position 1538: 0.0008082326162745088
Position 1082: 0.0006942239703224525
Position 1271: 0.0006823958555039689
Position 1918: 0.0006259546480162371
Position 634: 0.0005364096330687053
Position 222: 0.0005197566113628762
Position 1704: 0.0005035135134333522
Position 1635: 0.0004668238602723616
Position 473: 0.00046677005246708805
Position 721: 0.0004328899237479445
Position 873: 0.00037661038980301743
Position 1637: 0.0003264548858811924
Position 426: 0.00029852604981133504
Position 282: 0.000293391519049485
Position 1232: 0.0002683754549911506
Position 1249: 0.00026474268104287644
Position 735: 0.00026145005655160545
Position 1493: 0.0002559130334405456
Position 1508: 0.0002501003478218209
Position 1224: 0.0002403551859255601
Position 183: 0.00023591905890658628
Position 124: 0.00021662480362104574
Position 1577: 0.00021106313266725074
Position 531: 0.00019324611825805333
Position 1651: 0.00019253976880480945
Position 1750: 0.00019044642854686495
Position 978: 0.00018698887583538422
Position 1907: 0.00018617635083750044
Position 1579: 0.00016759745725482123
Position 388: 0.00015519887184132507
Position 2058: 0.00015017858710427405
Position 2145: 0.00013738609922400618
Position 2242: 0.000129476743688759
Position 82: 0.00011006130737492936
Position 756: 8.793102017775505e-05
Position 2131: 7.83630793659967e-05
Position 2233: 7.219064159799028e-05
Position 2326: 5.611678208485176e-05
Position 447: 5.575332531066302e-05
Position 680: 5.462905831484789e-05
Position 1954: 4.9802600998057814e-05
Position 1253: 4.619647562726041e-05
Position 139: 4.266727589401204e-05
Position 1198: 3.862139823407938e-05
Position 1940: 3.357807299263197e-05
Position 1648: 3.3009286625071864e-05
Position 127: 1.1579146749712397e-05
Position 2214: 7.714639143762807e-06
Position 158: 7.475507246097621e-06
Position 1877: 5.009334098220496e-06
