Gene = Gon4l
index = 516
Annotated 5SS: [   66  2290 11349 19565 20470 20635 21996 23276 23829 28382 33621 34613
 40700 44944 51874 52415 54609 55727 57438 59328 61341 63130 63844 64897
 66491 67670 67871 70332 72352 73377 73559]
Annotated 3SS: [ 1758 11156 19373 20394 20583 21896 23155 23657 28188 33518 34571 40675
 44839 51674 52327 54439 55581 57286 59210 59588 62873 63658 64698 66346
 67525 67750 70220 72140 72757 73455 74006]
SMsplice 5SS: [  302  2290 11349 12301 19565 20470 21996 23276 23829 28382 33621 34613
 34968 37324 44944 52052 52415 54609 55727 59328 61341 67670 67871 70332
 71349 71980 72352 73377 73559]
SMsplice 3SS: [ 2204 11156 12194 19370 20394 21896 23155 23657 28188 33518 34571 34873
 37290 44839 51674 52327 54439 55581 59210 61206 67506 67750 70220 71214
 71911 72140 73241 73455 74006]
top_k =  500
Partition function (log Z): 29.241217561553537

Sorted 5' Splice Sites (High to Low Probability):
Position 59328: 0.9998204260640106
Position 23829: 0.9978966994666951
Position 67871: 0.9968139500577697
Position 61341: 0.9900638957755772
Position 2290: 0.9882915199455286
Position 44944: 0.981745971507059
Position 11349: 0.9690477140748928
Position 54609: 0.9506653047896356
Position 21996: 0.9499702575193282
Position 23276: 0.9440072780031357
Position 67670: 0.9140401214958329
Position 70332: 0.8986634890392456
Position 12301: 0.8605627471237179
Position 37324: 0.8375927101988373
Position 72352: 0.8336389058113589
Position 20470: 0.8319773227591838
Position 73559: 0.8286977634471806
Position 28382: 0.7992533210240919
Position 55727: 0.766305473134991
Position 33621: 0.6895588456629932
Position 71349: 0.6362532645789033
Position 52052: 0.6359836695143091
Position 5281: 0.629192151576831
Position 71980: 0.6190999835209393
Position 34968: 0.6108345046378859
Position 34613: 0.5981666085600507
Position 52415: 0.5961834322617274
Position 19565: 0.5465106965071604
Position 45204: 0.5263843999244915
Position 73377: 0.5108694885168709
Position 39298: 0.49159833084838056
Position 64897: 0.41477757218344186
Position 21239: 0.41468422175936587
Position 14777: 0.40825491907618283
Position 302: 0.39197495270399985
Position 10470: 0.33485217976769593
Position 53275: 0.3213033112786749
Position 33608: 0.28373907463464704
Position 51781: 0.279842123917516
Position 8562: 0.2794281396772366
Position 3433: 0.2762315472628754
Position 68783: 0.27096968597499355
Position 512: 0.26997776874863805
Position 1548: 0.26275835987613105
Position 63844: 0.26172000761578285
Position 57438: 0.2575904917904343
Position 47434: 0.24568660174317752
Position 70647: 0.235403160587992
Position 34639: 0.2127608137737506
Position 20635: 0.21108093336295475
Position 5230: 0.1960890874302523
Position 835: 0.15423835739701
Position 52451: 0.1529936592625946
Position 790: 0.15070139521568698
Position 52420: 0.14533767859558824
Position 36300: 0.14359031147848597
Position 2617: 0.14073262130511904
Position 12550: 0.1313629372338369
Position 22430: 0.12962277345778558
Position 73339: 0.12416000855013538
Position 31917: 0.12396914280962211
Position 321: 0.12381775102937553
Position 66491: 0.10868003791950666
Position 35795: 0.10056532009595136
Position 1933: 0.09690557207061444
Position 45367: 0.08825084849670455
Position 70499: 0.08815199827536553
Position 35179: 0.08671335465230957
Position 23988: 0.08619287555349393
Position 57446: 0.0829747959078504
Position 37476: 0.08277418642261082
Position 72527: 0.08208456842415246
Position 57442: 0.08020570152103453
Position 922: 0.07985156037036298
Position 38679: 0.07304004634521483
Position 50986: 0.07004271035228599
Position 27209: 0.06655821915094694
Position 8063: 0.06578792914267315
Position 39070: 0.06325250411584377
Position 59: 0.058850827953145786
Position 53238: 0.05858517206307136
Position 73595: 0.058305488153038675
Position 15797: 0.05739114351469378
Position 34635: 0.05697103688139715
Position 62668: 0.054776984834471756
Position 3451: 0.05111777266276363
Position 1524: 0.050566879644946605
Position 64699: 0.04840718455711972
Position 73564: 0.04756189717117985
Position 203: 0.04755396759264109
Position 1852: 0.043831664116939374
Position 60946: 0.04238943301792554
Position 47457: 0.04237623305877061
Position 8047: 0.03896951822947914
Position 33922: 0.038041728352040075
Position 53133: 0.03736011038880644
Position 1913: 0.03688771517378903
Position 2822: 0.03605512967076541
Position 57387: 0.03521794345261737
Position 22232: 0.03308589687200971
Position 28565: 0.03240760316342388
Position 20512: 0.032169780058999065
Position 33816: 0.03171400881868668
Position 66446: 0.029763664200867016
