Gene = D3Ertd751e
index = 315
Annotated 5SS: [   72  2195  4111  6116 11023 11306]
Annotated 3SS: [ 2077  3929  6054 10970 11105 13430]
SMsplice 5SS: [ 408 4111 6116]
SMsplice 3SS: [ 3929  5908 13430]
top_k =  500
Partition function (log Z): -10.563443179936964

Sorted 5' Splice Sites (High to Low Probability):
Position 4111: 0.9171670348281225
Position 6116: 0.864811113583021
Position 408: 0.6483791203875656
Position 72: 0.45760146958193926
Position 4314: 0.3277367171401092
Position 2220: 0.22113533405459138
Position 2195: 0.15524527410248484
Position 4677: 0.14252041995954307
Position 879: 0.12569078084881097
Position 11306: 0.054662893185104915
Position 12467: 0.046085354904021096
Position 246: 0.04553934658975127
Position 13512: 0.0443584281600911
Position 7077: 0.03337375480185224
Position 228: 0.02946857626327689
Position 962: 0.027674500602378707
Position 5543: 0.02349401677052295
Position 4587: 0.017927929618335673
Position 4529: 0.014932424149897944
Position 149: 0.011820131702505654
Position 224: 0.009772409600308642
Position 1611: 0.00686142309084416
Position 4029: 0.006348708779552401
Position 12523: 0.005802235701655398
Position 2063: 0.0030608994742996835
Position 8581: 0.0016485190354372853
Position 6652: 0.0015765894241121462
Position 375: 0.0014272549322308927
Position 8836: 0.0012864299642483077
Position 256: 0.001265910875448934
Position 298: 0.001106483073199255
Position 23: 0.0009211728889822706
Position 114: 0.000769855403239415
Position 5197: 0.0007599991025742267
Position 1240: 0.0006050011942348319
Position 1794: 0.0005366344299669542
Position 8194: 0.00044988141293947044
Position 61: 0.00037883114732724377
Position 875: 0.00020442227372832866
Position 1771: 0.0001876558587652845
Position 77: 0.00017554628216598746
Position 1417: 0.00014738726313400023
Position 59: 0.0001116374785730209
Position 4121: 0.00010430459900937908
Position 65: 6.804779875312943e-05
Position 1602: 5.5122394006789385e-05
Position 6607: 4.935782200598813e-05
Position 125: 4.3283945937954796e-05
Position 27: 3.2822610548441914e-05
Position 75: 2.0420120691878242e-05
Position 210: 2.025279331645481e-05
Position 47: 1.4755722169395407e-05
Position 232: 1.3748987979461613e-05
Position 200: 1.201642732850447e-05
Position 204: 7.562368133269507e-06
Position 176: 5.686066523027125e-06
Position 11: 5.637301012890282e-06
Position 182: 3.764820107566989e-06
Position 214: 2.4069593655545663e-06
Position 277: 1.4814374463704505e-06
Position 287: 1.129776911071051e-07
Position 309: 4.954945225146665e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.8722573545039229
Position 5908: 0.6579322090459445
Position 13430: 0.5362993479535946
Position 2077: 0.32024458948077883
Position 4195: 0.3171948971906002
Position 190: 0.18143652199438992
Position 4528: 0.1321140533665534
Position 5878: 0.13068371339781104
Position 6773: 0.10207383169678749
Position 6054: 0.09409720365631635
Position 9093: 0.07626720730916411
Position 277: 0.06343390328978024
Position 11105: 0.060547683530677285
Position 3969: 0.044964286260041196
Position 12294: 0.04245654239532886
Position 12350: 0.03812415525188115
Position 12297: 0.03505564867615083
Position 12549: 0.033897407501202584
Position 2099: 0.030870848259646526
Position 13826: 0.03042976981802645
Position 9973: 0.029401054502665627
Position 9690: 0.026574059387354222
Position 4414: 0.024385840599053493
Position 8924: 0.024026811796628904
Position 772: 0.01939754829768867
Position 322: 0.017937957448864943
Position 11273: 0.015442760157745532
Position 4226: 0.015165310359254119
Position 685: 0.014516313373811592
Position 13889: 0.01392865834206463
Position 731: 0.012642631940076242
Position 8717: 0.012560040942109574
Position 5347: 0.012398873599305719
Position 5509: 0.011994952544314088
Position 843: 0.0114230473190862
Position 2062: 0.011394304394784697
Position 297: 0.011356413774593722
Position 7381: 0.010533097577634896
Position 7493: 0.010240413395368233
Position 9229: 0.008892751464638532
Position 4586: 0.008737023677515566
Position 2086: 0.008069357545452842
Position 6787: 0.007436442739568888
Position 6516: 0.007279054605816903
Position 4551: 0.007062889856867048
Position 846: 0.006197768204397745
Position 794: 0.005635092625817117
Position 8064: 0.005504324340114606
Position 666: 0.005470242976564564
Position 176: 0.005224584876124614
Position 3836: 0.004878606024603499
Position 8095: 0.0047702036668020465
Position 8471: 0.004744837912935174
Position 7754: 0.003819961590013121
Position 2018: 0.003543320181680107
Position 1526: 0.0031270167528402843
Position 12118: 0.0029810475637454363
Position 282: 0.0029640562969065775
Position 5932: 0.0028100351972255785
Position 7460: 0.0027337166398491595
Position 2106: 0.0026510249775649614
Position 10686: 0.0024156470423797143
Position 9600: 0.002400232177980933
