Gene = Htatip2
index = 549
Annotated 5SS: [  183   665  3039 11819 13509]
Annotated 3SS: [  412  2930 11680 13446 14171]
SMsplice 5SS: [  183   665  3039  7501 11819 13509 14311]
SMsplice 3SS: [  468  2930  7394 11680 13446 14171 14505]
top_k =  500
Partition function (log Z): 3.696147764263384

Sorted 5' Splice Sites (High to Low Probability):
Position 3039: 0.991640635445509
Position 11819: 0.8396010769552458
Position 183: 0.7786581751098626
Position 13509: 0.7762473323905473
Position 14311: 0.7480216386318729
Position 7501: 0.7288059530131996
Position 665: 0.5342500006267131
Position 5715: 0.3882270829953396
Position 14058: 0.33435417852520694
Position 1633: 0.30833054995176085
Position 9296: 0.30533959050041626
Position 9918: 0.24631287028329243
Position 5092: 0.17972450113690652
Position 6941: 0.17715437058720301
Position 9893: 0.1636492006660927
Position 11968: 0.16179144206793425
Position 566: 0.1378559984991236
Position 2575: 0.1362918452114193
Position 7229: 0.13457379167333225
Position 13584: 0.13127548208402326
Position 2787: 0.12856794960175402
Position 8942: 0.11606086821088928
Position 5349: 0.0947899642047717
Position 11823: 0.09428514355388343
Position 3360: 0.09332461958316436
Position 193: 0.0877609225504081
Position 370: 0.08754875016785751
Position 608: 0.07638805145073031
Position 2580: 0.06341656328551702
Position 669: 0.061173929052312705
Position 6202: 0.050201319989171246
Position 13530: 0.04718385462231251
Position 11813: 0.04042748683034596
Position 1393: 0.03961535917761769
Position 1106: 0.030758832382989463
Position 17: 0.02921135414440635
Position 5111: 0.024722007102947183
Position 1592: 0.02449693885071048
Position 1964: 0.023978252346229183
Position 2698: 0.02170204326233119
Position 4135: 0.021178218124200444
Position 14262: 0.0166121518164842
Position 8937: 0.016080802756559768
Position 306: 0.0137997759490705
Position 9958: 0.013501235292274372
Position 8659: 0.010887580603041834
Position 7484: 0.010628466563849845
Position 11207: 0.010172261294261555
Position 12840: 0.009818769796198017
Position 2460: 0.009670702547838906
Position 6670: 0.009167377445654563
Position 2716: 0.009000252582468076
Position 6934: 0.008889139515899324
Position 6152: 0.007333180597754225
Position 7522: 0.006720776795940057
Position 13863: 0.006121953317809876
Position 8665: 0.005609496304696719
Position 301: 0.005125399665888529
Position 5808: 0.004543123127486076
Position 7802: 0.004314771693741747
Position 7530: 0.004268082249406937
Position 4825: 0.004115462946537502
Position 621: 0.0038289590138862813
Position 662: 0.0037435159794968714
Position 12646: 0.003601609214443407
Position 7464: 0.0034192744815658696
Position 165: 0.0033173852400281956
Position 9027: 0.0032217625540895867
Position 4612: 0.0031192486837286594
Position 1551: 0.0029204031476937247
Position 1938: 0.002794050872629442
Position 6917: 0.002745090227960368
Position 1866: 0.002741927500852402
Position 747: 0.0022472925135383743
Position 100: 0.0022258987039725973
Position 2106: 0.0021663183729918214
Position 7737: 0.0019446904838783135
Position 2555: 0.0017345736139358526
Position 14541: 0.0016954395268124526
Position 5662: 0.0016930266616785026
Position 12167: 0.0013141118081674199
Position 12115: 0.0012960686152919281
Position 354: 0.0012229939242868106
Position 1297: 0.001179777169948133
Position 12496: 0.0011671073551498636
Position 14088: 0.0010259884119966488
Position 5255: 0.0009397880098823205
Position 14258: 0.0008713185328379525
