Gene = Dtl
index = 350
Annotated 5SS: [  196  4966  5878  7050  7254 12434 14120 17484 18761 19104 22557 27249
 29054 34841]
Annotated 3SS: [ 4839  5778  6987  7132 12367 14006 17409 18656 18998 22443 27158 28920
 34007 36202]
SMsplice 5SS: [  196   707  1307  4966  5878  7254 12434 14120 18761 19104 22557 27249
 29054 34841]
SMsplice 3SS: [  539  1196  4839  5778  7132 12367 14006 18656 18998 22443 27158 28920
 34745 36202]
top_k =  500
Partition function (log Z): 7.973616804859169

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.9908032185851432
Position 19104: 0.9846522153718329
Position 29054: 0.9488499053492526
Position 14120: 0.948495826838315
Position 4966: 0.9392885775607381
Position 1307: 0.9373414896748751
Position 5878: 0.9365120503014143
Position 7254: 0.9337700165185047
Position 18761: 0.8826499344884308
Position 27249: 0.8700672104891987
Position 12434: 0.7914530966030987
Position 22557: 0.7452726920912862
Position 707: 0.4670838602424531
Position 1930: 0.4061340061189913
Position 34841: 0.3504490716759844
Position 15552: 0.2972988195133571
Position 4770: 0.24698075103261535
Position 752: 0.24627801752061793
Position 1750: 0.1905929968859756
Position 18398: 0.1871270453460604
Position 9792: 0.18250234277985888
Position 27379: 0.15247546324799213
Position 18331: 0.1366118017405842
Position 12554: 0.13259175113851357
Position 18740: 0.11142769548957468
Position 7050: 0.10058690322122218
Position 1725: 0.08967042351620363
Position 20770: 0.08685744536929563
Position 15416: 0.085730790136775
Position 28552: 0.08314351285999408
Position 14655: 0.07853332455530547
Position 697: 0.06823240928105592
Position 17484: 0.06436154750999128
Position 23320: 0.05981639392373587
Position 17943: 0.058488532100310846
Position 17222: 0.04980979944708625
Position 34134: 0.04470986462127745
Position 406: 0.03999114262432692
Position 371: 0.036267090319528086
Position 15608: 0.03222970423965476
Position 32033: 0.029590984501706278
Position 29725: 0.027653384033328517
Position 26562: 0.022748575068024364
Position 13596: 0.02146748600372995
Position 6701: 0.020817865391840676
Position 17563: 0.019687737782577066
Position 722: 0.017377601235006843
Position 36465: 0.013575529196252573
Position 1311: 0.013146020639655535
Position 21360: 0.01043143038119903
Position 28728: 0.010339222441896001
Position 19288: 0.00997932918127165
Position 3930: 0.009370455805600898
Position 21532: 0.009301895004860238
Position 29901: 0.008596362182010566
Position 4449: 0.0077127759348707275
Position 4362: 0.007171014721109568
Position 2599: 0.0068860697702809075
Position 5050: 0.004963762727634061
Position 8701: 0.0046972564651187355
Position 560: 0.004678218953056513
Position 14905: 0.004651324817599973
Position 3892: 0.00449479758967754
Position 5094: 0.00430507395293287
Position 34584: 0.004068953382963715
Position 4748: 0.003930794169696209
Position 424: 0.0038361105979960587
Position 7530: 0.003828353825227303
Position 5997: 0.0035974287095258076
Position 1826: 0.003238293905143348
Position 3013: 0.0032275104124124304
Position 482: 0.0029569215971660136
Position 4390: 0.002890997998484692
Position 591: 0.002745784338173526
Position 21922: 0.002723327017332232
Position 7258: 0.002649189045021898
Position 460: 0.002405635754610067
Position 12794: 0.002278152569903743
Position 31124: 0.0022323827478387005
Position 14429: 0.0020586248646690597
Position 159: 0.001863370414601893
Position 959: 0.00184261785265414
Position 7036: 0.0016525775059397577
Position 1097: 0.0016384694089222442
Position 5464: 0.0015682039840927441
Position 6931: 0.0015403627557087388
Position 14125: 0.0012882789765252126
Position 14138: 0.001288165756478185
Position 419: 0.001200198148379766
Position 447: 0.0010645064552049753
Position 5296: 0.0010125174662586748
Position 7646: 0.000989617167248249
Position 28509: 0.000922126712484978
Position 5054: 0.0008578175355732529
Position 14447: 0.0008227628408386428
Position 5324: 0.0008082550675837997
Position 20506: 0.0006117958891075623
Position 288: 0.0006041670170088505
Position 816: 0.000600957679163389
Position 200: 0.000594104030544865
Position 340: 0.000551690890093709
Position 1702: 0.0005383088471876289
Position 387: 0.0004702816711517878
Position 1376: 0.00043050666248150134
Position 472: 0.0004092479716431278
Position 348: 0.0003787803101289571
Position 495: 0.0003485820867123209
Position 793: 0.0003095088708272949
Position 564: 0.0002881282970655222
