Gene = Abhd18
index = 93
Annotated 5SS: [  167 58024 58987 63634 69795 69987 72436 76582 83257 84013 86933 88060]
Annotated 3SS: [57915 58901 63532 69715 69901 72407 76442 83166 83910 86553 87896 88371]
SMsplice 5SS: [  167 10987 36906 58987 63634 83257 84013 88060 88553]
SMsplice 3SS: [10885 36738 58901 63532 83166 83910 87923 88371 88881]
top_k =  500
Partition function (log Z): -50.13899822728297

Sorted 5' Splice Sites (High to Low Probability):
Position 10987: 0.924842213274018
Position 167: 0.7921331309295451
Position 14582: 0.3612779644680967
Position 20538: 0.19574334831452916
Position 16843: 0.1768858964860636
Position 146: 0.17255929885447013
Position 20841: 0.13733992600953107
Position 4295: 0.12245694394785382
Position 12302: 0.11506764455322685
Position 2630: 0.10156894047410359
Position 13193: 0.09588290919800001
Position 8118: 0.07217037125514436
Position 315: 0.0530195439907896
Position 11006: 0.049480060808995904
Position 5515: 0.04179490676120109
Position 3164: 0.041409543078423205
Position 8688: 0.03659499051000949
Position 1723: 0.03205595892895912
Position 16849: 0.022878771871466367
Position 8101: 0.020962464122558373
Position 13914: 0.01901923167737498
Position 11132: 0.01697227221419376
Position 11038: 0.01642112200074997
Position 5519: 0.015467364581148134
Position 427: 0.01380344558277158
Position 4299: 0.012400217572525468
Position 4257: 0.012222425249988463
Position 2500: 0.009931214926764796
Position 6821: 0.00841165372290617
Position 11015: 0.005395395489030709
Position 14936: 0.00434948854948685
Position 4524: 0.002318228787088869
Position 11598: 0.001289493071161959
Position 11412: 0.00048075736499090214
Position 830: 0.00040526558251723055
Position 650: 0.00031366815468088113
Position 720: 0.0002808917137164104
Position 757: 0.000182729820789076
Position 863: 0.0001447039277902791
Position 2276: 0.00014045459970449007
Position 1875: 0.00011587849363751519
Position 171: 0.00011444110772995161
Position 12877: 0.0001102841934407473
Position 2729: 0.00010659669654958305
Position 432: 9.078056944130376e-05
Position 112: 8.639945638759331e-05
Position 91: 8.558599409578526e-05
Position 636: 5.0269953980302905e-05
Position 227: 4.7440273373860787e-05
Position 1670: 2.9912325212477747e-05
Position 1085: 1.7534943852638027e-05
Position 4277: 1.6415479572743934e-05
Position 12899: 1.5266182298635378e-05
Position 3630: 1.4869515666996945e-05
Position 1442: 1.454372320925482e-05
Position 855: 1.4442928329950016e-05
Position 3817: 1.4321280824736495e-05
Position 3683: 8.394367539567372e-06
Position 944: 7.04616990726328e-06
Position 834: 6.490075900355308e-06
Position 798: 6.483439236022146e-06
Position 3966: 6.211073126752262e-06
Position 910: 5.460541726022271e-06
Position 787: 5.30556048070219e-06
Position 2095: 5.017724336270757e-06
Position 1230: 4.99959621874256e-06
Position 134: 4.954674121220143e-06
Position 1499: 4.934377616490899e-06
Position 1639: 3.7390098651906517e-06
Position 640: 3.181327120187393e-06
Position 767: 3.103525092542285e-06
Position 897: 3.087167658875798e-06
Position 86: 1.991987018506134e-06
Position 115: 1.9054647810168088e-06
Position 102: 1.89445298147516e-06
Position 148: 1.0609596506506105e-06
Position 68: 6.519937714685041e-07
Position 196: 4.6847899815809514e-07
Position 183: 3.340017158184835e-07
Position 220: 2.655749551490697e-07
Position 41: 1.9760583815897024e-07
Position 254: 1.5547155738958188e-07
Position 9: 1.0835636052234868e-07
Position 222: 9.722783893607409e-08
Position 364: 6.790595370081862e-08
Position 630: 6.207670530964476e-08
Position 585: 5.024098536573966e-08
Position 609: 2.4961024495819046e-08
Position 457: 2.0782109203377698e-08
Position 573: 2.054811166088607e-08
Position 328: 1.785779864485616e-08
Position 638: 1.275187745626158e-08
Position 241: 1.2598525092626342e-08
Position 36: 1.1040127886839913e-08
Position 591: 8.090439490134577e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10885: 0.9997377369256779
Position 20644: 0.41700390416427413
Position 14277: 0.37052314827818883
Position 22661: 0.232132659585528
Position 20458: 0.2239877697842127
Position 16913: 0.21880784625412839
Position 4199: 0.1416911620117
Position 12201: 0.11649422555197596
Position 2470: 0.11121480422592024
Position 16737: 0.08858753289500626
Position 16656: 0.08478799775912241
Position 8044: 0.07589982536817755
Position 13064: 0.0709185901024382
Position 5347: 0.054817456539940024
Position 17060: 0.053291812003398664
Position 8577: 0.03659499051000925
Position 15970: 0.03575618067258518
Position 16698: 0.03548026969614582
Position 13635: 0.03169082728198428
Position 16876: 0.028202149200433423
Position 235: 0.021080840875759163
Position 16312: 0.019714363815975307
Position 13001: 0.019531346913728546
Position 3080: 0.01653548194455627
Position 1570: 0.01556384353836187
Position 18679: 0.014498648124523159
Position 2980: 0.013652797258369345
Position 11060: 0.013071152821684074
Position 7948: 0.012590564936632274
Position 14863: 0.010087558946366424
Position 278: 0.009216749077394287
Position 16598: 0.008866262147198519
Position 1544: 0.008091129052215287
Position 12488: 0.007113110106013061
Position 16434: 0.006935597297950492
Position 13137: 0.006364666604411728
Position 6746: 0.005426116725473457
Position 7878: 0.0046520294259117315
Position 2931: 0.0044297648117128195
Position 12137: 0.004084468358060191
Position 1639: 0.00367512375739133
Position 3083: 0.003539819900478653
Position 15066: 0.0035227927374919875
Position 1575: 0.003319785514486781
Position 6729: 0.002988446973598869
Position 3965: 0.002795426961555433
Position 13776: 0.0027589722214141407
Position 3018: 0.00224854834665517
Position 4392: 0.0021899005978888437
Position 13561: 0.0020447052258758614
Position 14663: 0.001884731398093766
Position 15302: 0.0018658874287735701
Position 4083: 0.0018229450528556566
Position 11500: 0.0017134409151000813
Position 12506: 0.0016592080440216417
Position 14691: 0.001615956049083221
Position 14047: 0.0013669340062428656
Position 11092: 0.0012371966950475272
Position 5247: 0.0012280932344594926
Position 5094: 0.0012181308045741872
Position 293: 0.0010487276592687344
Position 1441: 0.0009778030850901241
Position 2840: 0.0009763522503473776
Position 13457: 0.0009260017434212784
Position 11117: 0.000912575947670092
Position 3761: 0.000809172885652614
Position 712: 0.0007569160475880986
Position 237: 0.000724693601640201
Position 12773: 0.0007225136356512893
Position 11277: 0.0006066744077322843
Position 11386: 0.0005790830332697301
Position 11639: 0.0005769280156873519
Position 2486: 0.00047506002478132946
Position 13515: 0.00039397474308453954
Position 12417: 0.00033838779318597317
Position 11775: 0.000271087981032192
Position 353: 0.0002456886459518062
Position 1490: 0.00024141885693289503
Position 1616: 0.00022782086001637143
Position 670: 0.00020322176528756776
Position 4403: 0.00017719151988177784
Position 11897: 0.00016282791691956763
Position 11883: 0.00014851020247981517
Position 12031: 0.0001381865067913196
Position 536: 0.00011262841180378483
Position 2015: 8.325432500358557e-05
Position 11485: 7.269492734733533e-05
Position 1799: 7.02165002851292e-05
Position 470: 2.9715223476149382e-05
Position 2250: 2.807705073961634e-05
Position 1921: 2.3044666057697726e-05
Position 2962: 1.777416337481396e-05
Position 6141: 1.6819281151900507e-05
Position 7466: 1.5137098932088156e-05
Position 2057: 1.3439917404381454e-05
Position 3595: 1.1485049485120228e-05
Position 3542: 1.1187206077092802e-05
Position 1651: 1.108278145720707e-05
Position 585: 9.490994084976547e-06
Position 7512: 9.231856255648213e-06
Position 1598: 8.71282735074882e-06
Position 998: 7.409953745064765e-06
Position 650: 6.256809541304883e-06
Position 1305: 5.867321963056305e-06
Position 7545: 5.263888839798511e-06
Position 1296: 5.129932815914606e-06
Position 1036: 4.956073806631828e-06
Position 6970: 4.144779302203684e-06
Position 1589: 4.0855164857295525e-06
Position 5962: 3.577126707117117e-06
Position 4014: 3.5592422042423767e-06
Position 4449: 3.3433452200205227e-06
Position 322: 3.268740072774375e-06
Position 1670: 3.130505898087032e-06
Position 1159: 3.120786691206609e-06
Position 307: 2.907890900202618e-06
Position 749: 2.7559706560721717e-06
Position 6229: 2.5752640849490867e-06
Position 2137: 2.5070223739036622e-06
Position 355: 2.467299201499244e-06
Position 542: 2.428706859360058e-06
Position 3496: 2.2569963101188943e-06
Position 301: 2.1173877610164797e-06
Position 4578: 1.9588704734803464e-06
Position 613: 1.5947675015609056e-06
Position 915: 1.4995423320088134e-06
Position 1456: 1.380396125571296e-06
Position 1303: 1.157681159889413e-06
Position 1298: 1.1443284917621678e-06
Position 380: 1.136705678239074e-06
Position 494: 1.1246328799426805e-06
Position 501: 1.0346983719395687e-06
Position 3682: 1.000302011493747e-06
Position 202: 8.221248638933773e-07
Position 318: 7.901898854641044e-07
Position 561: 7.234364947628925e-07
Position 11280: 6.857858983987129e-07
Position 845: 2.559707284851601e-07
Position 416: 1.4992489357842374e-09
Position 213: 1.1868673131167329e-09
Position 426: 1.1237279371722698e-09
Position 220: 3.855028220016642e-10
Position 384: 3.6028612056643507e-10
Position 507: 2.758666172148075e-10
Position 1188: 2.1220632078188971e-10
Position 217: 1.3932442884413723e-10
Position 364: 8.844351466467573e-11
Position 675: 8.488885238152919e-11
Position 1301: 8.416354754845847e-11
Position 567: 7.730828763612433e-11
Position 1016: 5.900199082725603e-11
Position 516: 5.695096548033833e-11
Position 145: 4.209079746157606e-11
Position 627: 3.175608836690999e-11
Position 438: 3.118159846633573e-11
Position 177: 1.9768844662270627e-12
