Gene = Tma7
index = 1086
Annotated 5SS: [261 417 586]
Annotated 3SS: [ 360  497 4161]
SMsplice 5SS: [261 417 586]
SMsplice 3SS: [ 360  497 2291]
top_k =  500
Partition function (log Z): 3.9956393877686485

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9970583851474011
Position 261: 0.9697992688493338
Position 586: 0.9152314588978585
Position 799: 0.33689283821713534
Position 834: 0.07363094944022727
Position 4066: 0.04862318641900635
Position 611: 0.039666323432550325
Position 3181: 0.03290049072083635
Position 2014: 0.030460155442318282
Position 607: 0.029449345490616133
Position 191: 0.022226777120391217
Position 4193: 0.015527538617371172
Position 89: 0.01366506460216987
Position 3921: 0.013353086711193802
Position 1998: 0.006814328797789362
Position 630: 0.006488081737733346
Position 1778: 0.005155958074780775
Position 2720: 0.0035983327865608612
Position 3975: 0.001739034911103107
Position 171: 0.0015764473291405344
Position 125: 0.0010749771079123914
Position 453: 0.000565929346864979
Position 225: 0.0004099879546972258
Position 131: 0.0003759646848683951
Position 284: 0.00035054733825363993
Position 826: 0.00031988150256601636
Position 590: 0.00010580386947338365
Position 247: 7.26063615649425e-05
Position 1742: 3.0181648675598792e-05
Position 16: 1.3676727052450936e-05
Position 62: 1.1248755188453542e-05
Position 200: 9.680746463263394e-06
Position 195: 4.708601446195422e-06
Position 650: 3.2996638341678796e-06
Position 646: 1.8263957688355587e-06
Position 643: 1.7491320683068582e-06
Position 851: 1.3439450991926335e-06
Position 662: 7.740682952622737e-07
Position 634: 5.829040054625324e-07
Position 473: 1.7824549661318064e-07
Position 1821: 1.653092977230407e-07
Position 878: 1.320847796845939e-07
Position 698: 1.2518172162113626e-07
Position 361: 1.223162089006261e-07
Position 669: 1.1054956234398347e-07
Position 2060: 9.855563593453373e-08
Position 667: 9.271038261480815e-08
Position 1139: 8.617069038543687e-08
Position 1333: 6.67220968892729e-08
Position 350: 3.246618054678311e-09
Position 348: 2.0317032319606188e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 360: 0.9997067184403859
Position 497: 0.9914345005053903
Position 707: 0.48069301909781226
Position 4161: 0.18221900494509582
Position 2291: 0.17767753607515752
Position 4022: 0.11051831363023662
Position 3180: 0.08318206187050832
Position 4289: 0.0572914472734507
Position 3086: 0.056731399929453294
Position 4145: 0.046253743939090305
Position 4167: 0.03685306604438451
Position 1239: 0.03241042981618447
Position 2550: 0.02973042780513685
Position 1847: 0.02821635429217534
Position 4271: 0.019563230978013584
Position 4466: 0.01859707089837378
Position 3832: 0.016247098267903215
Position 744: 0.014257010865039062
Position 3396: 0.014034480231554604
Position 2169: 0.013293669118578393
Position 1190: 0.011757176661193969
Position 1642: 0.011003457679687962
Position 1665: 0.010641460180190413
Position 170: 0.009192770078028814
Position 1938: 0.007742148147013284
Position 3792: 0.007707884149649794
Position 748: 0.00718600587919476
Position 2662: 0.005387701844172121
Position 1777: 0.004804323941676898
Position 1439: 0.004430679756803843
Position 684: 0.004242975216207422
Position 501: 0.003914495083657374
Position 2439: 0.003773682036375408
Position 1885: 0.0035244733383337037
Position 3607: 0.0033883793395354826
Position 2333: 0.0029322554948128035
Position 1877: 0.0028606607212362037
Position 4627: 0.0028481794372493935
Position 2085: 0.002735620981352083
Position 3796: 0.0026998466090955202
Position 1737: 0.0026547650647607635
Position 3422: 0.0024162835271853466
Position 4488: 0.002376222564601263
Position 3145: 0.0023085758650423535
Position 2216: 0.002120576211900452
Position 1564: 0.0019881647756090585
Position 1817: 0.001839674839373221
Position 762: 0.001747249824940057
Position 877: 0.0016052304446267356
Position 2467: 0.001374831603086424
Position 714: 0.001366056262455192
Position 4099: 0.0013624193228472799
Position 1697: 0.0012813650526488347
Position 3810: 0.001260733057117353
Position 2452: 0.0012574765756507345
Position 1278: 0.0012270828718729872
Position 4473: 0.0011363703556159584
Position 2304: 0.0010856536111180895
Position 929: 0.0010571092125827531
Position 1414: 0.0010289887760853746
Position 1076: 0.001028776346447399
Position 1390: 0.0009926853859186305
Position 955: 0.0009725565723394916
Position 1751: 0.000925416022966315
Position 3877: 0.0009067811485653778
Position 1983: 0.0008036386531697078
Position 1820: 0.0007669321214937255
Position 1544: 0.0007634695724358311
Position 891: 0.0005727624765455447
Position 4065: 0.0005605820505612212
Position 2496: 0.0005289184091636068
Position 1284: 0.0004765313716594197
Position 1070: 0.00045261701717975127
Position 1453: 0.0003200952508646426
Position 3313: 0.0002933535367027954
Position 218: 0.000276407587933325
Position 506: 0.0002541665576340533
Position 1197: 0.00021988035033773787
Position 1250: 0.0002197138482617994
Position 2676: 0.0002113709658387024
Position 518: 0.00020601682240947489
Position 2794: 0.0002015368438947912
Position 898: 0.00019705251104433185
Position 3095: 0.00013292200186502406
Position 157: 0.0001292023919598993
Position 3034: 9.236946823640106e-05
Position 1312: 9.063046973382342e-05
Position 527: 5.4497579813965324e-05
