Gene = Gfy
index = 433
Annotated 5SS: [  81  787 2046 2478]
Annotated 3SS: [ 641  879 2303 2937]
SMsplice 5SS: [  81  787 2046 2478]
SMsplice 3SS: [ 641 1922 2303 2937]
top_k =  500
Partition function (log Z): -0.1051715085329985

Sorted 5' Splice Sites (High to Low Probability):
Position 81: 0.9959008386616335
Position 787: 0.9708690325299031
Position 2478: 0.8647353151118836
Position 2046: 0.8443554440693491
Position 2567: 0.058856031040735175
Position 545: 0.05768925425561712
Position 1603: 0.04006315418565884
Position 1269: 0.01643173888117628
Position 498: 0.015708288183610808
Position 1035: 0.0065869301881318195
Position 1967: 0.004063661902784444
Position 691: 0.003995618840600463
Position 791: 0.0037526432752620904
Position 1773: 0.0030717423482515107
Position 2096: 0.002235253958618702
Position 2114: 0.002184163679963532
Position 326: 0.002060662467629582
Position 882: 0.001992780990063236
Position 1461: 0.0017127808017550815
Position 2996: 0.0016703549969140305
Position 2279: 0.0016163337809191435
Position 1874: 0.001129033538578369
Position 1233: 0.0010211639664437252
Position 754: 0.0009749877269990797
Position 948: 0.0009705999744745711
Position 806: 0.0009424672646526006
Position 346: 0.0009348418711725762
Position 223: 0.0007458376299297871
Position 373: 0.00042852557963903937
Position 190: 0.0003420614922254839
Position 2033: 0.00033382133689362036
Position 2434: 0.000298050625048716
Position 178: 0.0002952663543829968
Position 2340: 0.00022890007159675485
Position 443: 0.00021849171222781838
Position 585: 0.00017245475054950064
Position 515: 0.00016455932902685667
Position 617: 0.00015513979182297516
Position 3000: 0.00011300108533793469
Position 299: 0.00011283218007634196
Position 462: 0.0001044381984054962
Position 314: 9.333476478958259e-05
Position 296: 8.001551277563986e-05
Position 438: 7.233909591024406e-05
Position 188: 6.378184311737665e-05
Position 158: 6.35794639023398e-05
Position 500: 5.776747226802529e-05
Position 823: 5.419715134266934e-05
Position 421: 4.869745036954765e-05
Position 700: 4.6974898905065076e-05
Position 732: 4.445654630694942e-05
Position 810: 3.885591158391098e-05
Position 555: 3.833546971628345e-05
Position 548: 3.3262692173611675e-05
Position 989: 1.6116775597016675e-05
Position 111: 9.13182638167825e-06
Position 145: 7.623474462417739e-06
Position 1382: 7.459705896909218e-06
Position 1378: 7.042138686024291e-06
Position 1369: 6.9715015010297795e-06
Position 201: 6.483966002625544e-06
Position 57: 4.1608078632831854e-06
Position 231: 3.593966856040147e-06
Position 707: 3.469245141181074e-06
Position 36: 3.4629287362529892e-06
Position 686: 2.1605116618943704e-06
Position 793: 1.4412128779327943e-06
Position 954: 1.2654901258263752e-06
Position 206: 7.266306292496299e-07
Position 627: 5.159163463730943e-07
Position 601: 4.751168075810765e-07
Position 738: 1.8046617678327564e-07
Position 2482: 3.667508690698864e-08
Position 2571: 2.24193540616096e-08
Position 60: 1.6802532314394855e-08
Position 812: 5.032158698007709e-09
Position 856: 4.941480405951129e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 641: 0.9627676624639572
Position 2937: 0.7529791729448109
Position 2303: 0.48679712497785466
Position 2372: 0.4144376841041471
Position 1922: 0.33771652106063943
Position 1966: 0.2812113355434359
Position 1847: 0.11937731914813209
Position 2960: 0.0862718381624064
Position 1984: 0.06107915073377482
Position 3083: 0.038869961522459764
Position 349: 0.03635991199383581
Position 497: 0.026333723547997376
Position 2427: 0.024921616643023628
Position 2790: 0.02472821648553248
Position 3023: 0.020196608788248787
Position 1506: 0.01888427918671261
Position 2604: 0.018051599514094147
Position 1187: 0.013297021820040526
Position 879: 0.011874815457500357
Position 1934: 0.011101076655134375
Position 2566: 0.010980272157763109
Position 222: 0.01092481634473002
Position 1856: 0.010336442680095401
Position 1752: 0.00887383344555287
Position 1926: 0.008871271964267471
Position 721: 0.008704574990944864
Position 1367: 0.008543654215283386
Position 1328: 0.00805839320871073
Position 2420: 0.0069197622256163965
Position 1520: 0.006688574041385892
Position 2433: 0.0059842311331785485
Position 2909: 0.004866973205273335
Position 433: 0.004659525398660994
Position 3056: 0.004509994597225895
Position 1954: 0.004331627194034275
Position 1674: 0.0037767753426009893
Position 1882: 0.003647909147563066
Position 2319: 0.0032140709173851334
Position 2795: 0.002872301295199063
Position 1003: 0.0024793674376688583
Position 1719: 0.0024732087939789006
Position 2261: 0.0021401619617128892
Position 584: 0.0020572733183903775
Position 616: 0.0018152555882828424
Position 1437: 0.0017303820947904428
Position 1738: 0.001588175909683009
Position 2463: 0.0011902166534166437
Position 2330: 0.001153161656047629
Position 2257: 0.0011245937169094794
Position 1043: 0.0009655588220213359
Position 675: 0.0009602055115512327
Position 1970: 0.000925201119589598
Position 2571: 0.0009062920960892756
Position 1592: 0.0008171016232072167
Position 752: 0.00081449142623337
Position 260: 0.0007651131044794871
Position 1986: 0.0007515568451443839
Position 1466: 0.0006593046977161934
Position 1189: 0.0005921004257601839
Position 2163: 0.0005767413415887013
Position 1992: 0.0005151539904396229
Position 391: 0.0005031154274527295
Position 2894: 0.00042330929184952905
Position 2546: 0.00040576533768418925
Position 1811: 0.0003437153551656605
Position 2829: 0.0003376276712141276
Position 462: 0.00032793937844923725
Position 2168: 0.0003220597897462299
Position 2266: 0.0003214126354817153
Position 1898: 0.0003029293016613039
Position 1073: 0.00029354013397323324
Position 1056: 0.0002737815856366136
Position 397: 0.0002687715306172817
Position 3132: 0.00026260626001842164
Position 1773: 0.00025977580838285687
Position 2141: 0.00020667913714123048
Position 373: 0.0002007684037843467
Position 474: 0.00019424215344270935
Position 960: 0.00019308939406900407
Position 185: 0.00019063219660500266
Position 1781: 0.00018006542886630107
Position 686: 0.00017973334556825786
Position 977: 0.00015911338258832892
Position 2522: 0.00015156594360858682
Position 2273: 0.0001495369170437923
Position 1725: 0.00014886649611928597
Position 2278: 0.00013418426794521672
Position 3170: 0.00012881676033568815
Position 1207: 0.00012482286943451165
Position 1468: 0.00011932444236999774
Position 2006: 0.00011769985142760543
Position 1688: 0.0001167554911273505
Position 145: 0.00011207044544421057
Position 2751: 0.00010525046295365581
Position 1536: 9.689936729856906e-05
Position 1257: 9.528156060322692e-05
Position 1439: 8.407371238100402e-05
Position 2202: 7.816976202327895e-05
Position 2577: 7.710026843658494e-05
Position 3145: 7.571502702322887e-05
Position 1369: 7.263197209829738e-05
Position 2223: 6.218830612687428e-05
Position 2148: 5.819235385844443e-05
Position 2658: 5.621814098754412e-05
Position 2194: 5.284274434517138e-05
Position 1698: 5.2083454561163764e-05
Position 1121: 4.4954156177246906e-05
Position 2150: 4.489711372777034e-05
Position 2921: 4.293053489203268e-05
Position 1015: 4.2728589461032463e-05
Position 2283: 3.856317971890567e-05
Position 2230: 3.526679600876589e-05
Position 1522: 3.50572392421988e-05
Position 2477: 3.465644309598426e-05
Position 421: 2.75918177029632e-05
Position 304: 2.757277811239295e-05
Position 2502: 2.4029559906273932e-05
Position 228: 2.224004489255168e-05
