Gene = Lekr1
index = 630
Annotated 5SS: [    44   2911  17839  59163  60989  73600 106799 115181 117758 136138
 149809 153826]
Annotated 3SS: [  2821  17623  59042  60812  73413 106716 115102 117553 136043 149643
 153525 164486]
SMsplice 5SS: [   223   2911  17839  23439  30897  39615  51800  59163  98274 102990
 106799 115181 117758 134819 136138 139572 144260 149809 153826 160170]
SMsplice 3SS: [  2821  17623  23254  30829  39513  51568  59042  98171 102827 106716
 115102 117553 134681 136043 139453 144178 149643 153696 160063 164486]
top_k =  500
Partition function (log Z): -100.73912122320196

Sorted 5' Splice Sites (High to Low Probability):
Position 2911: 0.7813957209815101
Position 4230: 0.6169995197405135
Position 6339: 0.5715913806977457
Position 223: 0.47941469749351695
Position 3346: 0.2670710856499675
Position 165: 0.2213419678758219
Position 7253: 0.09561535364186724
Position 44: 0.09263031472510345
Position 5690: 0.08446151131541335
Position 7298: 0.07736407441651777
Position 2050: 0.07014401760648126
Position 7093: 0.0663996232983805
Position 274: 0.058332849996752416
Position 295: 0.05462304986350206
Position 2068: 0.051854880144707065
Position 353: 0.04138297381389967
Position 3492: 0.03883256383044639
Position 2036: 0.030018454747325625
Position 436: 0.015686986460390996
Position 8339: 0.01081624835972134
Position 550: 0.009974225169186493
Position 1807: 0.009131812727099037
Position 215: 0.007735844707751325
Position 1962: 0.007373227348940108
Position 2611: 0.006206803207851832
Position 82: 0.004978294593293279
Position 464: 0.004882648366466737
Position 3508: 0.0033210674847560023
Position 1949: 0.0029416185264204073
Position 2211: 0.0028028538610117637
Position 7311: 0.0024861544945359863
Position 1137: 0.0024552282843423438
Position 142: 0.002408384490396461
Position 490: 0.0023788982123387516
Position 2847: 0.00229795072366102
Position 2957: 0.0020759446350541314
Position 351: 0.0016509087136821897
Position 328: 0.001250273440888356
Position 342: 0.0011252354105592594
Position 2139: 0.000913840438792242
Position 2934: 0.0004330071390758521
Position 5349: 0.0004322290848377708
Position 3025: 0.0002596886227115916
Position 415: 0.0001836010440425392
Position 227: 0.00016156054836389202
Position 97: 0.00015315382042344403
Position 472: 0.00011838350515483302
Position 1008: 9.993466574012542e-05
Position 450: 8.425948710645746e-05
Position 647: 7.595680385245575e-05
Position 237: 7.423819039699602e-05
Position 930: 5.566500928567298e-05
Position 533: 5.554397312529692e-05
Position 744: 4.606018405025269e-05
Position 1823: 3.441787683914915e-05
Position 1827: 2.7272072482118636e-06
Position 1075: 2.0475143898363623e-06
Position 941: 2.0448415832091164e-06
Position 777: 1.8503052152210958e-06
Position 1811: 1.0382685502681875e-06
Position 2243: 3.107169139741922e-07
Position 2184: 1.578311444246135e-07
Position 2190: 1.0667652228272852e-07
Position 210: 9.360217029063143e-08
Position 32: 5.319644913482545e-08
Position 50: 2.349124472841635e-08
Position 66: 2.2917332415782622e-08
Position 406: 2.518176458659697e-09
Position 390: 2.0480861362233298e-09
Position 15: 3.3289273348920337e-10
Position 622: 1.2834993162473136e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2821: 0.5874879503415874
Position 6221: 0.5133921102154375
Position 17623: 0.2840650263941841
Position 3235: 0.26018707236327754
Position 10260: 0.22428185145675356
Position 4053: 0.16676911314620094
Position 2836: 0.16211454107899778
Position 1923: 0.16013101774505026
Position 4122: 0.14302342494168932
