Gene = Sympk
index = 1052
Annotated 5SS: [  130  4611  4804  6220  6376 10157 11699 12456 13723 15868 16316 18406
 19199 20794 21337 21585 22526 23234 24181 24564 25094 25663 28178 29070
 29266 29922]
Annotated 3SS: [ 4486  4737  6165  6301 10029 11448 12284 13482 15712 16164 18200 19047
 20557 21254 21470 22377 23072 24071 24462 25002 25560 27989 28892 29169
 29537 30011]
SMsplice 5SS: [  130  4611  4804  6220  6376 10157 12456 13515 13723 15868 16316 18406
 19199 21337 21585 22526 23234 24181 24564 25094 25663 28178 29070 29266
 29922]
SMsplice 3SS: [ 4486  4737  6165  6301 10029 12284 13482 13631 15712 16164 18200 19047
 21254 21470 22377 23143 24071 24462 25002 25560 27989 28892 29169 29537
 30011]
top_k =  500
Partition function (log Z): 50.5527187043241

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9957418388445871
Position 24564: 0.985099139332738
Position 29266: 0.9839755912632726
Position 21585: 0.9805574665955874
Position 10157: 0.9769669179816316
Position 23234: 0.9752527060504609
Position 29070: 0.9709935159495051
Position 19199: 0.9674618773092616
Position 16316: 0.9668925125077981
Position 6220: 0.9581714247413791
Position 25663: 0.9440676997702927
Position 6376: 0.924645243097822
Position 25094: 0.9034879581997732
Position 15868: 0.901423979381504
Position 18406: 0.9010537876086455
Position 4611: 0.8863383897819826
Position 28178: 0.8719394335907755
Position 29922: 0.8706149482924077
Position 13723: 0.8364653632982354
Position 24181: 0.793091941295624
Position 12456: 0.7606871365028225
Position 4804: 0.7404634322603438
Position 21337: 0.707536011146459
Position 11699: 0.6057315273191466
Position 22526: 0.60211710290463
Position 13515: 0.4843244491772646
Position 3646: 0.4161187314399379
Position 23918: 0.2775334073618161
Position 15429: 0.24520551210066366
Position 1873: 0.24149746751996917
Position 12428: 0.21750101400574454
Position 26060: 0.18481555244394782
Position 4815: 0.18358466327837883
Position 21377: 0.17246789951560462
Position 11896: 0.1723698456267243
Position 18604: 0.14969007141291193
