Gene = Selenos
index = 961
Annotated 5SS: [ 141  818 3858 7388 7623]
Annotated 3SS: [ 682 3750 7297 7543 9117]
SMsplice 5SS: [ 141  818 3858 7388 7623]
SMsplice 3SS: [ 682 3750 7297 7543 9117]
top_k =  500
Partition function (log Z): 3.3490140867321525

Sorted 5' Splice Sites (High to Low Probability):
Position 3858: 0.9847484819289275
Position 7623: 0.9795210043224284
Position 7388: 0.9368250573930391
Position 818: 0.7634207715040493
Position 141: 0.7346892078243049
Position 6594: 0.4493779572767091
Position 170: 0.25647613979970196
Position 9237: 0.2527262966613915
Position 6150: 0.2092115139897298
Position 3569: 0.12648113774760875
Position 3579: 0.12258390762430135
Position 8664: 0.12181078179031178
Position 3211: 0.1193683081469337
Position 6427: 0.11069744893462476
Position 4111: 0.06559596625746537
Position 8567: 0.06220115124418564
Position 1377: 0.0578836541306067
Position 5868: 0.050763673736622446
Position 8668: 0.0470690645506385
Position 2062: 0.046055382365369185
Position 8300: 0.04550976540359997
Position 6637: 0.043730560004214415
Position 2423: 0.03247012401668276
Position 8309: 0.0315031037230127
Position 7998: 0.0240245511793653
Position 4512: 0.019610257801155006
Position 576: 0.015747760295656464
Position 3195: 0.012903899231683004
Position 890: 0.011882183747747042
Position 8536: 0.010399931259601335
Position 9301: 0.009051337929040754
Position 8718: 0.008439067122941644
Position 7620: 0.0078139455290701
Position 994: 0.007423924251137601
Position 9211: 0.007000374327580236
Position 4467: 0.006304654871224119
Position 832: 0.004301723635936202
Position 2237: 0.004221122364939621
Position 3399: 0.003980800676453497
Position 2943: 0.003760024893928234
Position 862: 0.0036864714586393736
Position 6126: 0.003649013877642718
Position 5311: 0.0034355189289951237
Position 134: 0.003152218320431544
Position 6222: 0.0031370752591034423
Position 4115: 0.0027932921497301243
Position 2709: 0.002757087072436981
Position 2809: 0.002605514173396505
Position 2069: 0.002336487191265635
Position 9427: 0.0018875271079170997
Position 611: 0.0018473223523268266
Position 1031: 0.0017475519844463744
Position 6069: 0.001423872962757066
Position 2450: 0.001262049287781506
Position 811: 0.0011572069930339992
Position 8638: 0.0010721289774600897
Position 3232: 0.001013549890632789
Position 962: 0.0008785937023012885
Position 711: 0.0008548075901528791
Position 2925: 0.000827780327900399
Position 7398: 0.0007725908843120959
Position 829: 0.0006627190887024009
Position 1324: 0.0005675323030011698
Position 7693: 0.0005588578241219371
Position 4107: 0.0005533844560848662
Position 606: 0.0005469421099132364
Position 2027: 0.0005446762506931464
Position 174: 0.0005436251769271491
Position 4530: 0.00047008900659914585
Position 1694: 0.0004625074246512726
Position 3520: 0.00046091276422313
Position 2703: 0.00045281438988874044
Position 391: 0.0004087270560121622
Position 570: 0.0003653429399574602
Position 253: 0.0002775219896633787
Position 6732: 0.00026839788609905597
Position 88: 0.0001667976454106952
Position 501: 0.0001251577202075921
Position 7252: 0.00011159264316143809
Position 9572: 0.00010432730801049373
Position 512: 9.53392949459563e-05
Position 40: 9.072596831648268e-05
Position 526: 9.040753380475584e-05
Position 551: 8.115393254359021e-05
Position 1037: 7.62110667033158e-05
Position 368: 7.243213242265249e-05
Position 326: 5.41798354219929e-05
Position 441: 5.3785834382202275e-05
Position 296: 5.1898180479812156e-05
Position 340: 4.655015829804477e-05
Position 520: 4.432889136512679e-05
Position 56: 2.6736040371484218e-05
Position 44: 2.0104605663747744e-05
Position 196: 1.978209689521284e-05
Position 50: 1.9593206729369988e-05
Position 389: 1.9549762158987108e-05
Position 451: 1.756050969474023e-05
Position 226: 1.7419405592510922e-05
Position 509: 1.5552934522086654e-05
Position 866: 1.2970169823738843e-05
Position 822: 8.925730878742619e-06
Position 924: 8.84588014558653e-06
Position 371: 7.3306278572015645e-06
Position 403: 6.748391026072673e-06
Position 1015: 4.312399226722347e-06
Position 850: 2.619226883984705e-06
Position 930: 2.3363534455452336e-06
Position 37: 2.13005441711413e-06
Position 4128: 1.970297519339079e-06
Position 321: 1.7957482939568186e-06
Position 9217: 1.08985355136911e-06
Position 7279: 8.772637155211614e-07
Position 650: 1.5508725249229566e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9117: 0.9848370044593961
Position 3750: 0.9635187014377249
Position 7543: 0.9232206709577159
Position 7297: 0.794742098692614
Position 682: 0.7846425707481601
Position 6499: 0.4933769151670226
Position 3469: 0.2282206521328896
Position 9339: 0.17321359355340404
Position 8501: 0.14847474257946322
Position 6054: 0.11479160252533169
Position 3124: 0.11134171900129414
Position 6324: 0.09131627636879798
Position 8463: 0.0805819244523681
Position 7148: 0.07258039801958602
Position 5976: 0.06093833464966766
Position 9456: 0.05152707007832725
Position 7237: 0.04922627410277528
Position 8154: 0.046573718646173864
Position 1882: 0.03488159416574553
Position 5825: 0.03347502184890887
Position 7550: 0.032648949464975756
Position 6028: 0.03140485041310594
Position 4013: 0.030888208465027364
Position 1158: 0.028889846647106837
Position 3304: 0.0237369108164286
Position 8212: 0.021480372377015902
Position 5782: 0.02129195824272378
Position 7195: 0.017643220756669537
Position 1260: 0.01729331353004294
Position 3985: 0.01642695673063936
Position 8331: 0.016108945230266795
Position 9453: 0.016035555408990917
Position 2312: 0.015180467098023611
Position 3943: 0.015103379215881717
Position 3770: 0.014715164590382069
Position 7496: 0.010336547737897772
Position 4380: 0.010026801642398924
Position 6265: 0.009530910967921549
Position 3121: 0.009488475137092839
Position 7589: 0.008568442564381164
Position 9703: 0.00848223997604996
Position 8389: 0.008328829437246735
Position 6005: 0.00810277511388575
Position 2740: 0.008027628154275426
Position 2389: 0.008013580302177178
Position 432: 0.007826104899783038
Position 6309: 0.007570504388380293
Position 7804: 0.007330204107159322
Position 3705: 0.007132429726398113
Position 7524: 0.006943817421941472
Position 2348: 0.006885045971676226
Position 8159: 0.006350098353723452
Position 725: 0.005782520134840341
Position 7855: 0.0057115359799988896
