Gene = Relch
index = 893
Annotated 5SS: [  751 14370 23138 23303 23513 28227 28421 29295 31621 32714 40161 50057
 52967 55033 55734 57533 61923 62584 64106 67398 70742 72140 76635 77478
 79467 82303 86528 87161]
Annotated 3SS: [14279 23065 23246 23398 28022 28328 29000 31544 32617 40047 49965 52894
 54891 55568 57384 61765 62459 64056 67317 70634 72039 76551 77413 79327
 82185 86438 87089 89619]
SMsplice 5SS: [  751 14370 19131 23303 23513 28227 28421 31621 32714 40161 50057 52330
 52967 55033 55734 57533 61923 62584 67398 70742 72140 77478 79467 82303
 86528 87161]
SMsplice 3SS: [14279 19042 23246 23398 28071 28328 31544 32617 40047 49965 52210 52894
 54933 55568 57384 61765 62459 67317 70634 72039 77376 79327 82185 86438
 87089 89619]
top_k =  500
Partition function (log Z): 16.668781507553184

Sorted 5' Splice Sites (High to Low Probability):
Position 14370: 0.9999999999999962
Position 23513: 0.9999999999999954
Position 19131: 0.9999999999999933
Position 40161: 0.9998638216075788
Position 50057: 0.9997750179433545
Position 62584: 0.9963527103129177
Position 32714: 0.9843212634085892
Position 57533: 0.9798461330262863
Position 28421: 0.9704763801121253
Position 55734: 0.9671847044505318
Position 82303: 0.9560938467657202
Position 72140: 0.9407966504647175
Position 86528: 0.9340805789404808
Position 28227: 0.9064907830401538
Position 52967: 0.873336046465065
Position 67398: 0.8665089564412243
Position 23303: 0.8551697706974775
Position 751: 0.8489151483811054
Position 61923: 0.8340472364736519
Position 79467: 0.8140791434395964
Position 70742: 0.8069318893260796
Position 55033: 0.7862160220759066
Position 52330: 0.7250567347112674
Position 77478: 0.6858166943689334
Position 2488: 0.5958504080768717
Position 87161: 0.551626337127945
Position 31621: 0.5025932144927889
Position 64106: 0.4703433672541568
Position 101: 0.4397025955349736
Position 83599: 0.4171131282177834
Position 67971: 0.41187768693010995
Position 54801: 0.3416941848976415
Position 60593: 0.33394561189585165
Position 50777: 0.2931556530449087
Position 15449: 0.2640904431516853
Position 77547: 0.24381764824212265
Position 37615: 0.23939456273857543
Position 50360: 0.22483247664018824
Position 77213: 0.20808525170853054
Position 57205: 0.20101801478667317
Position 51711: 0.19900000242307586
Position 2906: 0.1928058110031305
Position 41174: 0.15044876047552513
Position 111: 0.14912244985343223
Position 50445: 0.14237314517598307
Position 63801: 0.12978913865064365
Position 25406: 0.12818616453873904
Position 74118: 0.12161587554691636
Position 54961: 0.11963262294883188
Position 77038: 0.10687786527812787
Position 78176: 0.10495190819314387
Position 309: 0.10346466479225704
Position 47330: 0.10176450531977646
Position 81984: 0.09443824178101437
Position 30813: 0.09060572579739866
Position 78328: 0.08339512714907404
Position 74390: 0.08217174745798185
Position 32875: 0.0814855140867159
Position 40466: 0.07723712557977888
Position 52850: 0.07291656255487879
Position 37627: 0.07258463363514926
Position 52825: 0.07107786889757607
Position 39424: 0.06756639017735469
Position 52813: 0.06534474356497293
Position 46168: 0.058795053706448844
Position 29295: 0.05870763773845118
Position 37061: 0.05219564015330742
Position 52818: 0.0518472776386936
Position 68323: 0.05182699506128833
Position 67432: 0.04565622271366101
Position 52: 0.04459830892495175
Position 62895: 0.04385247686718506
Position 68020: 0.04233993279434768
Position 68910: 0.04165619741351625
Position 31226: 0.0396806670482113
Position 31383: 0.03793076089384996
Position 59617: 0.03722310745689332
Position 80775: 0.03155039592218813
Position 70022: 0.02376816916922854
Position 52055: 0.017413262792002775
Position 74850: 0.017213024081605105
Position 67227: 0.016945950179265045
Position 58827: 0.0164044530143314
Position 52748: 0.015832804350870068
Position 60445: 0.015474509683130364
Position 87350: 0.01524630972987404
Position 87069: 0.014998091017492093
Position 70807: 0.014277281298619262
Position 74363: 0.013619903553325744
Position 25161: 0.012148513676113889
Position 53308: 0.011347587455824528
Position 64592: 0.010312797913844356
Position 60510: 0.01024596875247976
Position 57627: 0.009597645313890851
Position 87388: 0.008925547046336513
Position 68188: 0.008514482110056967
Position 56869: 0.007403831630378856
Position 40948: 0.00697046876263166
Position 51860: 0.006790256217569407
Position 55181: 0.006678832798497297
Position 28662: 0.005964181017320814
Position 79887: 0.005727157005198481
Position 87697: 0.005642747162662347
Position 53331: 0.005414528740031056
Position 2430: 0.00505083472544839
Position 2538: 0.004786462214619915
Position 55164: 0.004784353341448991
Position 63793: 0.004657301506318921
Position 2435: 0.0045966790214212565
Position 87332: 0.0045873440812010694
Position 71021: 0.004370084567766275
Position 28510: 0.0035954689788196366
Position 40379: 0.0035317859491649614
Position 69578: 0.0033762403956780693
Position 357: 0.0032220336945812064
Position 57559: 0.003067938517864828
Position 52976: 0.0029894280013749736
Position 76200: 0.002965421363502291
Position 88500: 0.002516379751696578
Position 55115: 0.0021358854786665236
Position 2389: 0.0021247592085302533
