Gene = Glyctk
index = 439
Annotated 5SS: [  98  650  994 1730]
Annotated 3SS: [ 233  841 1553 2030]
SMsplice 5SS: [ 98 364]
SMsplice 3SS: [233 841]
top_k =  500
Partition function (log Z): -7.731434241191554

Sorted 5' Splice Sites (High to Low Probability):
Position 994: 0.6326176102622573
Position 98: 0.5659446328153845
Position 364: 0.5496586541942392
Position 650: 0.4388285529013532
Position 1730: 0.27495174638045744
Position 3215: 0.2332681963282864
Position 480: 0.17121444339338754
Position 1103: 0.16234399609819938
Position 3781: 0.11818839357987768
Position 2548: 0.09315363259597523
Position 4449: 0.08661970150463685
Position 88: 0.08493365194334558
Position 3843: 0.0807978848571765
Position 1089: 0.06336819604271761
Position 139: 0.052271770142132336
Position 29: 0.05152214207135523
Position 127: 0.03876348842767213
Position 4190: 0.03562540240086176
Position 408: 0.0164267106302922
Position 4199: 0.010800082199952137
Position 190: 0.010415324646263498
Position 291: 0.010196964152177978
Position 2511: 0.009418574806236542
Position 4457: 0.0046215860156596025
Position 1066: 0.0045325159410383765
Position 1082: 0.004119120322238161
Position 1042: 0.0036860299015836692
Position 595: 0.0031931720373553477
Position 606: 0.0029330857235979704
Position 981: 0.002468511778876744
Position 2298: 0.001818048243963697
Position 412: 0.0017208497811334092
Position 200: 0.0013992223162243218
Position 147: 0.0013252755045368243
Position 540: 0.00116393335370648
Position 52: 0.0011071909157275035
Position 876: 0.000773101949536786
Position 36: 0.0006223376586248928
Position 1695: 0.0005697921772599493
Position 1024: 0.0005378610880000988
Position 301: 0.0005288641932477656
Position 1855: 0.000490895350121734
Position 86: 0.00044574810867800257
Position 522: 0.0004187967675627671
Position 155: 0.00039802266581422807
Position 735: 0.0003811460957195706
Position 322: 0.00035855314275024306
Position 1015: 0.00031631855920751894
Position 345: 0.0002464509267700479
Position 597: 0.0002460387090431889
Position 195: 0.00019691994546164546
Position 361: 0.0001748109769311238
Position 1248: 0.00016547237181037993
Position 1154: 0.00014921873091789693
Position 1170: 0.00012781014684503603
Position 14: 0.00010980533268210994
Position 174: 0.00010120131377604083
Position 395: 9.36008521785397e-05
Position 686: 9.26121346491091e-05
Position 656: 9.103626918997173e-05
Position 16: 9.098417201263415e-05
Position 588: 7.176857824548086e-05
Position 403: 6.592243541017303e-05
Position 417: 6.315378596188586e-05
Position 204: 4.913528843724771e-05
Position 33: 2.5368144999422813e-05
Position 745: 2.3823361033076192e-05
Position 31: 2.1524858884447476e-05
Position 449: 1.2944872195733187e-05
Position 254: 2.0642933833061182e-06
Position 1047: 5.284696149554814e-07
Position 1034: 1.7180439254092364e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 841: 0.9237724362642782
Position 233: 0.6329858399486232
Position 463: 0.2785891207592872
Position 3689: 0.2655924358173927
Position 4332: 0.2602477825323659
Position 3090: 0.1929967856852886
Position 1553: 0.18141198279690365
Position 3867: 0.11686412438450831
Position 1612: 0.11289134235643283
Position 2438: 0.08831904530764922
Position 4279: 0.07685751439099577
Position 2030: 0.06063545494554833
Position 3289: 0.06004157364913049
Position 1603: 0.056595152459948644
Position 2894: 0.04355719720601066
Position 3909: 0.03971253477003127
Position 2737: 0.03533484398944914
Position 500: 0.03526731500641199
Position 3506: 0.03425479767236527
Position 5059: 0.029633511306877774
Position 3058: 0.02681564410035303
Position 2841: 0.026714764104685384
Position 4736: 0.025751761328434784
