Gene = Ppan
index = 841
Annotated 5SS: [ 143  403 1265 1510 1767 2541 2838 3032 3191 3573]
Annotated 3SS: [ 231 1162 1458 1595 2463 2729 2907 3111 3275 3656]
SMsplice 5SS: [ 143  403 1510 1767 2541 2838 3032 3191 3573]
SMsplice 3SS: [ 231 1420 1595 2463 2729 2907 3111 3275 3656]
top_k =  500
Partition function (log Z): 20.622165857482567

Sorted 5' Splice Sites (High to Low Probability):
Position 3032: 0.9862453481398264
Position 1510: 0.98398646509177
Position 2838: 0.9732143095223001
Position 1767: 0.9464222477865563
Position 143: 0.9128734381995023
Position 3573: 0.8018148535709055
Position 3191: 0.7721574032164551
Position 403: 0.6184616511688535
Position 2541: 0.6053110786086706
Position 1265: 0.4430752770110645
Position 2551: 0.3452553119041548
Position 3204: 0.20127375319738333
Position 3504: 0.16618688279972355
Position 432: 0.16203138238549913
Position 68: 0.05087012537845622
Position 361: 0.04909879371163182
Position 407: 0.04463595214559793
Position 306: 0.021798065736195853
Position 75: 0.018121003443819096
Position 1163: 0.017981612783455066
Position 2842: 0.017185707810919375
Position 845: 0.016908908719770643
Position 3453: 0.015709948574977452
Position 1758: 0.015592385108418143
Position 340: 0.013413159861039421
Position 3738: 0.011637414960080273
Position 1801: 0.008336519012497705
Position 3753: 0.006221484691822504
Position 659: 0.005543864053193763
Position 3789: 0.005018932886910079
Position 1519: 0.005011130212112043
Position 332: 0.004620214294130025
Position 540: 0.0045639314959356895
Position 492: 0.004361440793701597
Position 370: 0.004323803617083239
Position 2822: 0.004041030324326942
Position 978: 0.0036104210105522604
Position 1677: 0.0033521944687729052
Position 2169: 0.003272597608727705
Position 608: 0.0030280790172134077
Position 2639: 0.0023739174830952688
Position 1365: 0.00227055557311198
Position 2547: 0.0022031392825696736
Position 613: 0.00182733128863278
Position 3017: 0.0017714008126282362
Position 1269: 0.0015228024906309295
Position 312: 0.0014748097497459046
Position 2615: 0.0012381447622381455
Position 2097: 0.0011332272993997438
Position 77: 0.0010977834821129734
Position 2887: 0.0010796281098184807
Position 282: 0.001059530446687822
Position 3459: 0.0010532047884354223
Position 2019: 0.0006857811679918909
Position 3883: 0.0006202575829128774
Position 33: 0.000614959391178615
Position 1256: 0.0005420449815831098
Position 3593: 0.0005217703595084348
Position 932: 0.0004587046901463035
Position 3535: 0.0004565857470053623
Position 3185: 0.00040206121626305553
Position 38: 0.0003992077070242691
Position 108: 0.0003788308694792418
Position 2657: 0.0003482602003737076
Position 3172: 0.0003453010564208209
Position 1379: 0.00034073785470038255
Position 133: 0.00030657032118354996
Position 2854: 0.00025339229625649467
Position 2230: 0.0002490084115174585
Position 1655: 0.0002368022268502888
Position 1748: 0.00023246613611583686
Position 2094: 0.00020062688040034074
Position 1809: 0.00019842431494263834
Position 3217: 0.00018691354943505909
Position 2749: 0.00017940314488143738
Position 3585: 0.00017748638816750476
Position 53: 0.00017074565209042244
Position 1100: 0.00013569369243094916
Position 1138: 0.00013405879040354345
Position 2464: 0.00012978826216720855
Position 3038: 0.00011740771168922594
Position 839: 0.00011728879371126443
Position 2257: 0.00011222877628221124
Position 1730: 8.769286065289672e-05
Position 3348: 7.91673242501381e-05
Position 926: 7.311695909570744e-05
Position 2545: 7.299871404867859e-05
Position 1780: 6.278440910629452e-05
Position 1742: 6.077317510368884e-05
Position 3047: 5.737961253672513e-05
Position 879: 5.388634740913664e-05
Position 2620: 4.990906470249491e-05
Position 42: 3.4951550096762085e-05
Position 3551: 3.4810118051797234e-05
Position 1832: 3.389744184863548e-05
Position 3157: 2.9258656411815033e-05
Position 3494: 2.7911114877773182e-05
Position 310: 2.527173654356014e-05
Position 1848: 2.5222287642101866e-05
Position 3438: 2.3985327106315604e-05
Position 3887: 1.8913638353251217e-05
Position 2790: 1.2879014843674409e-05
Position 1886: 1.0283268269418683e-05
Position 2928: 9.499543028306403e-06
Position 179: 8.01590436156327e-06
Position 24: 6.409295597498069e-06
Position 2933: 5.224458946965838e-06
Position 2740: 3.3332148483266707e-06
Position 1614: 2.253085474715798e-06
Position 1617: 1.8897733364529927e-06
Position 2910: 6.993845610080475e-07
Position 1566: 6.236582894708009e-07
Position 12: 4.377481986248627e-07
Position 184: 2.851318618518332e-07
Position 3577: 2.320181939810227e-07
Position 2978: 2.2409862866070698e-07
Position 231: 1.925367558703833e-07
Position 222: 1.244989467285032e-07
Position 3228: 5.32508683406385e-08
Position 219: 1.829012367840357e-08
