Gene = Cnst
index = 278
Annotated 5SS: [  247 33399 46497 55363 58236 58698 59900 60164 64297 76533]
Annotated 3SS: [32967 46314 55331 58148 58582 59877 60066 63415 76396 78628]
SMsplice 5SS: [  247 33399 41784 46497 58236 60164 76533]
SMsplice 3SS: [33128 41643 46314 58135 60066 76396 78628]
top_k =  500
Partition function (log Z): -53.22878010565325

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.919530849874822
Position 1166: 0.29437766255640535
Position 1981: 0.0793022967204292
Position 2758: 0.04607039431335116
Position 3959: 0.04557091718773124
Position 1415: 0.03362043723574875
Position 411: 0.03361334085235998
Position 5222: 0.01695789320683204
Position 2142: 0.009983088678031705
Position 537: 0.009504597212185118
Position 1974: 0.0090968852152188
Position 59: 0.008183883362560864
Position 3165: 0.005170240292375639
Position 5288: 0.005047942884112185
Position 3647: 0.004781097828377601
Position 3483: 0.004718841211291732
Position 2321: 0.003206221808063775
Position 3973: 0.0030876524237970103
Position 1989: 0.002172304454222719
Position 218: 0.0021577708712430302
Position 488: 0.001091839071861206
Position 2097: 0.001073889481440777
Position 3652: 0.0005129440718492225
Position 115: 0.00048280545153481924
Position 2495: 0.00047841225004752446
Position 2177: 0.00038145923743445454
Position 356: 0.0003743855279509622
Position 2149: 0.00034930920051175045
Position 3366: 0.0003268713727527211
Position 155: 0.00020548400802587074
Position 179: 0.00019201467115809382
Position 2093: 0.00018577561344627642
Position 310: 0.00016306038646109536
Position 2016: 0.00014187245343588373
Position 505: 0.00011524705587026796
Position 1170: 0.00011088072073648553
Position 80: 6.759306568329503e-05
Position 1356: 4.2613668612636665e-05
Position 1088: 3.101969623211448e-05
Position 1805: 1.5378389557004026e-05
Position 37: 1.3714101134072841e-05
Position 2384: 1.0713193577579985e-05
Position 2299: 1.0108625811396836e-05
Position 2151: 5.922768329106678e-06
Position 1978: 5.3726592041074276e-06
Position 1284: 4.018392994916362e-06
Position 512: 3.6301495849400173e-06
Position 632: 2.0520683525838846e-06
Position 492: 1.929607820294479e-06
Position 167: 1.3691016095779263e-06
Position 500: 1.306347367848184e-06
Position 334: 1.2511133477682712e-06
Position 346: 1.1215505527019171e-06
Position 3: 9.384736284078031e-07
Position 428: 8.406902209814934e-07
Position 1174: 8.220401786722653e-07
Position 668: 8.13920487746581e-07
Position 993: 6.270923422256947e-07
Position 418: 4.831029748179281e-07
Position 303: 4.700568780367768e-07
Position 1197: 3.894857583463026e-07
Position 895: 3.638643783816687e-07
Position 117: 1.8134835597022032e-07
Position 494: 6.67543830493216e-08
Position 157: 3.2218958702423795e-08
Position 130: 3.137682442643577e-08
Position 390: 2.60981248155669e-08
Position 421: 2.040262398711904e-08
Position 776: 6.860495850878548e-11
Position 519: 1.902200845671641e-12

