Gene = I830077J02Rik
index = 553
Annotated 5SS: [ 107 3931 4700 5518 5797]
Annotated 3SS: [3882 4641 5422 5746 6065]
SMsplice 5SS: [ 107 1438]
SMsplice 3SS: [1361 4641]
top_k =  500
Partition function (log Z): -4.814566061634402

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9719750519295017
Position 1438: 0.7105036097900492
Position 4700: 0.399186091014519
Position 5797: 0.3484002009271386
Position 793: 0.3318240118882376
Position 753: 0.21136191972612417
Position 1448: 0.16290287106513232
Position 4806: 0.1226548352729362
Position 3931: 0.11373648551914081
Position 5136: 0.07172583997753762
Position 3170: 0.061386381406424134
Position 5962: 0.06129790306628024
Position 5518: 0.06108497798260991
Position 2593: 0.06004395837715687
Position 2808: 0.044113626768367865
Position 3970: 0.038363357791392994
Position 1300: 0.031655800013447775
Position 478: 0.02963141882463575
Position 2495: 0.02493270294186773
Position 2222: 0.02275151530049712
Position 5257: 0.02221018106164892
Position 5679: 0.020651227785154457
Position 4721: 0.020569812467522725
Position 254: 0.018680390079772964
Position 5552: 0.0175815221888087
Position 3258: 0.016766895011708718
Position 828: 0.015019385261680812
Position 2745: 0.00993272014574859
Position 5747: 0.005759663325298663
Position 4551: 0.005254673682615997
Position 4147: 0.003806282334673795
Position 2655: 0.0036865153991556218
Position 3214: 0.0034822494701685354
Position 8007: 0.003073909833119226
Position 2216: 0.0030013074809420136
Position 5850: 0.0028817845328989976
Position 651: 0.0025477471445080266
Position 3699: 0.0025372572647469316
Position 360: 0.0020889109169754953
Position 977: 0.0017633103750180031
Position 2274: 0.000757432524092589
Position 959: 0.000736446160588469
Position 5951: 0.0007357890729651244
Position 523: 0.0004964538419728662
Position 2694: 0.0004809911589828803
Position 82: 0.0004570696317562234
Position 2409: 0.000329655502697883
Position 362: 0.0002043686901718588
Position 3005: 0.0001928671839719183
Position 1236: 0.00017568984622674268
Position 700: 0.00014218336079712508
Position 245: 0.00011431769627013977
Position 1255: 0.00010782811861338208
Position 198: 4.821346661015553e-05
Position 364: 3.568611694636602e-05
Position 366: 3.16282265612339e-05
Position 368: 3.0297178872225576e-05
Position 370: 2.309197568279844e-05
Position 372: 1.793191034631733e-05
Position 258: 1.5092023400448978e-05
Position 374: 1.4428330336613627e-05
Position 166: 1.4280066583102083e-05
Position 482: 1.244161901273841e-05
Position 470: 1.2338705334053829e-05
Position 376: 1.1260307485499436e-05
Position 1334: 9.134857235096683e-06
Position 93: 9.114050340237912e-06
Position 378: 8.893920772435057e-06
Position 336: 5.993427700033134e-06
Position 292: 5.357642710703143e-06
Position 6: 5.289789946748951e-06
Position 1344: 5.155277763090101e-06
Position 66: 3.820719123772443e-06
Position 171: 3.6434969423136627e-06
Position 186: 2.010111957606166e-06
Position 54: 1.958401935518878e-06
Position 982: 1.8421945658255852e-06
Position 637: 9.590797819730413e-07
Position 392: 8.312964609630365e-07
Position 473: 4.7428575987953436e-07
Position 252: 4.2865530896600767e-07
Position 416: 2.481882236115483e-07
Position 1052: 2.0249271067012812e-07
Position 515: 1.2248524612530827e-07
Position 568: 1.0207512953424217e-07
Position 380: 9.330996545445315e-08
Position 832: 6.262047347528843e-08
Position 15: 1.3469633299231539e-08
Position 209: 1.0733687708219636e-08
Position 189: 5.0366115338362706e-09
Position 382: 1.9131781969296686e-09
Position 387: 1.2363310975204479e-09
Position 385: 9.92295668771922e-10
Position 228: 1.834070230292715e-10
Position 226: 2.407813561424127e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4641: 0.7849322093078058
Position 1361: 0.6168737279197791
Position 6065: 0.3645062565992788
Position 5746: 0.3261522155206544
Position 5601: 0.24686673761298153
Position 556: 0.24265843707509066
Position 552: 0.16575808752628504
Position 1413: 0.13417063056271736
Position 692: 0.12452974255263648
Position 3882: 0.11882852562910586
Position 5422: 0.07449760808873498
Position 3056: 0.07404716747642977
Position 7907: 0.05823918395161527
Position 5108: 0.050743620833814874
Position 1157: 0.047976878868546596
Position 2526: 0.043691203301054075
Position 1391: 0.04291871454232914
Position 2326: 0.042288821911968026
Position 7767: 0.037902236852180575
Position 7669: 0.032421758268387564
Position 1212: 0.031304851797773085
Position 5105: 0.029709539818290786
Position 7642: 0.026629659219000297
Position 2485: 0.02370303257313957
Position 3791: 0.022875954125834777
Position 2563: 0.022318353134944128
Position 6188: 0.022146944460117026
Position 1366: 0.015565378423240177
Position 3751: 0.01330416158009339
Position 7373: 0.013105723926075667
Position 4904: 0.012835734436809751
Position 4934: 0.012688224678040375
Position 2021: 0.01199989847823168
Position 171: 0.011162579984529308
Position 236: 0.010691673150633211
Position 2441: 0.009913019599704045
Position 2158: 0.008266226041953128
Position 2060: 0.007517506827371454
Position 6493: 0.007479167870735886
Position 8028: 0.007155677366038567
Position 708: 0.007024854945581212
Position 8135: 0.006885756751057582
Position 6083: 0.0066709696610393054
Position 593: 0.006396790680171143
Position 7823: 0.005995743867411825
Position 4414: 0.005953378382560514
Position 271: 0.0056199847658732534
Position 6617: 0.005114772719572949
Position 668: 0.0048217280725009505
Position 1236: 0.004764997869693329
Position 5870: 0.004475905922834688
Position 4771: 0.0041113071563484965
Position 2896: 0.0039266125087022985
Position 1419: 0.003442730201718503
Position 3843: 0.003383856119255511
Position 1136: 0.002948898243158072
Position 1289: 0.002767639089714487
Position 2993: 0.002700183823555722
Position 3599: 0.002537257264746933
Position 2494: 0.002465240968856288
Position 2359: 0.0023364434519818505
Position 1174: 0.002259828071570868
Position 3157: 0.0016769792556921349
Position 207: 0.0016416577128120296
Position 2652: 0.0016253850113384732
Position 451: 0.0016220228790480456
Position 8277: 0.0010056039487988775
Position 4574: 0.0009871341268963682
Position 646: 0.0009371780345895017
Position 744: 0.0009140409568713912
Position 1040: 0.0008439761405852961
Position 823: 0.0007239179936177896
Position 936: 0.0007104772123681342
Position 1188: 0.0006790193655958429
Position 1299: 0.000586111181527265
Position 416: 0.0005682607239693227
Position 612: 0.0005534965472780173
Position 3652: 0.00046588049711373213
Position 4521: 0.0004172370483133574
Position 713: 0.00035493682101134217
Position 2744: 0.0003448231948942608
Position 4842: 0.0003323973982562997
Position 360: 0.00030344411604085985
Position 1750: 0.00022481901268975836
Position 1860: 0.0002184692825115755
Position 1532: 0.00020293273660170402
Position 614: 0.00018640678079686506
Position 792: 0.00017980405210129408
Position 877: 0.00016209510633288828
Position 252: 0.00015441500456534716
Position 648: 0.00012159017291897171
Position 1553: 0.00011282882052597087
Position 867: 6.783345853359872e-05
Position 753: 5.191847638502044e-05
Position 880: 4.45491493473208e-05
Position 258: 4.335121284339013e-05
Position 776: 1.1852626293828633e-05
Position 920: 8.002672078058008e-06
Position 1251: 7.764063392181262e-06
Position 1194: 4.338996661414551e-06
Position 285: 2.845029088392671e-06
Position 468: 2.7964297021954393e-06
Position 2964: 2.5993097394335188e-06
Position 2395: 1.4751009582746692e-06
Position 2246: 1.386401191380289e-06
Position 460: 1.1557534068274163e-06
Position 287: 2.780627942224574e-07
Position 890: 2.1759712904931437e-07
Position 956: 9.171208995957611e-08
Position 147: 6.823076730004715e-08
Position 499: 2.30415715931431e-08
Position 470: 1.0239178045431086e-08
Position 127: 3.477744215596093e-09
Position 106: 2.889250700520262e-09
Position 74: 1.9819503219410016e-09
Position 149: 5.255251238317108e-10
Position 112: 7.945849108221814e-13
Position 93: 7.06858314858061e-13
