Gene = Medag
index = 668
Annotated 5SS: [  507 10495 15298 15758]
Annotated 3SS: [10384 15184 15471 18037]
SMsplice 5SS: [  507 10495 15298 15758]
SMsplice 3SS: [10384 15184 15471 18037]
top_k =  500
Partition function (log Z): -10.732119858425813

Sorted 5' Splice Sites (High to Low Probability):
Position 1803: 0.8139146609278832
Position 10495: 0.784251441864805
Position 507: 0.6453715522954719
Position 15758: 0.6345435425291279
Position 652: 0.44312211285701336
Position 148: 0.4216602482086778
Position 11466: 0.3310057386323618
Position 1360: 0.2942416156222277
Position 383: 0.29128550439406053
Position 6790: 0.2909832086543789
Position 15647: 0.21097575308689043
Position 101: 0.18524080290801884
Position 1112: 0.08394267287955012
Position 1237: 0.04795414119328699
Position 199: 0.033042524301199666
Position 1377: 0.019617999648618125
Position 1659: 0.015446505260446637
Position 1186: 0.014607069872384665
Position 85: 0.0140124055236958
Position 980: 0.003029021758339471
Position 1454: 0.003025176419318818
Position 1493: 0.0030003859441635576
Position 511: 0.0013235294243744368
Position 889: 0.0011897401701375435
Position 1309: 0.0010756606170353683
Position 1910: 0.0008319746625768091
Position 227: 0.000520093071304255
Position 1167: 0.0003018212563900501
Position 677: 0.00025851184678371786
Position 1654: 0.00023944069799200542
Position 2335: 0.00023839096784172202
Position 1289: 0.00023797776823696577
Position 460: 0.00019941441038489845
Position 243: 0.00018662733282670852
Position 58: 0.00015799283432900988
Position 3629: 0.00015167559326483162
Position 365: 0.00014594022322052
Position 309: 0.00013648768895879778
Position 428: 9.404502374735253e-05
Position 3061: 8.155391022461185e-05
Position 691: 4.912858615385437e-05
Position 14: 4.641310644308109e-05
Position 397: 4.495180324348458e-05
Position 60: 3.6208113803297484e-05
Position 3723: 1.9067685412680065e-05
Position 7: 7.549460425740277e-06
Position 253: 6.018975385927107e-06
Position 299: 5.329278785531989e-06
Position 442: 3.344532708384771e-06
Position 522: 2.9214582079921136e-06
Position 573: 1.0286165732117797e-06
Position 303: 1.0745111600437074e-07
Position 904: 7.390569214007983e-08
Position 663: 7.06096675464851e-08
Position 339: 6.44089087730901e-08
Position 874: 5.148085748118689e-08
Position 831: 4.5163410747723414e-08
Position 929: 4.1512857776852535e-08
Position 759: 4.0562450040622066e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15471: 0.9740695489146166
Position 10384: 0.7850218114931571
Position 1765: 0.5297138047108368
Position 18037: 0.38918132539846606
Position 576: 0.38778651278520015
Position 11365: 0.33308987162368253
Position 1584: 0.28871618292651824
Position 17045: 0.2756854198921895
Position 345: 0.26943309658295794
Position 6628: 0.2572714840313288
Position 1213: 0.24258399405399275
Position 241: 0.18685300186041928
Position 1036: 0.15215973155713253
Position 17523: 0.14094173508072186
Position 360: 0.08565212743465275
Position 18313: 0.03971081524464122
Position 6503: 0.03397933735971278
Position 1065: 0.026418760524779268
Position 197: 0.02261944224726627
Position 1075: 0.018418674270048566
Position 13218: 0.01456691502435933
Position 619: 0.013466610065357326
Position 187: 0.01274868278162899
Position 291: 0.011118627289697985
Position 1115: 0.010757513889297783
Position 758: 0.010013552645033822
Position 260: 0.009375951897730765
Position 469: 0.009113332603572286
Position 1552: 0.008330479025658916
Position 532: 0.00647218966693051
Position 1359: 0.006085326410112033
Position 640: 0.005391091008082754
Position 494: 0.004988014965114125
Position 1627: 0.004849291317288043
Position 299: 0.00399119525394169
Position 5104: 0.0036390687735250297
Position 390: 0.003029465707149828
Position 1178: 0.0027210000112951565
Position 266: 0.002049138754362843
Position 387: 0.001268027719251477
Position 920: 0.0010639808784231922
Position 10786: 0.0006544912056036949
Position 472: 0.0005756782515923595
Position 1230: 0.0005626308414400814
Position 887: 0.0005187905124583015
Position 5522: 0.0005106556305410427
Position 491: 0.0004986167044982057
Position 987: 0.00043425009065551864
Position 8843: 0.00033657087843852376
Position 2865: 0.0003357897491249444
Position 2282: 0.00032632298078319683
Position 3465: 0.00031310181529373675
Position 2944: 0.00031115223560495864
Position 1157: 0.00031079687851786757
