Gene = Atraid
index = 153
Annotated 5SS: [ 122  946 3634 3899 4250 5424]
Annotated 3SS: [ 826 3561 3826 4127 5325 5627]
SMsplice 5SS: [ 122  946 3634 4250]
SMsplice 3SS: [ 826 3561 4127 5984]
top_k =  500
Partition function (log Z): -7.5784520213251785

Sorted 5' Splice Sites (High to Low Probability):
Position 946: 0.8976841117414611
Position 122: 0.8138860398322536
Position 4250: 0.7108161790185668
Position 3699: 0.41306015196528784
Position 3634: 0.35955595059588746
Position 5424: 0.21736870355977916
Position 3997: 0.21448744129767544
Position 3899: 0.1429687607253763
Position 678: 0.07608323156561048
Position 156: 0.04750351303972076
Position 5879: 0.03497983533033118
Position 628: 0.020372275344519086
Position 1692: 0.019305587243733668
Position 1395: 0.015892690567811778
Position 194: 0.014656669698578017
Position 289: 0.014395232194094089
Position 665: 0.013442514633714205
Position 2486: 0.010060279000239904
Position 5515: 0.008217103271203912
Position 430: 0.007794937830372817
Position 592: 0.007720434576297953
Position 849: 0.0067096068647838165
Position 1415: 0.004917479266133089
Position 166: 0.004742329955302854
Position 3387: 0.0032685736556776804
Position 5140: 0.002744874126493212
Position 3674: 0.0026174746464804025
Position 2844: 0.0025783360378200024
Position 3874: 0.0024027239865049587
Position 281: 0.00223008168689667
Position 4583: 0.0021826298063363564
Position 882: 0.0021353854655092783
Position 86: 0.00205903511597807
Position 618: 0.0018626421498109075
Position 1391: 0.0017763119804664624
Position 660: 0.0016612747305843707
Position 3903: 0.0016526218964723837
Position 541: 0.0014507904257395291
Position 271: 0.001333310820844995
Position 1110: 0.0012449447983504593
Position 196: 0.0012010700100580083
Position 2209: 0.0010905294936468359
Position 3977: 0.0010649014129132902
Position 2099: 0.0010461579558655807
Position 4327: 0.0007912745510703172
Position 134: 0.0007857260412617339
Position 3983: 0.0007368516600303257
Position 4160: 0.0007365815754947958
Position 200: 0.0006762542126194321
Position 1422: 0.0005681875504014428
Position 686: 0.0005575283638151953
Position 21: 0.0005313892743759336
Position 1379: 0.0005239929566991171
Position 213: 0.0005207667831680169
Position 1675: 0.0005197437562069648
Position 3975: 0.0005103526128132003
Position 43: 0.0004911925442662732
Position 52: 0.0004416551228629846
Position 4015: 0.00038542253674158305
Position 5846: 0.0003447375691023124
Position 331: 0.00034310361152141585
Position 1509: 0.0002932780112013035
Position 276: 0.00023938034212962528
Position 273: 0.00022632058591031776
Position 5378: 0.00021813785098794323
Position 623: 0.0002164332142988302
Position 232: 0.00016913381349939214
Position 706: 0.0001449571971856391
Position 256: 0.00011326784159194968
Position 711: 0.00010799151462034004
Position 95: 9.504044190819257e-05
Position 398: 8.819916092914635e-05
Position 31: 8.634498494174128e-05
Position 437: 8.520994075207646e-05
Position 390: 7.280094501188089e-05
Position 292: 4.676064123904879e-05
Position 587: 4.0520507303309974e-05
Position 530: 3.982287013325545e-05
Position 600: 3.346225090603412e-05
Position 375: 2.5170479510868262e-05
Position 434: 2.4057906063116662e-05
Position 550: 1.2684461980519086e-05
Position 993: 3.821270932130762e-06
Position 1047: 3.5424975990892564e-06
Position 12: 3.0357046904330586e-06
Position 1007: 2.8653051044515547e-06
Position 4356: 1.8413550386515905e-06
Position 3703: 1.4211924255782696e-06
Position 1376: 1.0353318947286346e-06
Position 808: 9.671615071588545e-07
Position 1055: 7.687289902614351e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 826: 0.9033571833670886
Position 3561: 0.7778319221166908
Position 4127: 0.682232906841216
Position 3826: 0.30366409173273246
Position 5984: 0.29937195127972993
Position 5325: 0.19404931745687728
Position 5378: 0.1763286033284273
Position 5708: 0.1536663269638344
Position 4462: 0.12621178388161552
Position 4194: 0.08553953676736518
Position 5627: 0.06105161528714779
Position 1308: 0.028183936476890853
Position 3801: 0.027648228808951916
