Gene = Nps
index = 764
Annotated 5SS: [  8 202]
Annotated 3SS: [ 119 3553]
SMsplice 5SS: [  8 202]
SMsplice 3SS: [ 119 2405]
top_k =  500
Partition function (log Z): -8.231005142059663

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.8828338623414954
Position 8: 0.5004746578929407
Position 1431: 0.25430896504885403
Position 1389: 0.18737200475792645
Position 1288: 0.08059656340481189
Position 1315: 0.055729373097056646
Position 3144: 0.04995635447018432
Position 381: 0.03879431895687344
Position 51: 0.03675170900475526
Position 13: 0.034422506315332155
Position 2214: 0.0320721445455262
Position 299: 0.027575012918342114
Position 1508: 0.016102483784166784
Position 377: 0.013169631944922777
Position 352: 0.012057957007002828
Position 769: 0.005282696411088518
Position 2469: 0.004724083763734589
Position 97: 0.003889002862182752
Position 4018: 0.0033789154847986
Position 1137: 0.0030041105003587422
Position 630: 0.002695912056126762
Position 4087: 0.0026269092012013496
Position 1215: 0.0025586988326973645
Position 229: 0.0018192486823954302
Position 1518: 0.0017345200136249018
Position 331: 0.0015720738748250776
Position 40: 0.0011845429364188635
Position 1562: 0.0008655640807831489
Position 367: 0.0006815806037172924
Position 1163: 0.0006734360744823675
Position 1690: 0.0005468363522659531
Position 2095: 0.00046579838512326234
Position 2919: 0.00031129060027156237
Position 160: 0.00030705568510465593
Position 80: 0.00012687453489774515
Position 55: 5.4427995647116706e-05
Position 641: 4.1148656733146204e-05
Position 150: 1.778538344728506e-05
Position 1406: 1.560108012577464e-05
Position 1572: 1.3125287495891879e-05
Position 1441: 1.2822741669578598e-05
Position 169: 1.2582383621356086e-05
Position 1662: 5.672557234431503e-06
Position 1600: 5.218537981798486e-06
Position 156: 3.4563434488075408e-06
Position 139: 2.697238178367055e-06
Position 78: 1.471243395593235e-06
Position 123: 1.1085633552455881e-06
Position 187: 8.857610600768539e-07
Position 329: 3.1088521464307726e-07
Position 250: 2.5142220065571727e-07
Position 210: 5.9167013003314794e-08
Position 177: 2.095786315688357e-08
Position 179: 1.3330954653417151e-08
Position 287: 1.6346957142590754e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 119: 0.552373007506985
Position 2405: 0.26592845479865873
Position 1214: 0.25953343473781737
Position 1388: 0.19835227045105658
Position 3016: 0.1736053819471875
Position 1352: 0.1609610844317844
Position 3248: 0.12978579009311958
Position 1258: 0.09444305689016157
Position 3844: 0.07172380622661638
Position 2081: 0.05684186797341395
Position 3594: 0.033843606679688665
Position 3553: 0.0270491310701735
Position 2739: 0.020080277809306983
Position 3951: 0.01845013155101367
Position 1683: 0.0175510150232259
Position 1120: 0.017245751053652954
Position 1058: 0.016847226535081142
Position 4157: 0.016176643549112878
Position 3331: 0.015211894532161334
Position 1229: 0.013495400891877217
Position 2262: 0.012544874218286052
Position 2168: 0.010893015646593581
Position 201: 0.00876543618418404
Position 1288: 0.006444150769807348
Position 692: 0.006001178646345465
Position 620: 0.005519207152802747
Position 2582: 0.004684865215698664
Position 318: 0.004385244946851418
Position 1479: 0.004306832076669762
Position 2670: 0.003664489753807336
Position 420: 0.0033333937157605828
Position 1839: 0.0032120579084105004
Position 233: 0.0026680956645826308
Position 1457: 0.0024520273900059688
Position 1429: 0.0020966084604873434
Position 1271: 0.001969887909576256
Position 901: 0.0018763779051160134
Position 522: 0.0018578515085363042
Position 1748: 0.0018177850817486427
Position 3415: 0.0017391308337254647
Position 519: 0.001712941037372625
Position 96: 0.0016998448223057904
Position 2205: 0.0015031797102584123
Position 2970: 0.0013734907711918124
Position 293: 0.0012512305310885016
Position 573: 0.0006639524495984865
Position 481: 0.0006031025172558243
Position 559: 0.0005184496370496672
Position 400: 0.0005103195463814114
Position 1177: 0.0003911549324957177
Position 1136: 0.00012407394559806073
Position 298: 0.00012385962244087294
Position 1314: 0.00011905799543712671
Position 145: 0.00010146947940978787
Position 271: 8.679327448538758e-05
Position 134: 7.601352320679689e-05
Position 320: 6.48487772765285e-05
Position 713: 6.178953970534746e-05
Position 237: 2.9543195822308284e-05
Position 986: 2.7066476834833298e-05
Position 206: 2.455886107282575e-05
Position 84: 2.1828079911763335e-05
Position 725: 1.909635098829178e-05
Position 626: 1.4063674018955269e-05
Position 377: 1.5705171014117172e-06
Position 576: 1.8767013675489099e-07
Position 645: 4.015216587109184e-08
Position 280: 3.701829275675902e-08
Position 380: 2.480526136737657e-08
Position 245: 9.478515113200358e-09
Position 352: 5.141168789907293e-09
Position 579: 5.002620376789934e-09
Position 329: 1.8810521259504674e-09
Position 338: 9.677696983391057e-10
Position 255: 1.8228538910053795e-14
