Gene = Spp2
index = 1017
Annotated 5SS: [  256   481  4268  5398 10332 11477 13718]
Annotated 3SS: [  355  4147  5289 10276 11425 13621 19360]
SMsplice 5SS: [  256   481  5398 10332 13718]
SMsplice 3SS: [  355  5289 10276 13621 17926]
top_k =  500
Partition function (log Z): -4.704017968029456

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.980546928685536
Position 256: 0.957730915749668
Position 13718: 0.9457253132921232
Position 10332: 0.6121824927873455
Position 5398: 0.5668558224584468
Position 1851: 0.49968799477042697
Position 4268: 0.49121446631653526
Position 5335: 0.4295130314221066
Position 11477: 0.39031923152769515
Position 3911: 0.27314078583909235
Position 4033: 0.09948760381193811
Position 4468: 0.044785516426501124
Position 4014: 0.037955139787024125
Position 12735: 0.03263706596295873
Position 94: 0.03178693917677735
Position 4649: 0.02559937207543786
Position 15168: 0.022139295258155174
Position 1858: 0.01880365173007073
Position 2921: 0.015802583935961435
Position 421: 0.012689799085739107
Position 3065: 0.010908881285430163
Position 1087: 0.003990553008215315
Position 3856: 0.003360800947478548
Position 4037: 0.003347797159000345
Position 245: 0.0032320200442280097
Position 4041: 0.0031745231818923743
Position 187: 0.002726294360645787
Position 4227: 0.002450192763073743
Position 3544: 0.001997562006330153
Position 293: 0.001821298508905946
Position 3298: 0.0016802795682475905
Position 1483: 0.0016379020728268512
Position 2983: 0.0015641064695647439
Position 8029: 0.0015635437483199975
Position 1903: 0.0015367181408235944
Position 2518: 0.0013564345859253914
Position 485: 0.0013033185539313215
Position 6007: 0.0012444323418253835
Position 3005: 0.001225571076370279
Position 3231: 0.001218344794322403
Position 1152: 0.0012127125424509066
Position 986: 0.001080895754927487
Position 793: 0.0008249075385659756
Position 225: 0.0007533170208364979
Position 1345: 0.000736930101086655
Position 53: 0.0007048244789004856
Position 2723: 0.0006758445830762064
Position 2947: 0.000579814741315855
Position 1466: 0.0005360202748191531
Position 2448: 0.0004976195311423737
Position 221: 0.0004670807090079311
Position 11839: 0.0004635922272842157
Position 3049: 0.0004580684745852392
Position 2283: 0.0003968761880472329
Position 2172: 0.00035846484506639
Position 156: 0.0003282175042429314
Position 1561: 0.00025949098188665095
Position 3154: 0.00022928929779860515
Position 1828: 0.0002263746232059187
Position 3633: 0.00018446621423158857
Position 87: 0.00016789967059505691
Position 1539: 0.0001515989990097827
Position 311: 0.00011519980224082167
Position 3236: 0.00011060964787966925
Position 16: 7.585745152982513e-05
Position 1584: 4.601321333857416e-05
Position 172: 2.9698142337403422e-05
Position 9: 2.8307472923476474e-05
Position 247: 8.210033016504596e-06
Position 2273: 3.530010359956701e-06
Position 130: 2.818366501211673e-06
Position 440: 1.0257855779744073e-06
Position 450: 9.972880061692586e-07
Position 558: 9.582133209593578e-07
Position 553: 8.658742327875579e-07
Position 573: 5.72823920155465e-08
Position 589: 5.5660959629226136e-08
Position 751: 5.289478431065569e-08
Position 432: 4.4552536572705425e-08
Position 732: 3.887241092832343e-08
Position 744: 3.626373559910334e-08
Position 593: 2.3603956430770222e-08
Position 533: 2.290292863061949e-08
Position 1956: 2.098743460744334e-08
Position 404: 2.0507469870311342e-08
Position 1891: 1.9798425620868622e-08
Position 734: 1.6223964866051056e-08
Position 366: 1.3617132439797447e-08
Position 644: 1.2340913433049214e-08
Position 339: 8.011039772966642e-09
Position 647: 6.02273554837158e-09
Position 332: 3.365272519854586e-09
Position 364: 1.3939611557729867e-12
Position 356: 1.0502360083867296e-12
Position 343: 6.112354267701864e-17
Position 412: 4.8580226139611194e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 5289: 0.9688550636766935
Position 13621: 0.9513926316531365
Position 355: 0.6646453734750833
Position 10276: 0.5886344331482714
Position 4147: 0.43405187288182473
Position 3830: 0.4159178330459953
Position 11425: 0.3603741371414188
Position 393: 0.3269570178252696
Position 1763: 0.30622328084194206
Position 17926: 0.2678153451437892
Position 19360: 0.2346483220745443
Position 17961: 0.20074609375091887
Position 1734: 0.13602559974839054
Position 1779: 0.05387851303880058
Position 4071: 0.03440873531850195
Position 12707: 0.032637065962958726
Position 11447: 0.0308525992764773
Position 19016: 0.029029098515161843
Position 19306: 0.027235751797856846
Position 18892: 0.026202965169786253
Position 17122: 0.024834396715946346
Position 9861: 0.0239597490978506
Position 4640: 0.02338155294569334
Position 16930: 0.02063167083043067
Position 4326: 0.01997520170258954
Position 17978: 0.019514481485321724
Position 4102: 0.019131827048102717
Position 13995: 0.017654605337802436
Position 19116: 0.01675661428464259
Position 16082: 0.01537681769632486
Position 2920: 0.015290258403825958
Position 3855: 0.014982883644486845
Position 14396: 0.014341758939572666
Position 18379: 0.012447198116878859
Position 14214: 0.011994767361620853
Position 15040: 0.011904489779796855
Position 3982: 0.010859094325544513
Position 18191: 0.01029732233703139
Position 15075: 0.009750799334161706
Position 4254: 0.009665730042563063
Position 5296: 0.009422690774161722
Position 12075: 0.00897683955817388
Position 15046: 0.007700029055163016
Position 2818: 0.007549393665934141
