Gene = Aagab
index = 90
Annotated 5SS: [  112 14217 14425 14938 16572 32728 33824 36485 36983]
Annotated 3SS: [14025 14327 14847 16487 32644 33723 36379 36932 37546]
SMsplice 5SS: [  112  8737 14217 14425 14938 16572 31448 32728 33824 35281 36485 37639
 38092]
SMsplice 3SS: [ 8649 14025 14327 14847 16487 31353 32644 33613 35111 36379 37546 38023
 40023]
top_k =  500
Partition function (log Z): -4.029476242162557

Sorted 5' Splice Sites (High to Low Probability):
Position 14938: 0.9999297976967861
Position 16572: 0.9983438712622539
Position 112: 0.9905017304853594
Position 14217: 0.9343216277515468
Position 8737: 0.7602675619826778
Position 14425: 0.5574943164204779
Position 24641: 0.42102610535165264
Position 3791: 0.37533517808505096
Position 15744: 0.3451496157013446
Position 14693: 0.3334688966863537
Position 24207: 0.30276115623374095
Position 19929: 0.16855092402805386
Position 19634: 0.12127719623798994
Position 15373: 0.10178081705124584
Position 21728: 0.09085100319968498
Position 3715: 0.08649884582704437
Position 10021: 0.07909869493643099
Position 21252: 0.0636063265255874
Position 15683: 0.05346605303132791
Position 18432: 0.05310071922887806
Position 24736: 0.05026982351941656
Position 24707: 0.04598864304290662
Position 14388: 0.04449147281863451
Position 20490: 0.04312868804307627
Position 14177: 0.034340187634163084
Position 16412: 0.019751907668033197
Position 14132: 0.019553477209991715
Position 362: 0.019413082998552354
Position 2587: 0.016754265382891383
Position 19472: 0.011059855269498537
Position 3014: 0.010277350747117343
Position 14400: 0.009336590524602183
Position 19081: 0.00920273342199604
Position 15395: 0.0066158278238718695
Position 650: 0.005488013252219205
Position 19702: 0.004071958442283815
Position 2679: 0.0035642913864618736
Position 14412: 0.0035548305722274383
Position 1373: 0.0028625831457523322
Position 14454: 0.0025150244614821887
Position 2619: 0.0025078680930576067
Position 268: 0.0024849989490138935
Position 19712: 0.0016824490083826849
Position 1377: 0.0015727007506161307
Position 15785: 0.0015628687337245198
Position 16164: 0.0015625210042285675
Position 19497: 0.0015521594203384522
Position 230: 0.0014127575579949865
Position 16628: 0.0013286613358839908
Position 17869: 0.0012763681783628268
Position 16091: 0.0012714828162956676
Position 3251: 0.0011686175412681484
Position 1734: 0.001161907223109646
Position 17110: 0.0009177932605314889
Position 19463: 0.0007036325244154094
Position 2037: 0.0007029365832377274
Position 2892: 0.0006754901491317376
Position 1390: 0.0005456756379837825
Position 116: 0.0005330643355863309
Position 18436: 0.00037754796376276897
Position 416: 0.00035474813082531564
Position 763: 0.0003513151037143655
Position 1425: 0.00030833915204840314
Position 19150: 0.00029817747126867627
Position 15863: 0.00027990302786478206
Position 2633: 0.00027928335580364524
Position 3638: 0.00027810819539301264
Position 1559: 0.00023983132249765697
Position 1539: 0.0002294336343749825
Position 18537: 0.00021873744720184938
Position 2053: 0.0001963844051209411
Position 5779: 0.00018674322177811634
Position 2098: 0.00016650463738883574
Position 2154: 0.00016492306021071893
Position 489: 0.00016177574132357017
Position 375: 0.00015608931810849857
Position 793: 0.00015123071966766262
Position 16745: 0.00015041197625297655
