Gene = Kmt5a
index = 607
Annotated 5SS: [   86  6155  7441 10951 11444 17189 20036]
Annotated 3SS: [ 6038  7283 10730 11355 17128 19844 20557]
SMsplice 5SS: [   86  7441 10403 10951 11444 14397 17189 20036]
SMsplice 3SS: [ 7283 10308 10730 11355 14267 17128 19844 21084]
top_k =  500
Partition function (log Z): 2.930908663858273

Sorted 5' Splice Sites (High to Low Probability):
Position 11444: 0.9944800319056186
Position 7441: 0.9762661831672621
Position 10951: 0.8181887258429555
Position 20036: 0.8096327408980921
Position 14397: 0.7635541616361191
Position 17189: 0.7318626597984387
Position 10403: 0.6790295863146321
Position 86: 0.4849941491302761
Position 15477: 0.3167198580689064
Position 641: 0.25263193466530387
Position 152: 0.23441901763226317
Position 10583: 0.22833591690722047
Position 17246: 0.19572401246662746
Position 3562: 0.17811967525852407
Position 321: 0.15702833609914943
Position 6659: 0.14929536135446317
Position 20608: 0.13637380930954657
Position 7577: 0.11450569685561657
Position 6155: 0.10860061724167724
Position 5415: 0.08923787176526528
Position 5028: 0.08271781975246277
Position 20708: 0.0724430197191746
Position 11011: 0.06866550610630259
Position 7749: 0.05090962212214302
Position 21198: 0.04524030616929779
Position 17320: 0.04195478286540343
Position 19262: 0.03634201921113287
Position 5138: 0.03394000121927956
Position 13009: 0.030816889469272083
Position 19121: 0.028970279675404772
Position 4468: 0.02792297646887266
Position 19714: 0.022405877859424266
Position 15260: 0.020772952162745783
Position 6754: 0.02067546094631572
Position 10806: 0.019616931537814394
Position 20386: 0.018806773923241763
Position 8895: 0.018202696167452518
Position 11223: 0.017608920464367846
Position 5799: 0.017288673501860558
Position 6980: 0.017006446390944494
Position 7602: 0.015193948654954827
Position 8835: 0.01511452704555679
Position 15481: 0.01475568948265377
Position 6800: 0.013422302259974084
Position 10309: 0.01300852475732412
Position 15086: 0.012043956152220033
Position 17307: 0.009257512865185507
Position 4867: 0.00889700886591722
Position 10418: 0.007835924253946452
Position 15133: 0.00765057240160585
Position 10875: 0.007153654940744951
Position 4944: 0.007053074411442387
Position 370: 0.006172021996831037
Position 21291: 0.005369353522839553
Position 11449: 0.005168164628806523
Position 21502: 0.0049413755292633185
Position 452: 0.00489100847014404
Position 534: 0.004814775333369244
Position 16689: 0.004606562634287502
Position 8607: 0.00446940962207487
Position 407: 0.004464756201766907
Position 4386: 0.004216705328636146
Position 17394: 0.00362408980271307
Position 12875: 0.0035081871794716683
Position 749: 0.0033329774865000616
Position 12988: 0.00320143861702727
Position 15877: 0.003127149672638955
Position 21239: 0.0028105232534488245
Position 7392: 0.002756126299551224
Position 21200: 0.002667109737683354
Position 18721: 0.002649497412537995
Position 15531: 0.0026421414198414235
Position 18157: 0.0026215391104891053
Position 21321: 0.002567543850055132
Position 1586: 0.0025378349412068318
Position 19970: 0.0025018970136922425
Position 10621: 0.0024107801021622226
Position 60: 0.0023650241809731734
Position 22010: 0.0020504599163650083
Position 3045: 0.0018178997364520345
Position 8469: 0.0017263444360733813
Position 4922: 0.0017232828089431146
Position 8352: 0.0015940742514479094
Position 17738: 0.001444854176707929
Position 6261: 0.0014317298433038652
Position 12496: 0.0011493039977694467
Position 3001: 0.0010108683362238882
Position 16041: 0.0009951894209307792
Position 15168: 0.0007866457086515978
Position 10955: 0.0006475892569394254
Position 10889: 0.0004321220995090905
Position 485: 0.00038863983590388043
Position 224: 0.00033680290661009936
Position 12826: 0.0003247157062216468
Position 8385: 0.000289120843165447
Position 187: 0.0002657622527881804
Position 12823: 0.00020767933533936107
Position 276: 0.00016842611964357728
Position 235: 0.00010345905794128504
Position 466: 6.270680625511461e-05
Position 11939: 5.300916027097787e-05
Position 495: 5.147674494142242e-05
Position 596: 4.99455175412939e-05
Position 759: 4.151240803823106e-05
Position 289: 3.9234582306796895e-05
Position 1302: 3.7904580757989905e-05
Position 3566: 2.9354169094487948e-05
Position 2598: 2.802988018117155e-05
Position 475: 2.7583528520444698e-05
