Gene = Gemin7
index = 431
Annotated 5SS: [ 56 515]
Annotated 3SS: [ 278 8146]
SMsplice 5SS: [ 515 4086 4560]
SMsplice 3SS: [3940 4472 8146]
top_k =  500
Partition function (log Z): -10.918474000020096

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.6308800539310445
Position 4560: 0.5934444944000303
Position 515: 0.5182372845215313
Position 56: 0.2873337889810135
Position 2395: 0.20016864490310712
Position 917: 0.1611009468106553
Position 907: 0.1588707692320262
Position 2351: 0.1021732981285876
Position 1541: 0.061989101687637715
Position 785: 0.04677632037430566
Position 1910: 0.042042147657362305
Position 4473: 0.03692793525957197
Position 6069: 0.03394464667853305
Position 6824: 0.021996073418811185
Position 4651: 0.02000963573577406
Position 8380: 0.018997457695848676
Position 4556: 0.017248538588485407
Position 58: 0.015335824387582731
Position 3982: 0.014688826920609558
Position 1169: 0.014432520057680876
Position 128: 0.008643335734765452
Position 3969: 0.00662628918964148
Position 2368: 0.006286826616758945
Position 5420: 0.0059439251743043445
Position 6988: 0.003756590254922674
Position 249: 0.0037435941480287406
Position 817: 0.0013132260305914615
Position 894: 0.00047921904396632236
Position 1870: 0.0004768615965351955
Position 1142: 0.0004283093220647897
Position 4892: 0.000311680077808245
Position 1108: 0.00030553777817804304
Position 406: 0.0002704088413127469
Position 548: 0.00024395904811089396
Position 605: 0.00024352314082618382
Position 232: 0.00020722716204982667
Position 329: 0.00016339279233325402
Position 562: 0.00010467971085407541
Position 641: 8.612217575924387e-05
Position 299: 7.876164424856312e-05
Position 338: 4.1081284829408745e-05
Position 739: 4.101665293910388e-05
Position 634: 3.865979224782153e-05
Position 467: 1.3868506202945468e-05
Position 929: 8.581514794568312e-06
Position 164: 6.520854638332092e-06
Position 484: 3.950002759811576e-06
Position 482: 2.379717845591193e-06
Position 304: 2.3573454087985283e-06
Position 526: 1.1068761463405532e-06
Position 131: 9.815350947156682e-07
Position 529: 9.456904208906439e-07
Position 237: 9.388839692779943e-07
Position 264: 1.6587659781392353e-07
Position 382: 1.1913606429463775e-09
Position 429: 8.932263588294098e-11
Position 519: 8.736659790748744e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4472: 0.6163537753269149
Position 8146: 0.45106598619030946
Position 3940: 0.391379133445467
Position 2241: 0.2867525056740295
Position 3907: 0.236737445948349
Position 5962: 0.11958225967744669
Position 4330: 0.08961185051883754
Position 6726: 0.07453188747671924
Position 784: 0.06563672399710362
Position 278: 0.06143071902312936
Position 4397: 0.06006724568186251
Position 3382: 0.03441052493445888
Position 5237: 0.02856011564139036
Position 8191: 0.028114875927878577
Position 5325: 0.027136443574514144
Position 8472: 0.02348759672486052
Position 1720: 0.022867140428337603
Position 3874: 0.020225079573032687
Position 672: 0.019537512524768968
Position 5777: 0.019118154016481356
Position 7388: 0.018629366470353594
Position 6905: 0.018347489034044182
Position 8252: 0.01811153359037043
Position 2269: 0.01776165316671394
Position 800: 0.01699017769271701
Position 1089: 0.01613866902093915
Position 1273: 0.015732865779197677
Position 8110: 0.013375231244566698
Position 813: 0.011813855190278319
Position 1770: 0.010638412037876974
Position 3752: 0.010473078962947933
Position 3775: 0.010453191901334851
Position 1312: 0.010274372368734819
Position 2245: 0.009615183868970348
Position 1244: 0.008946664087506499
Position 7759: 0.008843861421655093
Position 618: 0.008411372020948877
Position 127: 0.007538675376507882
Position 686: 0.006647546463221644
Position 694: 0.0062866167602083235
Position 249: 0.006188412026706194
Position 4003: 0.00603434704290145
Position 7515: 0.005709608149698701
Position 6450: 0.005031768886658012
Position 1805: 0.004934661281736321
Position 8150: 0.0040183111900855125
Position 3981: 0.003746388164748782
Position 5175: 0.0037168648587775463
Position 7962: 0.0035802569567343007
Position 5020: 0.0032238605242370664
Position 4402: 0.003171737269729152
Position 6360: 0.003118230679323967
Position 1278: 0.002905480104584957
Position 7312: 0.00278780553427349
Position 1434: 0.0026085375433548353
Position 6006: 0.0025825163038805774
Position 4200: 0.0024465725574903162
Position 1353: 0.0024130000491576287
Position 877: 0.0022402112196020954
Position 5722: 0.002184616298665173
Position 4782: 0.002137364280020144
Position 1350: 0.0020641171045445014
Position 1003: 0.0020231738550026005
Position 816: 0.0019973763777751297
Position 2161: 0.0019772908572315536
Position 5179: 0.001872664126652193
Position 5028: 0.0018377037526276186
Position 2307: 0.0018112758936888287
Position 6767: 0.0016491763704514595
Position 1011: 0.0015524028641351912
Position 756: 0.0015234841744715493
Position 4492: 0.0014425027127789372
Position 823: 0.0013775991516235247
Position 4215: 0.001353785077817676
Position 1641: 0.0013344721318876015
Position 1249: 0.0012831441306254076
Position 4973: 0.0012188235055382033
Position 6269: 0.0011768967847142374
Position 4521: 0.0009968674489840958
Position 4232: 0.0007771511691292023
Position 1888: 0.0007330209976868595
Position 1303: 0.0007073602570282157
Position 425: 0.000692543916417939
Position 2062: 0.000691554710700732
Position 1431: 0.0006091627618975742
Position 4753: 0.0006033677856061622
Position 178: 0.0005911512750126966
Position 4794: 0.0005816735672315073
Position 1842: 0.0005274099729890213
Position 4837: 0.00048119961314970584
Position 3789: 0.0004691890873039678
Position 4886: 0.00046458782347298064
Position 1437: 0.0004006663478311884
Position 2743: 0.0003982747344037553
Position 1793: 0.00039748409063313216
Position 1576: 0.00038113969675637727
Position 655: 0.0002950410337805939
Position 3536: 0.0002858957245550709
Position 3003: 0.00019373896750813185
Position 1445: 0.00017458702500768185
Position 622: 0.000134130108183734
Position 749: 0.00011920969618726259
Position 1693: 0.00011002828023553921
Position 4054: 0.00010381234068970004
Position 1726: 9.713879051836991e-05
Position 314: 6.867682504415487e-05
Position 715: 6.51503500611569e-05
Position 367: 6.44401885197205e-05
Position 1124: 5.770042545524654e-05
Position 1096: 5.414270764860012e-05
Position 702: 5.022625418056962e-05
Position 405: 3.9294618225189385e-05
Position 552: 3.848748954647153e-05
Position 316: 2.6483912697296108e-05
Position 683: 1.091398720508965e-05
Position 286: 9.969163417957544e-06
Position 135: 9.499854819336963e-06
Position 338: 9.232170900177811e-06
Position 857: 8.19058217298627e-06
Position 1015: 5.822782118283964e-06
